A1_L,A1_R,A2_L,A2_R,PCG_L
-0.5407,-0.6705,-0.8896,-1.5131,-0.7272
-0.7916,-0.3409,-1.2625,-1.4178,-0.8685
-1.3195,-0.9764,-1.3668,-1.8868,-0.8111
-1.1017,-0.9358,-1.2433,-1.3614,-0.8684
-1.0240,-0.7638,-1.2285,-1.1188,-0.3691
-0.3422,-0.4028,-0.5502,-0.5866,-0.5214
0.1416,0.1105,-0.4849,-0.1232,-0.5429
0.8991,0.9218,-0.3232,0.0988,-0.1599
0.4547,0.3847,-0.6768,-0.3839,-0.0827
0.8514,0.3911,-0.6258,-0.0545,0.0656
0.5395,0.4848,-0.8069,-0.2414,-0.2159
-0.2182,-0.3816,-0.8410,-1.2658,-0.2572
0.0685,-0.0554,-1.3102,-1.2623,-0.1972
0.3830,0.0769,-1.1811,-0.8465,0.3312
-0.0815,0.0797,-0.4811,-0.6732,0.1750
0.0878,0.1501,0.0608,0.1458,-0.0260
-0.0456,0.1857,0.3866,0.6215,0.4326
0.0986,0.1320,0.6905,0.6378,0.4500
0.5462,0.5630,1.1712,1.5496,0.6884
0.1823,0.3435,0.9284,1.1088,0.5524
0.0168,-0.1882,1.1521,1.0715,0.1754
-0.0920,-0.1671,1.2695,0.9677,-0.1087
-0.3844,-0.4561,1.0447,0.6072,0.3897
-0.1195,-0.0493,0.4455,0.5080,0.0714
-0.3870,-0.3598,0.0944,0.1348,0.4881
-0.5428,-0.2300,0.2081,0.2554,0.3511
-0.1109,-0.2078,0.8437,0.2896,0.1422
0.0901,-0.3192,0.7279,0.4597,0.5101
-0.0979,0.2100,0.3731,0.5580,0.5857
0.5184,0.8169,0.3171,0.9616,0.1435
0.1112,0.4307,-0.0750,0.5015,0.2593
-0.0793,-0.0946,-0.4270,0.6039,0.1040
-0.3903,-0.2426,-0.3037,0.2078,0.4817
-0.2789,0.1228,0.1997,0.3432,0.6734
0.1462,0.3747,0.3957,0.1397,-0.1678
-0.5304,-0.3488,-0.7945,-0.8813,-1.0773
-0.7391,-0.5299,-1.1718,-1.0768,-1.1157
-0.4124,-0.3101,-0.5350,-0.4391,-0.0814
-0.5282,-0.4546,-0.1171,-0.4266,-0.1131
0.0048,-0.0059,0.6976,0.2745,-0.0388
0.5686,0.3100,0.9175,0.7509,0.5191
0.5807,0.6870,0.9091,0.4675,0.5242
0.9192,0.9226,0.6797,1.2131,0.8204
0.4522,0.2466,0.4804,1.1079,0.8347
0.4153,0.4755,0.7552,0.9670,0.8524
0.6159,0.9182,0.9182,0.7964,0.5335
0.8255,0.6644,0.6498,0.7763,0.6664
0.4346,0.5138,0.0343,0.3036,0.8453
0.3824,0.4409,0.2927,0.4134,0.2341
-0.1085,-0.1751,-0.1636,-0.1222,0.1895
0.0901,-0.2400,0.4559,0.1555,-0.0604
-0.0739,-0.2806,0.0006,0.1992,-0.3051
0.0654,-0.1398,0.5709,0.3208,-0.3121
0.1269,0.2461,0.7586,0.6235,-0.4827
-0.6738,-1.2023,0.0042,-0.2736,-1.3450
-0.8742,-1.1145,-0.3303,-0.7540,-1.0646
-0.4353,-0.3918,0.1005,0.0739,-1.3736
-0.5605,-0.4741,-0.1403,-0.3503,-0.4038
0.3785,0.5142,0.4908,0.3081,0.1180
0.5314,0.8108,0.4829,0.2256,0.3042
-0.0002,-0.0746,0.2803,-0.4392,-0.4659
0.0978,-0.0858,0.2056,0.1164,-0.0490
0.6910,0.6727,0.4753,0.5553,0.2725
0.2200,0.3932,0.0575,0.2159,0.4553
0.1633,-0.2199,0.3510,-0.1477,-0.2860
0.3598,0.4396,0.6257,-0.0586,0.1186
0.1600,0.3148,0.7766,-0.1575,0.2065
0.6889,0.6686,0.1221,0.4865,0.3830
0.3418,0.6318,0.0733,0.5267,0.4603
-0.0944,-0.1998,0.0664,0.1109,0.0645
0.0662,-0.1891,0.5426,0.1453,-0.7707
-0.8015,-0.5474,-0.0680,-0.1017,-0.4011
-1.1393,-1.2066,-0.4080,-0.9262,0.1614
-0.0286,-0.4959,0.3088,-0.8559,0.1745
0.8246,0.8526,0.4814,-0.0454,-0.3042
1.2762,1.3875,0.3016,0.5144,-0.8323
0.4882,0.3261,-0.2973,-0.4129,-0.4176
-0.1728,-0.3875,-0.3298,-0.2100,-0.4492
0.0688,-0.1082,-0.2724,-0.0047,-0.0498
0.4324,0.0822,-0.3121,-0.0616,-0.2996
0.4488,0.2002,-0.0626,0.4640,-0.3980
-0.1277,-0.1318,-0.6707,-0.3404,-1.7054
-0.3935,-0.2201,-1.3400,-1.1280,-1.8372
-0.2347,0.0510,-1.1271,-0.9617,-0.4758
0.1203,0.3964,0.0055,-0.3058,-0.4388
0.5666,0.7288,0.3151,0.1613,-0.0016
0.5336,0.4095,0.2880,0.3446,0.0246
0.4444,0.4110,0.2235,0.5077,0.6016
0.4949,0.5257,0.6680,0.8101,0.2334
-0.1348,0.3194,0.3570,0.6837,0.1033
0.0966,0.3030,1.0572,0.8295,-0.0795
-0.4366,-0.5398,0.5800,0.5410,-0.3209
-1.0509,-1.1270,0.1878,-0.3576,-1.0982
-0.0180,0.3248,0.2701,0.2049,-0.2500
-0.1124,-0.0709,-0.0100,-0.1064,-0.0291
-0.2089,0.0029,-0.4926,-0.2804,0.0548
-0.2616,-0.0777,-0.7729,-0.0221,-0.5545
-0.0061,-0.0171,-0.4430,0.1849,0.0236
0.3519,0.1137,-0.0930,0.5939,0.1970
0.4191,0.6355,0.5883,0.6584,0.1173
-0.4056,-0.1666,0.1241,0.1492,0.0024
-0.2354,-0.4006,0.2719,0.6266,-0.4485
0.0026,0.1112,0.1404,0.8300,-0.1773
0.0686,-0.1211,0.4673,0.8291,-0.0510
0.1996,0.0694,0.5331,1.0444,0.9906
-0.0115,-0.3293,0.0752,0.4101,-0.0413
0.3171,0.2717,0.2936,0.7088,-0.0955
0.4730,0.4370,0.5013,0.6305,-0.0607
0.5704,0.2829,0.7345,0.1766,0.0691
0.5867,0.3703,0.3050,0.3999,-0.0992
-0.1525,0.0960,-0.1598,-0.1893,-0.3428
0.5219,0.5312,0.3606,0.0409,-0.0330
0.7786,0.6884,0.3469,0.3590,0.5427
0.0149,-0.0923,0.3692,0.1298,0.4597
