IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
1.7372,1.6049,2.0875,2.9888,2.8572,2.6934,1.1329,0.2089,0.9416,0.5428
0.5933,1.4009,1.5467,1.7528,1.9444,1.4608,0.7735,-0.0320,0.7047,0.0907
0.2834,1.4862,1.2068,1.0695,1.7407,0.5919,0.8839,0.2751,0.4228,-0.0457
0.0627,1.2350,0.0738,-0.3665,1.2707,0.4391,-0.1891,-0.2472,0.4681,0.1809
0.5803,1.1479,0.1557,-0.4362,0.7571,0.5719,0.4192,0.0155,0.2199,0.1554
0.4542,0.8480,-0.3245,-0.6306,0.2784,0.5134,-0.6763,-0.0482,0.4032,0.2242
0.4904,0.5006,-0.2363,-0.4568,0.4393,0.8149,-0.3071,0.0165,0.2528,0.2319
-0.2129,-0.0810,-0.2416,-0.8225,-0.5774,0.2438,0.2600,0.0299,0.6227,0.8974
-0.7686,-0.9514,0.1508,-0.2654,-0.5717,-0.3410,0.3311,0.3851,0.3243,0.8809
-0.6893,-0.7534,-0.1688,-0.2289,-1.1478,-0.2573,0.0648,0.1142,0.5473,0.9515
0.2217,-0.0687,-0.5816,-0.1143,-0.6725,-0.0891,-0.7018,-0.3267,0.4132,0.6615
0.0583,-0.1803,-1.5181,-1.0954,-0.7303,-0.3759,-1.1527,-1.3398,0.1525,-0.0773
0.3844,-0.1303,-1.0426,-0.5632,-0.3720,-0.1298,-0.5276,-0.9232,-0.2875,-0.3797
0.0069,-0.3068,-0.7417,-0.3451,-0.5048,-0.3419,-0.1958,-0.1963,-0.3255,-0.4492
-0.0485,-0.3263,-0.7640,-0.4392,-0.3310,-0.3191,-0.6893,-0.5258,-0.2968,-0.3792
-0.1664,-0.0424,-0.8749,-0.4126,-0.0839,0.3043,-1.4537,-0.4861,-0.3823,-0.4695
-0.1197,0.0429,-0.6283,-0.3987,0.4559,0.4511,-0.5948,-0.6596,-0.7085,-0.9443
-0.5933,-0.2819,-0.5988,-0.7838,-0.1397,-0.2092,-0.8728,-0.8246,-0.6548,-0.6750
-0.2994,-0.3019,0.1263,0.0554,-0.2833,-0.1146,-0.4213,-0.2416,-0.2621,-0.3030
-0.6078,-0.6383,-0.0456,-0.4108,-0.7434,-0.8781,-0.0333,-0.1203,-0.0280,0.0174
0.0918,-0.0837,0.3522,0.3578,-0.3501,-0.3790,0.1208,0.1832,0.1462,0.0517
0.4655,0.2144,0.2504,0.2799,-0.2404,-0.2679,0.3960,0.4676,0.3985,0.3440
0.5603,0.4322,0.9651,0.9139,0.4680,-0.1979,0.4493,0.6041,0.0666,-0.1201
0.3468,0.1044,0.4446,0.4206,-0.1957,-0.0849,-0.1695,0.1197,0.0054,0.1964
-0.0190,-0.3961,-0.3398,-0.1246,-0.1533,0.0151,-0.5031,0.4538,-0.4440,-0.1682
-0.4521,-0.8852,-1.3806,-0.9092,-0.5996,-0.2507,-0.8284,-0.1340,-0.8646,-0.2256
-0.8259,-1.0644,-1.2978,-0.8910,-0.6646,-0.8305,-0.1979,-0.3314,-0.4395,-0.2167
-1.2099,-0.9353,-0.5511,-0.6748,-0.6128,-1.0461,0.0385,0.2358,-0.3566,-0.5318
-1.3513,-0.9408,-0.5364,-0.7436,-0.6729,-1.1429,0.3271,0.3111,-0.2475,-0.5834
-0.6713,-0.7114,-0.0770,-0.5760,-0.4345,-0.7612,0.5753,0.6701,-0.2524,-0.3211
-0.0789,-0.4265,0.1262,-0.4873,-0.2900,-0.1843,0.3406,0.1878,0.1234,0.1599
0.6001,-0.0116,1.0458,0.7219,-0.2225,0.6478,-0.1841,0.3979,0.0616,0.0493
0.1308,-0.0800,0.2594,0.0269,-0.2603,0.5273,-0.4766,0.1620,-0.2968,-0.0194
0.6856,0.1322,-0.3208,-0.1426,0.0885,0.4047,-0.5988,0.6400,-0.6978,-0.5006
0.0575,-0.4439,-0.5363,-0.7595,-0.3336,0.2429,-1.2019,0.0903,-0.6075,-0.3813
-0.0706,-0.3656,-0.2459,-0.3602,-0.1302,-0.1487,-0.5404,-0.0138,-0.5260,-0.6230
0.0933,-0.1260,-0.4079,-0.3390,-0.5262,-0.2094,-0.4799,-0.2372,-0.3273,-0.4523
-0.1228,-0.2106,0.3073,0.4059,-0.6556,-0.0785,0.1366,0.2859,-0.5114,-0.2229
-0.1447,-0.3789,0.7234,0.4540,-0.8834,-0.2856,-0.3678,0.2931,-0.1621,0.3261
0.1508,-0.1051,0.9752,0.5708,0.1992,0.1624,-0.0766,0.3321,0.0752,0.1775
0.1714,0.2138,0.3604,0.1627,-0.3127,-0.2291,-1.0042,-0.0424,0.4524,0.2991
0.3878,0.2176,-0.1040,0.5021,0.0639,-0.0333,-1.1547,-0.0936,-0.0279,-0.1760
0.3610,0.0487,0.0171,0.5990,-0.0353,0.2002,-0.3107,0.6592,-0.2136,-0.3575
0.2859,-0.1435,1.1222,1.9496,0.3427,0.2033,0.1058,2.3685,-0.1071,-0.0760
0.1072,-0.1828,0.4112,0.8680,-0.3183,-0.4881,-0.0742,1.7106,0.1616,0.0528
-0.3311,-0.4222,-0.4892,-0.8104,-0.4705,-0.8211,-1.6157,0.7882,0.0010,0.1788
-0.1850,-0.1279,-0.7216,-1.0747,-0.2254,-0.3970,-1.2364,0.1209,-0.1146,-0.0408
-0.4174,-0.4999,-0.3902,-0.5705,-0.1983,-0.3926,-0.9306,0.0784,-0.1714,-0.1605
-0.6603,-0.9731,-0.0730,0.0360,-0.6914,-0.9256,-0.8775,0.2190,-0.7395,-0.7178
-1.4456,-1.3928,-0.0417,0.0056,-0.6602,-1.0783,-0.2636,0.5637,-0.8010,-0.6486
-1.6677,-0.9791,-0.4749,-0.2981,-0.9281,-1.4098,-0.1386,0.6885,-0.8264,-0.5659
-1.3749,-1.0003,-0.5991,-0.9238,-0.4887,-1.1614,-0.4585,0.0961,-0.3981,-0.3490
-0.7012,-0.4891,-0.5270,-0.7465,-0.3267,-0.8099,-0.4544,0.3030,-0.0696,0.1416
-0.4573,-0.6069,-0.3761,-0.9277,-0.1505,-0.7322,0.2368,0.4771,0.1060,0.2423
-0.0425,-0.2316,0.1015,-0.3215,-0.0166,-0.5087,-0.4083,0.5071,-0.0471,-0.0296
-0.1844,0.0572,-0.1904,-0.2627,-0.3176,-0.7720,-0.2377,0.8019,-0.1546,-0.0901
0.0582,-0.0404,0.0062,0.2029,-0.2219,-0.5886,-0.3645,0.5934,-0.1259,-0.0857
0.1364,-0.0532,0.4985,0.7367,-0.0738,-0.1714,-1.0514,1.0258,-0.1927,-0.1020
-0.1625,-0.1537,-0.1706,0.3576,-0.1410,-0.3484,-0.3546,0.8209,-0.0198,0.0185
0.4039,0.2019,0.2525,0.3082,0.7154,-0.0294,2.7988,-1.5329,-0.2328,-0.1498
-0.1630,-0.5593,0.1145,-0.0494,0.0419,-0.5353,4.4865,-3.3736,-0.0357,-0.1961
0.0773,-0.2762,-0.0746,0.0967,-0.1905,-0.1861,2.3954,-1.6618,-0.3021,-0.4553
-0.4869,-0.4118,-0.4294,0.0994,-0.8028,-0.5321,1.0000,-1.4444,-0.0628,-0.0353
-0.4051,-0.2834,-0.2748,0.0378,-0.5320,-0.5087,0.8234,-1.4165,0.1583,0.2161
-0.1979,-0.2997,-0.0539,0.2209,-0.2763,-0.3066,0.2410,-1.5203,0.4992,0.3506
0.2994,0.2535,-0.1635,-0.1423,0.1260,0.2059,-0.3169,-2.1933,0.0267,-0.0830
0.4198,0.5357,0.0416,-0.0937,-0.1162,0.2657,1.4244,-1.5694,0.0563,-0.0840
0.1195,0.5224,1.0235,0.9400,0.1754,0.6796,1.4353,-0.6001,-0.0821,-0.5769
0.0053,0.3755,0.4526,0.5001,-0.2654,0.0852,1.0088,0.0973,0.0074,0.0305
0.2834,0.5294,-0.0237,-0.1025,0.6267,0.4238,1.0505,0.6625,0.0238,0.0095
0.2507,0.9884,-0.8195,-0.9307,0.5779,-0.1421,1.3946,-0.2605,0.0778,-0.0855
0.3335,1.1328,-0.6980,-0.9809,1.2194,0.8650,1.8022,-0.0299,0.1245,0.0075
0.4308,0.9121,-0.2687,-0.2318,0.5791,0.7194,1.2457,-0.1129,0.3983,0.2285
