IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.3147,0.8437,0.0306,0.0713,1.5661,0.8799,-0.6500,0.0727,0.6539,0.3951
0.8380,0.6198,-0.1697,0.2111,1.2151,0.5581,-0.8893,-0.0832,0.6976,0.8587
0.5414,0.0859,-0.3534,-0.1590,0.2605,0.3013,-1.9800,-0.4745,0.8784,0.9848
0.2458,-0.0633,-0.2683,-0.1919,0.1045,0.2789,-1.5604,-0.1567,0.8790,0.9108
0.2770,0.3608,0.0680,-0.2832,-0.7111,-0.2353,-0.1655,-0.6219,1.0087,0.7549
0.3532,0.8627,0.3080,-0.4914,0.1951,-0.0776,0.1140,-0.0933,0.4325,0.5814
-0.7378,0.3228,-0.0427,-0.6080,-0.0369,-0.4296,0.5132,-1.1424,0.1577,0.0835
-0.3116,0.4603,0.3292,-0.1493,0.6031,-0.1270,-0.4857,-1.1777,-0.6687,-0.8528
-0.1533,-0.2839,-0.1510,-0.0708,-0.0575,-0.0334,-2.0471,-0.6609,-0.2244,-0.1871
0.1025,-0.2282,-0.2134,0.3946,0.3565,0.4795,-0.5445,0.1325,-0.1217,-0.1547
0.2560,0.0285,-0.2037,0.2319,-0.0849,0.2374,-0.5994,0.3615,-0.2914,-0.4351
0.4810,0.1046,0.2997,0.5461,0.6444,0.7170,0.2459,-0.5119,-0.5861,-0.3697
-0.2356,-0.4539,0.1644,0.5793,0.3556,0.2507,0.9901,0.2554,-0.2098,0.1056
-0.0846,-0.4080,-0.1255,0.2700,-0.2309,-0.1705,0.5847,-0.2555,-0.6152,-0.3746
-0.3096,-0.6121,-0.5881,-0.1154,-0.2680,-0.0119,-0.8168,-0.0029,-0.6666,-0.2100
-0.9209,-1.2530,-1.3825,-0.6939,-1.1406,-0.2477,-0.8415,-0.2013,-0.7706,-0.4920
-0.3160,-0.5547,-1.1026,-0.4898,-0.2063,0.1697,0.3711,0.2986,-0.7391,-0.4935
-0.1443,-0.1738,-0.8978,-0.5710,-0.6866,-0.1998,-0.0526,-0.7623,0.0570,-0.2737
-0.1202,0.0429,-0.6429,-0.5490,-0.1915,0.2055,-1.0734,0.1349,-0.0163,0.0284
0.2708,0.1325,0.0027,0.4190,-0.2504,0.0268,-0.6407,0.1264,0.5230,0.3265
0.0546,0.2608,0.3346,0.2713,-0.3152,0.2704,0.0690,-0.7330,0.6495,0.4858
0.1110,0.5459,0.9498,0.7378,0.5051,-0.0020,0.3229,0.3364,0.9363,0.8765
