IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.1017,0.0502,2.3591,2.3479,0.5124,0.5916,0.9340,0.8199,0.2091,-0.3467
0.7546,0.6861,1.4284,1.4652,1.2427,1.0068,0.1217,-0.1613,0.7127,0.1340
0.4869,0.9477,0.9305,0.2864,0.8682,0.6994,0.2070,0.2576,0.3651,-0.1684
0.4875,1.4316,0.6204,0.4282,1.3494,0.6798,-0.4097,0.0568,0.5135,-0.4313
0.2433,0.5216,0.5246,0.5219,0.7564,0.2930,-0.3832,0.9668,0.4177,0.1385
0.3325,0.3880,-0.6805,-0.3758,0.1630,-0.2585,-0.5355,0.0237,0.6788,0.7173
0.0448,0.6963,-0.8670,-0.5078,0.3594,0.1895,-0.3318,-0.6770,0.1595,0.0602
0.0847,-0.3066,-0.4396,0.5300,0.2467,0.5572,-0.8533,-0.5282,0.0127,-0.0250
0.2125,-0.3639,-0.4801,-0.1440,-0.6693,-0.3919,-0.6966,-0.1980,0.1232,0.1493
-0.0981,-0.5841,-0.7863,-0.4180,-0.6532,-0.2863,-0.4426,-1.0954,-0.1167,-0.3408
-0.2026,-0.4956,-0.7940,-0.5892,-1.1222,-0.3435,-0.0005,-0.4877,-0.1970,-0.0184
-0.5760,-0.4965,-1.0888,-0.5386,-0.6416,-0.7229,0.1990,-0.7227,-0.0099,-0.2987
-0.3173,0.1371,-0.4885,-0.3001,-0.4716,-0.4937,0.1664,0.0252,0.1752,0.1594
-0.2537,0.2915,-0.4779,-0.0506,-0.2589,-0.1288,-0.0060,-0.6731,-0.1917,-0.0886
-0.1190,-0.0544,-0.1211,0.2032,-0.4173,0.0010,-0.0986,0.4864,-0.4015,0.0672
-0.0755,0.2461,-0.0331,0.3550,0.0270,0.3501,-0.3073,-0.1065,-0.1371,0.1231
-0.2148,-0.0756,0.0702,0.1875,-0.1620,0.2708,-0.0441,0.4679,-0.6760,-0.3684
0.4861,0.4363,0.0093,0.3144,0.2346,0.4388,0.2512,0.6889,-0.2196,0.1894
0.0855,0.0073,-0.1544,0.3791,-0.0243,0.4778,0.5039,0.9181,-0.1948,0.2111
0.6071,0.1551,0.3285,0.3171,0.4158,0.3964,0.1095,0.0956,-0.1871,-0.0411
-0.4540,-0.8472,-0.2182,-0.2003,0.3718,0.1348,-0.2260,0.6514,-0.7069,-0.5044
-0.3570,-0.9607,-0.1219,-0.2836,-0.0546,-0.2881,0.3994,0.1191,-0.7478,-0.4087
-1.0320,-0.8603,-0.6453,-0.6298,-0.1065,-0.1830,0.4692,-0.0076,-0.6697,-0.4184
-0.4942,-0.9237,-0.3245,-0.8373,-0.3469,-0.6779,0.7644,-0.3423,-0.6957,-0.2731
-0.8622,-1.0185,-0.5930,-1.1331,-0.0981,-0.5049,0.6403,-0.0497,-0.5175,-0.3003
-0.5057,-0.4989,-0.3581,-0.7978,-0.3293,-0.6503,0.4979,-0.3109,-0.2796,-0.0495
-0.5493,-0.4594,-0.3966,-0.5679,-0.0644,-0.0614,0.2127,-0.6483,-0.2264,-0.3156
