IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
1.3037,1.0202,0.2549,0.3384,2.3387,2.5945,0.0213,-1.1904,1.3599,1.3418
0.4006,0.1487,-0.1997,0.1843,1.1420,1.0157,-2.1352,-1.0724,0.4558,0.4029
-0.2423,-0.4532,-0.9653,-0.6809,0.7914,0.5446,-1.9859,-1.1669,-0.1475,0.1206
0.3496,0.0572,-1.0785,-0.5271,0.3456,0.5601,-0.1999,-0.5571,0.5720,0.8575
-0.2004,-0.1735,-0.9803,-0.9662,-0.2725,-0.2839,0.2345,0.0382,0.2659,0.2770
0.0667,-0.2694,-0.7978,-0.6574,-0.0021,-0.0484,-0.4564,-0.3210,0.0627,0.3417
0.0234,-0.0287,-0.7704,-0.6625,-0.0250,-0.1975,0.3773,-0.4330,-0.1760,-0.2030
0.1756,0.0177,0.0864,0.4538,0.8923,0.2792,-0.0574,-0.1153,-0.0311,-0.4681
0.5775,0.3098,0.3207,0.5982,0.4267,0.6385,-0.3426,-0.4075,-0.1488,-0.3020
0.1796,-0.1422,0.5583,0.1814,0.2530,0.4512,-0.1713,-0.2291,-0.7050,-0.6795
0.1469,-0.4251,0.1882,0.1555,-0.2853,-0.3839,-0.0647,-0.5340,-0.4889,-0.4074
-0.1290,-0.3427,0.1661,0.4210,-0.6144,-0.3952,-0.6459,-0.3874,-0.3229,-0.2978
0.0019,0.1628,0.2179,0.7699,-0.1748,0.2238,-0.9853,-0.3978,0.1385,0.1588
-0.1372,0.0619,0.0046,0.4068,-0.2894,0.0582,-0.6835,0.1258,0.0414,0.2891
-0.1951,-0.0510,-0.3294,0.2806,-0.1881,0.2508,-0.0171,0.0543,-0.0731,0.2357
0.2653,0.1022,-0.2470,0.6950,-0.4844,0.0571,-0.6371,-0.0315,-0.0544,0.1561
-0.1409,-0.1566,-0.1250,0.0718,-0.4923,-0.1152,-0.7940,0.9656,-0.3436,-0.3283
-0.2486,0.2834,-0.5723,-0.2255,-0.0383,0.1951,0.5034,-0.2176,-0.1155,0.0011
-0.3566,0.2999,-0.6622,-0.3840,-0.2686,-0.1764,0.1272,0.8859,0.0837,0.1652
-0.3601,0.6390,0.1388,-0.1685,-0.0349,-0.0484,2.3987,1.2031,0.3146,0.2365
0.1405,0.7080,0.9825,0.3849,-0.2479,-0.0772,0.0572,-0.3797,0.8285,0.5491
-0.5895,-0.2519,0.5871,0.1248,-0.7745,-1.1560,-0.3451,0.5242,0.1416,0.1690
-1.0248,-0.8252,0.7987,0.0386,-1.3118,-1.4796,-0.2548,-0.3045,-0.6675,-0.4551
