IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.3156,1.1815,-0.8581,-0.7647,0.4999,0.2050,-0.4868,-1.2747,0.7556,0.7192
0.5838,1.0369,-0.9613,-0.9273,1.3052,1.6001,0.4233,-0.2912,0.8262,0.8062
0.9786,1.0520,-1.8262,-1.2206,0.2140,0.6006,-0.8936,-0.6164,0.1708,0.2240
1.1279,0.9463,-0.8732,-0.2687,1.0331,0.9652,-0.4242,-0.5006,0.0345,0.0534
1.0492,0.6553,-0.1123,0.0226,0.7914,0.7767,1.1895,-0.7951,0.2783,0.7013
1.1406,0.5072,-0.2980,-0.2990,0.3391,1.0487,0.3409,0.5203,0.2420,0.4444
0.6342,0.0752,-0.9504,-0.5514,0.5368,0.7617,-0.1730,-0.0560,0.0847,0.5031
-0.1892,-0.4220,0.2298,0.0786,0.7692,0.7829,-0.7827,0.0552,-0.6691,-0.4289
-0.7001,-0.6621,0.3735,0.3811,0.3272,0.3559,-0.1856,0.4019,-0.8484,-0.7891
-0.6736,-0.4727,-0.0410,0.1018,0.0590,0.1071,-0.5264,0.1744,-0.4048,-0.3038
-0.0742,-0.0944,-0.1109,-0.2542,-0.1975,0.1216,-0.4594,-0.1091,-0.4603,-0.3564
0.3371,0.1235,-0.6118,-0.6691,0.3543,0.6931,0.4045,0.2100,0.5920,0.6212
0.7523,0.4257,-0.0724,-0.1938,0.2183,0.3387,0.9204,0.5735,0.4510,0.0370
-0.0053,-0.0807,-0.4529,-0.8106,-0.1366,0.2447,0.1399,0.3474,0.3982,-0.0680
-0.7044,-0.7017,0.0369,-0.2012,-0.6443,-1.0000,0.9051,0.1754,0.2887,0.2927
-1.0022,-0.9701,0.0968,-0.2201,-1.1892,-1.1948,1.1676,-0.2353,-0.9255,-1.0949
-0.7798,-0.7000,-0.4097,-0.4398,-0.8955,-0.8323,0.9794,-0.0609,-1.0607,-0.7320
-0.1751,0.0365,-0.6582,-0.6222,-0.1670,-0.1644,0.4781,-0.2780,-0.3404,-0.3543
-0.1641,-0.1542,-0.0090,0.1227,0.0027,-0.4546,0.6314,0.0793,0.3790,0.4113
-0.4524,0.0210,0.6807,0.6412,-0.1505,-0.6262,-0.3629,0.3670,0.0328,-0.0476
-0.4654,-0.3725,0.6802,0.3764,0.0613,-0.1878,0.6691,-0.4913,0.1696,0.2702
0.0320,0.2911,0.4884,0.3636,-0.0988,-0.1687,0.2425,0.2877,-0.1097,-0.2632
0.0317,0.1567,0.2327,0.0766,-0.0348,-0.1161,0.4564,0.3273,0.4247,0.2698
-0.2723,-0.2218,0.0942,0.0240,-0.9269,-1.1515,-0.2512,-0.3870,-0.4326,-0.4415
-0.7905,-0.6373,-0.0554,-0.3145,-0.8559,-0.8316,0.7836,0.3758,-0.5196,-0.5900
-0.5957,-0.1238,-0.0261,0.1482,-0.4212,-0.6061,0.0599,-0.1540,-0.0769,0.0110
-0.0869,-0.0309,0.0174,0.1112,-0.2782,-0.1500,0.2813,0.2457,-0.0493,-0.0606
-0.3153,-0.3282,-0.0263,-0.1997,-0.2796,-0.3577,0.7602,-0.0031,-0.0582,-0.0435
-0.6281,-0.5413,-0.0891,-0.4495,-0.8536,-1.0434,0.9747,-0.7247,-0.6495,-0.7500
-0.4539,-0.5929,-0.2563,-0.4983,-0.4995,-0.2741,0.8140,0.1507,-0.4544,-0.4420
-0.1057,-0.1862,-0.1809,-0.5034,-0.8307,-1.2062,-1.6330,-0.1267,0.1121,-0.1591
-0.6835,-0.4942,-0.0865,-0.7299,-0.6517,-1.1232,-1.7458,-0.1620,-0.3502,-0.5187
-0.4474,-0.5652,0.4663,0.1947,-0.0760,-0.8935,-1.8105,0.0099,-0.5450,-0.4703
-0.6326,-0.5048,-0.1676,-0.4079,-0.1203,-0.9732,-1.7812,-0.7430,-0.3511,-0.5534
