IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.7053,1.3204,0.9707,1.6259,2.1911,1.6021,-0.7503,0.8423,1.3682,1.1819
-0.0431,0.6946,0.8279,0.7210,1.3018,0.9983,0.0957,-0.5899,0.4742,0.3818
0.0565,-0.2493,-0.1105,-0.3777,0.4868,0.3172,-2.0104,0.4799,-0.0937,0.0863
0.8697,-0.0244,0.4078,0.5554,0.5781,0.2978,-1.0772,1.5812,-0.0131,0.2852
0.8343,0.4072,0.3566,0.4170,0.8190,0.4996,0.3265,0.9634,0.3508,0.3242
0.1569,0.5557,0.1002,0.2974,0.6816,0.6115,0.0290,-0.6948,0.0146,0.0808
0.1847,0.2783,-0.2670,-0.1947,0.9055,0.4405,0.0810,-0.5126,0.2405,0.1411
0.1157,0.0851,0.1099,0.0320,0.6445,0.2028,-0.0036,-0.5571,0.3009,0.0254
0.1986,0.3459,0.2469,0.0142,0.7094,0.3273,-0.6391,-0.0989,0.2202,-0.0354
-0.5949,-0.6803,-0.0876,-0.1955,-0.2761,-0.3315,-0.9358,-0.7058,-0.5605,-0.8110
-0.5318,-1.3673,-0.5487,-0.3579,-1.0201,-0.5393,-0.7927,-0.7615,-1.1118,-0.8330
-0.1903,-1.0434,-0.5087,-0.0187,-0.8717,-0.1604,0.0595,-1.0999,-0.8177,-0.4361
0.1005,-0.5212,-0.3121,0.0907,-0.3434,0.2370,-0.0791,-0.7983,-0.5254,0.1518
0.5704,-0.0558,0.1216,0.3499,-0.2356,0.5469,0.1960,0.0545,-0.3659,0.4078
0.9926,-0.1513,0.2175,0.3070,0.7169,0.8115,-0.2416,1.0967,0.2034,0.5558
1.0898,-0.0435,0.4787,0.4152,0.3614,0.4754,-0.3732,2.2889,0.0007,0.3010
0.6397,0.2795,0.6027,0.2361,0.3069,0.4013,-0.9096,0.4163,0.0600,0.0938
0.3782,-0.0889,-0.4746,-0.5964,0.1425,-0.0091,-0.9667,-2.0151,0.0437,0.1298
0.4654,0.3106,0.0905,-0.1561,0.3897,0.4977,-0.6344,-0.6596,-0.0077,0.2463
-0.1597,0.0225,-0.0990,-0.2271,0.0614,-0.2567,-0.9377,-0.4966,-0.1062,-0.0587
-0.6321,-0.2316,-0.1588,-0.6177,-0.8918,-0.9848,-1.0742,-0.4095,-0.1140,-0.4804
-0.2622,-0.2133,-0.3110,-0.2870,-0.4105,0.1176,-0.2337,-0.6381,-0.0756,-0.2130
0.3611,-0.0122,-0.3577,-0.1670,-0.2607,0.1763,-0.0366,-0.5267,0.2321,0.2005
0.1196,-0.2540,-0.3899,-0.5196,-0.7273,-0.3828,-0.0600,-0.6350,-0.0640,-0.0413
-0.2892,-0.3860,-0.0490,0.1682,-0.4085,-0.2483,0.1797,-0.6060,-0.2306,-0.2735
-0.0747,0.0524,0.3601,0.1957,-0.3681,-0.3402,0.5393,-0.3271,-0.0068,-0.0485
-0.3948,0.2632,0.7084,0.4213,-0.2180,-0.3920,-0.0118,0.0761,0.0983,0.0730
-0.3868,0.1549,0.5169,0.5066,-0.0359,-0.3754,0.0873,0.1750,0.3231,0.2997
-0.5349,0.2542,0.4175,0.1292,-0.1603,-0.4796,0.9264,0.5696,0.2241,-0.0868
-0.2000,0.4943,0.2014,0.1167,-0.0221,-0.0115,1.0895,0.3998,-0.0255,-0.2935
0.3114,0.7172,0.0403,0.2004,0.1048,0.2311,-0.2556,0.0081,0.1772,0.1058
0.0886,0.6867,0.4691,0.1847,0.4253,0.1013,0.1696,-0.6421,0.2305,0.2520
0.5633,1.0089,0.1904,-0.1021,0.3533,0.1973,0.5183,-0.3349,0.4891,0.6845
0.7991,0.7216,0.1845,-0.0578,0.7061,0.5637,-0.1538,-0.8191,0.5174,0.6543
0.5032,0.3114,-0.1833,-0.3990,0.3596,0.3324,-1.3016,-0.4062,0.1196,0.2914
-0.0339,-0.1601,-0.3029,-0.4654,-0.0651,0.3698,-0.2263,0.0432,-0.4927,-0.4087
-0.2824,0.1990,-0.3772,-0.5205,0.0814,0.0065,0.5270,0.2207,-0.3075,-0.4581
