IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.1489,0.6854,-1.3577,-0.3870,0.8167,0.9248,-2.1373,-2.3195,-0.1398,-0.3070
-0.7152,0.3827,-0.3874,-0.0508,0.2504,0.0826,-1.4330,-0.8746,-0.3751,-0.4961
-0.1114,0.7204,0.1376,0.6231,0.2434,-0.5154,-1.6213,-0.6777,0.1363,-0.2574
0.0112,0.6714,0.7397,0.6583,0.8058,0.4837,-0.7747,0.2845,0.5866,0.2551
0.5846,0.4661,0.7235,0.1787,0.7130,0.3046,0.6233,1.0987,0.5134,0.4640
0.5659,0.9069,0.6534,0.5060,0.4467,0.3662,-0.6527,0.9956,0.1725,0.1754
0.3304,0.4104,-0.1007,0.2779,0.2397,-0.0128,-1.2209,-1.1174,-0.2998,-0.3778
-0.2295,-0.6353,-0.6933,-0.7043,-0.8727,0.0267,-1.2277,-0.3932,-0.9000,-0.7807
-0.3849,-0.6110,-0.7142,-0.3462,-0.6134,-0.4426,-1.3343,-0.9820,-0.4486,-0.5148
-0.2979,-0.4511,-0.7345,-0.4622,-0.4045,-0.3100,-0.8203,-0.9089,-0.0484,0.0457
-0.4584,-0.2925,-0.1596,-0.3140,-0.3272,-0.2074,0.1155,0.7223,0.6179,0.4476
0.0870,-0.0856,-0.5920,-0.2905,-0.2146,-0.3887,-0.1672,0.3492,0.7339,0.5098
0.2434,-0.3159,-0.6426,-0.1929,0.0509,0.1537,0.6833,-0.1924,0.5258,0.6320
0.2442,-0.8987,-0.6387,-0.4778,-0.4909,-0.1100,0.1846,0.5761,0.2510,0.3825
0.2323,-0.9448,-0.6087,-0.3863,-0.5784,0.3061,-0.1664,0.8468,-0.1791,0.0453
0.2750,-0.3860,-0.5547,-0.4257,-0.6616,-0.2516,0.4902,-0.2930,0.0198,0.1825
-0.0472,-0.4248,-0.1228,-0.4822,-0.4559,-0.1171,0.4894,0.2041,0.0841,0.2608
0.3077,0.2678,-0.1891,-0.1126,-0.1996,-0.0624,0.2876,0.4960,0.3138,0.3455
0.2475,-0.2873,-0.2255,0.0710,0.0918,0.4963,0.0550,0.1523,-0.2165,-0.0840
-0.0621,-0.4641,0.1856,-0.3144,0.1752,0.3477,1.3512,1.3843,-0.0507,-0.1851
-0.5084,-0.3765,-0.1971,-0.3711,-0.5934,-0.6241,1.8672,1.3160,-0.3530,-0.6432
-0.5783,-0.1314,-0.0576,-0.0123,-0.5394,-0.6219,0.5962,0.3130,-0.4865,-0.3884
-0.4775,-0.3005,-0.3147,-0.2790,-0.3275,-0.5670,-0.1772,0.4395,-0.4209,-0.2829
-0.6537,-0.6471,-0.6328,-0.2709,-0.6633,-0.2566,-0.6560,0.1289,-0.6594,-0.3805
0.0921,-0.1263,-0.6726,0.0871,-0.2908,-0.3056,-0.4423,-0.7851,-0.1090,0.0469
-0.3301,-0.3991,-0.1460,-0.1280,-0.0592,0.0129,0.0644,-1.2102,-0.2086,-0.0924
-0.1157,-0.3639,0.5795,0.0972,-0.3685,-0.3056,0.1335,-0.5450,0.0075,0.3305
-0.6859,-0.0705,0.0786,0.2285,-0.5671,-0.8588,-0.1604,-0.6759,-0.4822,-0.5946
-1.1145,-0.2357,-0.1467,-0.3212,-0.4533,-0.8279,0.2092,-0.5343,-0.6430,-1.0918
-0.7196,-0.7203,-0.0234,-0.2418,-0.6659,-0.6684,0.0147,0.3119,-0.7114,-0.6390
-0.0634,-0.0456,0.1773,0.2020,-0.3683,-0.2474,-0.3236,-0.1115,-0.2909,-0.1484
0.2635,0.0280,0.2027,0.1029,-0.1042,-0.0581,-0.9240,-0.9670,-0.1069,0.2250
0.3497,-0.0686,-0.1940,-0.6331,0.3915,0.6348,-0.0681,0.5223,0.2883,0.5268
0.9348,0.4216,0.0010,0.2044,0.1034,0.2880,0.5294,0.2949,0.7890,0.8185
0.9446,0.2117,-0.3778,-0.3089,0.3237,0.4767,-0.0358,0.1932,0.5348,0.5584
0.4615,0.1549,-0.4170,-0.4284,0.6219,0.9224,0.3378,0.1282,0.4473,0.4605
0.1842,0.0598,-0.6223,-0.6482,0.5970,0.4258,0.1015,0.4509,0.5444,0.3617
0.1637,0.1774,-0.3034,0.0867,0.0352,0.5821,-0.5447,-0.1605,0.3285,0.0880
0.6289,0.3880,-0.1116,0.1108,-0.0075,0.4104,-0.4771,-0.2277,0.2756,0.3001
0.0032,-0.1643,-0.5135,-0.2068,-0.1293,0.4262,0.3640,-0.7348,0.1170,0.3025
-0.0404,-0.3308,0.2640,-0.0180,-0.4158,-0.2590,-0.1039,-0.0188,0.3779,0.6605
-0.3548,-0.1501,0.4892,0.4256,-0.6338,-0.5743,-0.7402,-0.3666,-0.0796,0.2180
0.1600,0.1360,0.5655,0.4865,0.0941,0.0444,0.2565,0.0115,-0.4942,-0.4431
