IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
-0.3496,-0.0713,0.9565,0.9282,0.9432,-0.3082,-1.4177,-1.0315,-0.1280,-0.6452
-0.4599,-0.3739,1.0972,1.1033,0.7707,-0.0161,-1.7114,-1.6340,0.1787,-0.1729
-0.5577,-0.1016,0.3403,0.4877,-0.0056,-0.4196,-1.6521,-0.6832,0.2962,0.1926
-0.0573,0.0204,-0.2232,-0.0483,0.1014,0.1036,-0.9108,-0.4130,0.0981,0.3710
-0.0067,0.1088,-0.3999,-0.7390,-0.2003,-0.0281,-0.3883,-0.8528,-0.2788,-0.2977
-0.0434,0.2835,-0.9057,-1.3344,-0.3013,-0.3672,-0.1379,-1.3034,-0.4663,0.1219
0.5422,0.4314,-0.7588,-0.9452,-0.1066,-0.1305,-1.0301,-1.3051,-0.2940,0.1420
0.4993,0.2500,-0.5856,-1.4188,-0.1779,-0.0912,-0.7873,-1.4091,-0.0754,0.0504
0.8212,0.2119,-0.4982,-0.9946,0.5664,0.5487,0.2631,-1.3046,0.3940,0.0466
0.8835,0.1370,-0.0849,-0.2893,0.5245,0.5305,-0.0387,-1.5047,-0.0186,0.1041
0.5382,-0.0943,-0.4160,-0.2552,-0.2216,0.3038,0.2131,-0.8768,-0.2967,0.0916
0.4042,-0.0446,-0.7491,-0.7819,-0.0579,0.0053,0.5809,-0.7909,-0.4177,-0.3509
0.2391,-0.2279,-0.5768,-0.8274,-0.4204,0.3908,0.0916,-0.1405,-0.8550,-0.4711
0.3139,0.1894,-0.6800,-0.8989,-0.4164,0.5495,1.1561,0.1588,-0.4630,-0.4549
0.2899,0.0381,-0.3582,-0.5214,-0.3664,0.4358,-0.4447,0.1185,-0.4915,-0.2489
-0.0324,-0.2063,-0.3690,-0.8234,-0.2218,0.5039,0.2743,0.8203,-0.6111,-0.4212
0.0055,0.4195,-0.1104,-0.3026,0.1489,0.2473,0.6021,0.7065,-0.3044,-0.4362
-0.3486,0.7643,0.2100,-0.3311,-0.1556,-0.0003,-0.3055,0.3510,0.0917,0.0521
0.0237,0.5644,-0.0682,-0.3542,-0.0601,0.0992,-0.0238,0.2367,0.2392,0.2892
0.2079,0.3467,-0.3997,-0.2012,-0.2737,-0.1712,0.8682,-0.2072,0.1788,0.0620
0.0087,0.4062,0.1339,-0.0894,-0.6435,-0.3569,0.9439,0.2147,0.2778,0.2398
0.4168,0.2099,0.2599,0.2806,-0.0868,0.0937,-0.2778,0.7441,0.7467,0.7490
0.3304,0.1577,0.0579,0.6011,-0.0260,0.0502,-0.7661,-0.0862,0.3389,0.4091
-0.2095,-0.1218,0.0350,-0.0692,-0.4631,-0.6883,0.0325,-0.1754,0.0769,0.1353
-0.4719,-0.2659,0.0273,0.1861,-0.4114,-0.4345,-0.7070,0.0556,0.0229,0.1830
-0.2856,-0.3743,-0.0663,0.6725,0.0446,-0.4054,0.3738,0.7318,-0.1899,-0.1313
-0.7644,-0.0830,0.3460,0.0545,-0.4507,-0.7721,0.2079,0.6348,-0.3165,-0.3506
-0.7377,-0.0570,1.1635,0.6315,0.1340,-0.1818,-1.0762,0.4523,-0.0735,-0.1656
-0.6486,0.1655,0.3853,0.8090,0.3939,0.0604,-0.4508,0.5935,0.0083,-0.2524
-1.0959,-0.2963,-0.1333,-0.1459,0.0452,-0.3319,-0.5219,0.8532,0.0319,-0.3052
-0.8167,-0.5013,-0.1137,0.0387,-0.4504,-0.7408,-0.7324,0.6505,-0.0083,-0.0492
-0.0027,-0.6092,-0.0004,0.0454,-1.3361,-0.7820,-0.6038,0.3147,-0.5053,-0.4869
-0.0035,-1.1421,-0.8716,-0.8178,-1.3116,-0.7190,-0.4802,-0.1287,-0.4143,-0.4838
0.7790,-0.3396,-0.8671,-0.3705,-0.5394,-0.4903,-1.1788,0.2101,0.0866,0.2077
0.9767,-0.3456,-0.7854,-0.3859,-0.1519,0.1531,-0.8363,-0.8300,0.1017,0.4236
0.6560,-0.0905,-0.5436,-0.2975,-0.0103,0.0108,-0.7899,-0.0098,0.0844,0.0146
0.0847,-0.0661,0.0320,0.2035,0.1829,0.0939,0.2760,-0.1447,-0.1213,-0.2408
-0.1390,-0.6855,-0.0836,0.1721,-0.1941,-0.1875,0.3458,0.8736,-0.3834,-0.2029
-0.1631,-0.8295,0.0622,0.6365,-0.0342,-0.0716,0.8663,0.5974,-0.5702,-0.3158
-0.3047,-0.7528,-0.0174,0.2858,-0.2468,0.0303,0.4697,0.3333,-0.5712,-0.5418
-0.3823,-0.3822,0.0012,0.2974,-0.1718,-0.2286,1.1733,0.7357,-0.6187,-0.6357
-0.6650,-0.5306,0.0587,0.3669,-0.1283,-0.3222,0.9794,0.0587,-1.0847,-1.4513
-0.6799,-0.1742,-0.0304,-0.0155,0.3597,0.1209,-0.0384,0.1622,-0.4086,-0.6171
-0.1185,-0.0671,0.1217,0.5424,0.3763,0.4025,0.4329,0.5053,0.1191,-0.0433
-0.1122,0.1253,0.2315,0.3311,0.2428,0.1634,1.2241,1.1626,0.4377,0.1975
-0.0130,0.3105,0.3023,0.8217,0.2333,0.1772,0.8169,0.9289,0.8699,0.7946
-0.0337,0.0887,0.5630,1.0421,0.6155,0.2468,1.5876,0.3309,0.7780,0.7163
-0.6757,-0.0791,0.2010,0.3571,-0.0327,-0.0062,0.1671,0.7406,0.6816,0.4947
-0.6369,-0.4497,-0.0050,0.8353,-0.1305,-0.0834,0.8521,0.6944,0.2426,0.3605
-0.7311,-0.3727,-0.3444,0.1807,-0.3646,-0.3587,0.9415,0.5703,0.0502,0.3426
-1.0076,-0.4780,-0.3885,-0.1667,-0.0755,-0.4668,0.9851,0.4213,0.1749,0.0615
-0.6746,0.2503,-0.1420,0.0430,0.4586,-0.2880,0.5480,0.3493,0.3520,-0.0700
-0.4520,0.3393,0.3270,0.2204,0.7085,-0.4024,0.8286,0.7483,0.2188,0.0653
-0.0268,0.5959,0.1688,0.4701,0.8473,0.3000,1.3196,0.8336,0.3896,0.1558
0.2267,0.7035,-0.2127,0.2789,0.6008,0.5349,-0.4041,0.5806,0.3578,0.1409
0.4417,0.1905,0.4180,0.7010,0.2511,0.4789,0.5576,-0.0960,0.4632,0.6156
0.5787,0.2497,0.3227,0.6284,0.2186,0.6324,0.1389,-0.5246,0.4468,0.5774
0.5413,-0.3356,-0.1552,0.3002,-0.2653,0.0960,-0.5690,0.4242,0.4210,0.7381
0.1075,-0.9732,-0.1773,0.5878,-0.6491,-0.0145,0.4981,-0.3425,0.0576,0.3591
0.0724,-0.2435,-0.0278,0.2309,-0.0900,0.0020,0.7624,0.1219,0.0636,0.0364
-0.0739,-0.2043,0.0468,0.3516,0.2171,0.0337,-0.2587,0.4772,0.2306,0.2388
0.2355,-0.2234,0.0768,0.5178,0.5802,0.3079,0.0100,1.0579,0.2722,0.4318
0.1889,0.1362,0.1848,0.7224,0.2987,0.3555,0.8045,0.4550,0.3689,0.4279
-0.3948,-0.4355,-0.0303,0.6230,-0.0423,-0.1440,-0.1997,-0.0182,0.1440,0.0246
-0.0193,-0.2030,0.3464,0.7145,0.2341,-0.3644,0.2103,0.4508,0.1451,-0.2745
0.0865,-0.2926,-0.0253,0.2602,-0.2300,-0.1765,0.1276,0.1450,0.0199,0.0204
0.1565,0.0119,0.7295,0.3117,-0.3791,-0.4096,0.5392,-0.1457,-0.1051,-0.0201
0.1653,0.3876,0.2804,-0.0619,-0.2972,-0.5060,-0.9501,0.1946,0.1775,-0.2860
0.8794,0.6639,0.2567,-0.0410,0.4564,0.1113,0.2811,0.3558,0.0021,-0.3344
0.7968,1.0736,0.6839,0.0117,0.9017,0.3791,-0.2237,-0.1248,-0.0998,-0.4414
0.8008,1.2960,0.7112,-0.0565,0.9271,0.1292,0.1860,0.4037,0.0732,-0.4660
0.8139,1.8546,1.0411,0.0404,1.3738,0.3322,-0.2940,-0.7789,0.4302,-0.1343
0.5501,0.8571,0.3657,-0.2482,0.7284,0.0286,-1.3125,-1.5077,0.1745,-0.1703
0.1266,0.3029,0.3806,-0.1839,0.0426,-0.1396,-0.7061,-0.5371,-0.0862,-0.0654
0.3692,-0.4455,0.1629,0.1714,-0.6050,-0.1629,-0.3371,-0.4779,-0.0092,0.1917
-0.0279,-0.7444,0.4787,0.4090,-1.1278,-0.4943,-1.5742,-0.8191,-0.4637,-0.3045
-0.1760,-0.5189,-0.0909,0.3411,-0.9132,-0.5885,-0.5798,-0.5876,-0.3390,-0.1687
0.3909,-0.0914,0.1612,0.4370,-0.0774,0.1569,0.1756,-0.4534,-0.3503,-0.2418
0.4288,0.0231,0.5294,0.2055,-0.3768,0.1601,-0.2651,-0.7406,-0.2031,-0.6090
0.2353,-0.0232,0.3583,0.4187,-0.7063,-0.1041,0.1996,-0.2504,-0.2361,-0.2541
0.2018,-0.1846,0.1612,0.7069,-0.8240,-0.3264,0.1856,0.1538,-0.3868,-0.1512
0.1470,-0.7259,-0.0667,0.3730,-0.4901,-0.1360,-1.0473,0.4889,0.0479,0.4593
-0.0525,-0.1997,0.1616,0.9571,-0.4351,-0.0521,-0.3844,0.4771,0.3486,0.3993
-0.3458,0.0518,0.3947,0.5895,-0.2883,-0.0661,-0.1415,0.6126,0.5189,0.5916
-0.1871,0.3361,0.3198,0.4064,-0.0394,-0.0773,-0.5657,-0.2151,0.8448,0.6496
0.1071,0.4712,-0.0815,-0.3006,-0.0407,-0.2479,-0.3731,0.6688,0.8546,0.9570
0.7083,1.0140,0.5565,0.6993,0.4304,-0.2147,1.1596,0.3561,0.9921,1.3465
0.4476,1.2487,0.8977,0.0232,0.2658,-0.7300,-1.0324,0.7978,1.0388,1.0375
0.3365,0.7971,0.2475,-0.5194,-0.2046,-0.9404,-0.5834,0.9740,0.8329,1.1783
-0.0456,0.5847,0.5266,-0.1227,-0.1731,-1.1299,-1.4499,-0.1344,0.0231,0.5244
-0.8145,0.0166,0.2413,-0.2030,-1.0226,-1.6643,-1.7254,-0.0638,-0.1395,0.3348
-0.1226,0.1112,0.7860,0.4204,-0.4935,-1.1321,-1.9918,0.6109,-0.1446,0.3046
-0.1758,-0.3340,0.3336,-0.1364,-0.7114,-1.2132,-0.6578,-0.0044,-0.4531,0.1681
-0.8495,-1.0098,-0.1315,-0.5749,-1.4415,-1.6894,-1.0523,-1.0490,-0.6877,-0.1379
-1.4627,-1.2461,0.2847,-0.3189,-1.1417,-1.9347,-0.4294,-0.7369,-0.9263,-0.5396
-1.3198,-1.1651,-0.7748,-0.8823,-0.8506,-1.4844,-1.3055,-0.9430,-1.1056,-0.6744
-1.1459,-1.3938,-0.6235,-0.7111,-1.3001,-1.6268,-1.9674,-0.1817,-1.0176,-0.5417
-1.5110,-1.4564,-1.3876,-1.7311,-2.0137,-1.6089,-1.0282,-0.6184,-1.0355,-0.4104
-1.1831,-0.8637,-1.6682,-2.1012,-1.2024,-1.3726,-2.3513,-1.1617,-0.6387,-0.3151
-1.7199,-0.7768,-1.2405,-1.4891,-1.0057,-1.7185,-1.4909,-0.7528,-0.8726,-0.8800
-1.9375,-0.7135,-0.2185,-1.0526,-0.3801,-1.3658,-0.6407,-0.9648,-0.8277,-1.1272
-1.5910,-0.3620,0.1452,-0.5331,-0.1795,-1.4253,-0.3171,-1.4185,-1.0635,-1.3221
-1.2813,-0.2103,-0.9020,-1.4334,0.1286,-1.2275,-1.7397,-1.0551,-0.9653,-1.0614
-1.4490,-0.5575,-0.6529,-1.3694,-0.4207,-1.4480,-1.8496,-0.7837,-1.1312,-1.0262
-1.6620,-1.2514,-1.0051,-1.4895,-1.5539,-1.8717,-1.8006,-1.4980,-1.2538,-1.0141
-0.9987,-1.2894,-0.5955,-0.9770,-1.5694,-1.4161,-1.2776,-1.6967,-0.7792,-0.6166
-0.4156,-1.5923,-0.3477,-0.3660,-1.6121,-1.1219,-0.7237,-0.9783,-0.6452,-0.2129
-0.1145,-0.9680,-0.7096,-0.7131,-1.0520,-1.3252,-0.4232,-1.8380,-0.2671,0.1450
-0.6089,-0.8234,-0.8101,-0.4842,-1.7782,-1.7134,-0.5571,-1.2305,-0.2155,0.1029
-0.8411,-0.1223,-0.1787,0.1835,-0.5302,-1.0260,1.0526,-0.5103,-0.0556,-0.0405
-0.7515,-0.3051,-0.1239,-0.0693,-0.6037,-0.8323,1.1685,-1.1642,-0.2691,-0.3324
-0.6384,-0.2959,-0.1936,-0.0776,-0.4206,-0.7675,-0.8696,-2.2616,-0.0692,-0.1357
0.0657,-0.1949,-0.3011,0.0038,0.2163,-0.0936,-1.9132,-1.9612,0.3536,0.1302
0.0534,0.1309,0.1553,0.7001,0.1817,-0.1866,1.2219,-1.4520,0.2014,0.0062
0.6759,0.5025,0.6287,0.3990,0.0658,-0.0555,-0.2905,-0.9274,0.5096,0.3103
0.5724,0.3229,0.2196,0.2263,0.4260,0.9071,0.2914,-1.0137,0.0820,-0.0097
0.9318,0.3595,-0.0279,-0.1251,0.6215,0.9635,0.8596,-0.0517,0.1382,0.0731
1.0346,0.7713,0.1422,-0.0871,0.6485,0.6610,0.2053,-0.1489,0.6669,0.4441
0.9876,1.0544,0.5007,0.5889,1.4948,1.7329,1.1791,0.2565,0.7883,0.9164
1.4798,0.9001,0.4730,1.1571,0.8686,2.1714,0.6526,0.2534,0.9883,1.2324
0.9648,0.3637,0.2433,0.8375,0.5482,1.6842,0.1783,0.1936,0.5041,0.3845
0.0087,0.2135,-0.0117,0.3746,0.6489,1.3550,-0.5204,0.1349,-0.1348,-0.2824
-0.0602,0.1082,-0.3135,-0.0641,-0.0136,0.6738,0.4759,-0.2143,-0.2758,-0.1196
0.1816,0.1629,0.0421,-0.0633,0.3726,0.7435,0.3136,-0.0290,-0.3031,-0.4435
0.4757,0.1793,0.2865,0.3787,-0.0653,0.7406,-0.4903,0.0519,-0.1655,-0.4030
1.3494,0.2748,0.1947,0.9451,0.2830,1.8159,-0.4446,0.1284,0.3014,0.4360
1.4054,0.6192,0.0465,0.4768,0.7086,1.6608,-1.0074,-0.1903,0.7985,0.5190
1.3086,0.6422,-0.0069,-0.0900,0.1800,0.8757,-0.7545,0.4215,0.4319,0.3055
1.0581,0.7801,-0.2383,-0.3862,0.8118,0.8337,-0.1092,-0.6809,0.1319,0.2194
1.1866,0.8356,-0.3482,-0.9589,0.4425,0.9875,-0.4320,-0.3739,0.4322,0.7666
1.0441,0.9116,-0.6997,-0.7956,0.2643,0.7944,-1.4915,-0.3082,0.4012,0.5296
0.4490,0.3006,-0.5230,-0.6956,-0.1949,0.2842,0.1068,-0.3311,0.1666,0.0495
-0.1772,-0.1257,-0.2899,-0.6763,-0.8848,-0.3351,0.6381,0.1862,-0.1558,-0.1068
-0.2161,-0.3941,-0.3832,-0.0376,-0.0840,0.6797,0.2540,-0.2898,0.3384,0.4847
-0.2105,-0.2900,0.1744,0.4892,0.4460,1.3956,0.7256,0.2933,0.3274,0.1694
-0.0900,0.1686,0.7233,0.8033,0.6819,1.0546,1.3452,0.5650,0.9242,0.5180
