IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
1.8717,1.3625,1.0584,1.4846,1.3132,1.6417,1.1762,0.2786,0.9575,1.0940
1.2241,0.6797,1.2507,1.8676,1.0094,2.1639,0.6139,0.2799,0.3659,0.6664
0.3684,0.1263,1.1705,1.9395,0.3808,1.7401,0.0322,-0.8040,0.1062,0.6893
-0.2362,-0.2094,0.6916,0.9313,0.1000,0.9588,-0.4968,-1.0220,0.1130,0.5949
-0.3117,-0.3001,0.4224,0.3098,0.3268,0.5350,0.2998,0.6273,0.3745,0.8313
0.0305,0.3955,0.4434,0.4604,0.4422,0.4523,0.7221,0.0426,0.4392,0.6922
-0.0242,0.3022,0.8318,0.5094,0.4270,0.1276,0.0940,-0.6795,0.3361,0.3908
-0.4823,-0.3918,-0.4575,-0.1178,0.2530,0.3011,-1.3791,0.1030,-0.3149,-0.3316
-0.7800,-1.2875,-1.4491,-1.1806,-1.2364,-1.0799,-2.2497,-1.4106,-0.6555,-0.7077
-1.6964,-1.8867,-1.2316,-1.0762,-1.5219,-1.6613,-2.6595,-1.9093,-1.2577,-1.2747
-1.0636,-1.4413,-1.6481,-0.8359,-1.1482,-1.1345,-1.1179,-1.4783,-1.2193,-0.9802
-0.5383,-1.0050,-1.3426,-0.4048,-0.6932,-0.5897,-1.0368,-0.7826,-0.4134,-0.1392
-0.3005,-0.6952,-0.5462,-0.1519,0.0967,0.1492,0.0210,0.0491,-0.2257,-0.0961
0.0294,-0.0899,0.4638,0.3731,-0.1064,-0.0111,1.3867,-0.0827,0.1352,0.0438
0.0837,0.0739,-0.0724,-0.2495,-0.3819,-0.4157,0.3330,-0.1660,-0.1345,-0.4212
0.5602,-0.0847,-0.4222,-0.5023,-0.1472,-0.4336,0.0162,-0.1650,-0.3197,-0.5743
0.3065,-0.0241,-1.0067,-0.8093,-0.1915,-0.4606,0.2408,-0.1141,-0.9256,-0.8163
-0.2589,-0.2792,-0.8689,-0.7515,-0.2484,-0.1523,-0.5515,-0.0394,-0.5616,-0.4783
-0.8724,-0.1223,-0.3964,-0.2782,0.0131,-0.5448,0.0568,0.3560,-0.2251,-0.4145
-0.9884,0.2608,0.0494,-0.5876,0.0391,-0.6368,0.6330,0.5966,0.3647,-0.1541
-0.3531,0.5348,0.5008,-0.5362,0.1998,-0.3772,1.4819,1.0265,0.5902,-0.0671
0.0324,0.8152,0.6888,-0.0761,0.6277,-0.1745,1.3954,0.5981,0.8126,0.4990
-0.1835,0.8299,0.4459,0.3224,0.4995,-0.1319,0.6222,-0.1561,0.4301,0.3968
-0.4971,0.3358,0.1364,-0.0343,-0.2531,-0.3267,0.4112,0.1485,-0.2998,-0.2151
-0.4944,-0.2997,-0.0167,-0.2935,-0.7683,-0.4227,-0.5783,0.2865,-0.5351,-0.2546
-0.1385,-0.2616,0.2100,-0.0118,-0.2083,0.0655,0.0107,0.4192,-0.5184,-0.0591
0.7681,0.2460,0.4038,0.0163,-0.0195,0.5048,-0.2027,-0.1872,-0.0749,0.4049
1.0210,0.8272,0.2943,0.1103,-0.0242,0.5985,0.0402,0.8286,0.1851,0.5504
1.4198,1.2320,0.2784,-0.0401,0.2380,0.7184,0.1288,0.6646,0.3627,0.5314
1.2859,1.1871,0.3451,0.1753,0.6197,0.8887,-0.0339,0.4968,0.7102,0.7635
1.2758,0.9528,0.7102,0.5671,0.7916,0.6405,-0.4179,0.6770,0.8899,0.9009
1.2134,0.7193,0.8549,0.8635,0.5942,1.0108,-0.0948,0.8732,0.8853,0.9673
0.9234,0.1450,0.3619,0.2962,-0.0579,0.8136,0.7607,0.2706,0.2694,0.4346
0.5861,-0.4131,-0.2044,0.0133,-0.9798,-0.0401,-0.0536,-0.2480,-0.4259,-0.0232
0.0754,-0.3159,-0.5166,-0.2108,-0.4722,0.2109,-1.1906,-0.3270,-0.4893,-0.1117
-0.1705,-0.3960,-0.4597,-0.4035,-0.3917,-0.3168,-0.6526,0.0674,0.1793,-0.0014
-1.0578,-0.5053,0.4123,0.0107,0.0089,-0.4557,0.1723,0.6439,0.1787,-0.2961
-0.7464,-0.4994,0.7560,0.2935,-0.2201,-0.5860,0.2565,0.2938,0.0273,-0.1097
-0.4880,-0.5695,0.2180,-0.3108,-0.7041,-0.5404,-0.4911,0.2558,-0.3961,-0.1595
0.1070,-0.5969,0.0815,-0.4528,-0.5991,-0.5199,-0.2745,0.3684,-0.2500,0.0095
-0.1221,-0.3047,0.0803,-0.4914,-0.0790,-0.3632,0.3221,1.0517,-0.3870,-0.3711
0.4660,0.2912,0.0444,-0.2605,0.0827,0.1645,-0.0517,0.7105,-0.2313,-0.2454
0.9289,0.5177,0.2394,0.0151,0.3013,0.2543,-0.3432,0.6734,-0.3209,-0.5577
0.8837,0.7118,0.1626,-0.2150,0.3282,0.3355,1.1027,0.6614,0.0723,-0.3511
0.3765,0.2646,-0.0116,-0.3464,0.1684,0.2838,0.2809,0.3849,0.0504,-0.3291
-0.0021,-0.2167,-0.6158,-0.4902,-0.5383,-0.7032,0.0935,0.1562,0.0479,-0.0995
-0.6171,-0.0886,-1.0050,-0.6054,-0.1432,-0.9242,-0.6820,-0.0912,0.0076,-0.2120
-0.0035,0.4429,-0.8121,-0.6111,0.1374,-0.5528,-0.7330,-0.4154,0.1435,-0.1223
0.2061,0.6806,-0.7796,-0.7411,0.3944,-0.0457,-0.5625,-0.7841,-0.1492,-0.6254
-0.3085,0.1024,-0.6784,-0.5731,-0.5011,-0.3774,-1.0156,-0.4932,-0.3464,-0.7978
-0.6040,-0.6722,-0.6929,-0.6281,-0.7164,-0.5575,-0.6797,-0.1744,-0.2488,-0.5950
-1.0792,-1.2131,-0.8496,-0.9158,-0.5833,-0.8530,0.1524,-0.0034,0.2244,0.0560
-1.1882,-0.7804,-0.7007,-0.5957,-0.1272,-0.7464,0.0097,-0.6997,0.3469,0.2219
