IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.0546,0.3591,-0.4592,-0.9843,-0.1282,0.0084,1.4401,-1.2748,-0.2761,-0.1572
-0.1262,0.0702,-1.1440,-1.6418,0.2270,-0.0687,-1.1633,0.1135,-0.2894,-0.0569
0.4994,0.3356,-1.2793,-1.2084,-0.2180,-0.5200,-1.5321,-0.3351,-0.3278,-0.0097
0.4491,0.0649,-0.9000,-0.9107,0.3073,0.6319,-0.8891,1.1663,-0.0600,0.0835
0.2922,-0.2868,-0.6145,-0.5894,-0.1631,-0.0883,-1.5099,-0.0067,0.1132,0.4098
0.4628,0.2600,0.2990,0.2883,0.1051,0.1818,-0.7291,0.2266,0.3684,0.4987
0.0511,-0.2350,0.1596,0.1117,0.0932,0.0420,-0.7346,0.7579,0.5255,0.6372
0.5732,0.3377,0.6474,0.6826,0.2273,0.4621,-1.5719,0.5580,0.5233,0.6920
0.4888,0.2796,0.4691,0.3307,0.5654,0.8167,-0.4758,0.3794,0.9220,0.6551
-0.1051,-0.4156,0.0217,0.0081,0.0272,-0.0029,0.1016,-1.1641,0.7151,0.5181
0.4807,0.6267,0.1739,-0.1639,0.4786,0.1280,1.3274,-0.5440,0.4729,0.3846
-0.1915,-0.2356,-0.3430,-0.4291,0.1768,0.0099,0.8381,-1.0191,0.1464,0.0610
-0.3022,-0.0268,-0.3717,-0.2628,-0.3716,-0.3133,0.5822,-0.5671,-0.4952,-0.3870
-0.2563,0.0304,-0.1881,-0.1020,-0.2012,0.0529,-0.4908,-1.2091,-0.4506,-0.4743
-0.5592,-0.5921,-0.4931,-0.2601,-0.2734,-0.6304,-0.2571,-0.9659,-0.5811,-0.3442
-0.1371,0.0854,0.2280,0.6764,-0.5433,-0.5244,-1.1295,0.4405,-0.4665,-0.4529
-0.5017,-0.4000,0.4476,0.5637,-0.0597,0.1551,-0.1486,-0.1779,-0.3297,-0.5084
0.2654,0.2156,0.7781,0.7615,-0.3690,-0.0862,-0.4984,-0.0458,-0.1296,-0.3713
0.3158,0.4661,0.3840,0.4370,0.6302,0.5156,0.0329,-0.9763,0.3965,0.0902
-0.0962,0.1517,-0.2973,-0.5024,0.7121,-0.0250,0.2597,-0.0229,0.3396,0.2552
0.5244,0.8470,0.5025,0.2323,-0.0113,-0.0403,0.6035,-0.0093,0.5419,0.4416
0.7606,0.6433,0.6188,0.6676,0.4874,0.0191,0.3140,-0.8588,0.2075,-0.1809
0.3929,0.1393,-0.4621,-0.3972,-0.0788,-0.2847,0.8696,-0.0422,-0.2966,-0.5126
0.0659,0.5324,-0.2763,0.3813,-0.2303,-0.0382,0.6275,-0.6205,-0.5995,-0.8448
-0.7151,-0.4578,-0.2574,-0.4352,0.1240,-0.1229,-0.1260,-0.9770,-0.7222,-0.9348
-0.3628,0.0406,-0.3759,0.1445,-0.5341,-0.0813,-0.6589,0.1057,-0.5577,-0.6822
-0.6381,0.1802,-0.0358,-0.0243,-0.3446,-0.0616,-2.0298,0.5828,-0.5716,-0.8309
-0.4600,-0.4133,-0.1854,-0.0729,-0.4814,-0.8802,-1.0887,0.1338,-0.6824,-0.5480
-0.2857,-0.1272,0.4825,0.8458,0.3394,-0.2717,0.3333,0.3077,-0.2926,-0.3768
-0.7606,-0.9801,0.3581,-0.1877,0.0580,-0.5882,-0.3087,0.5608,-0.3251,-0.2609
0.0329,-0.2769,0.6620,0.7287,-0.1989,-0.3773,1.5544,-0.4133,-0.1779,0.0090
-0.4964,-0.3114,0.7002,0.4286,0.4064,-0.1156,-0.0852,-0.1135,0.0055,-0.1753
0.0269,-0.3191,0.3992,0.1623,0.0209,0.0355,0.7450,1.4627,0.0884,0.1141
0.6216,0.4351,0.4459,0.7173,0.3456,0.2570,-0.8008,1.1573,0.4079,0.4617
0.1115,-0.0331,-0.0112,-0.1339,0.6633,0.3520,-0.9596,0.1989,0.3297,0.3895
0.2816,-0.1722,-0.8672,-0.9964,-0.7067,-0.3158,1.3166,-0.2801,-0.1665,0.1220
-0.3928,-0.0345,-1.0067,-1.0837,-0.4317,-0.4634,0.1731,0.1851,-0.2165,-0.3075
-0.6076,-0.4490,-0.9893,-1.1384,-0.4695,-0.6737,0.0109,-0.7524,-0.7567,-0.5487
-0.1408,0.3571,-0.5647,-0.6102,0.0694,-0.2119,0.7468,0.1182,-0.3535,-0.5604
-0.1366,0.1565,-0.4719,-0.5729,-0.0189,-0.1541,0.2838,0.0521,-0.1139,-0.1814
0.8025,0.6477,-0.2919,0.3577,0.5130,0.4709,0.2627,0.2828,0.0602,0.1485
0.3857,-0.4609,0.2385,0.1538,0.6564,-0.2321,0.7238,-0.2569,0.1722,0.3171
0.6291,0.1019,-0.3760,0.0423,0.2274,-0.3486,0.4985,0.1035,0.3358,0.2487
0.5393,0.3346,-0.5271,-0.1452,0.2719,-0.1216,-0.5385,0.4486,0.5503,0.5194
-0.0467,-0.0281,-0.8528,-0.6644,-0.6993,-0.8647,0.1422,0.0640,-0.0413,0.1272
0.2436,0.4798,-0.9316,-1.0724,-0.1733,-0.1436,-0.5565,-0.1245,-0.1401,-0.1358
-0.6498,-0.3841,-0.7913,-0.6738,-0.2925,-0.8668,-0.0826,-0.4926,-0.3581,-0.1923
-0.7301,-0.5655,-0.8848,-1.0066,-0.0233,0.0028,-0.1325,-0.9015,-0.4338,-0.1531
-0.5738,-0.7752,-0.5636,-0.7267,-0.2680,0.3817,0.0136,-0.6295,0.0218,0.3085
-0.2503,-0.6800,0.2106,0.7064,-0.4833,-0.1835,0.3575,-0.3551,0.2773,0.3548
-0.1353,-1.0684,-0.2838,0.1154,-0.8462,-0.4013,0.3989,-0.8128,0.3476,0.3602
-0.4285,-0.5230,0.0771,0.1081,-0.5731,-0.3899,-1.3954,0.4087,0.3318,0.1253
-0.8060,-0.4559,0.3207,0.1029,-0.1097,-0.1453,0.3221,-0.1248,0.0347,0.1461
-0.1269,0.6306,0.7238,0.2778,0.0521,0.2156,0.0219,0.0622,0.2353,0.3116
-0.4053,0.3106,0.0155,-0.2737,-0.3079,-0.5231,1.2556,-0.1305,0.2828,0.3736
0.2729,0.8855,0.9109,0.6974,-0.4268,-0.2927,2.0183,-0.5888,0.3147,0.1116
0.0315,0.5238,0.4411,0.2699,-0.0003,0.1845,1.2208,0.2044,0.5930,0.2719
0.2028,0.9504,1.1118,0.9148,0.1412,-0.0153,0.1573,-0.1280,0.5581,0.5289
0.1163,0.3478,0.6867,0.7436,0.6271,0.7564,1.2392,0.0695,0.7373,0.8229
0.7817,-0.0257,0.8544,1.0974,0.2425,0.7430,2.6801,0.4053,1.3336,1.3588
0.3413,-0.8183,0.3155,0.4825,0.4962,0.6281,1.2156,-0.6533,0.9426,1.1891
0.7454,-0.0838,0.1992,0.4478,-0.1115,0.5842,0.1605,-0.3855,0.9386,1.1343
-0.6446,-0.3037,0.1058,0.0358,-0.2340,0.2148,0.1693,-0.6623,0.4857,0.1933
-0.7460,-0.2515,0.3035,0.4562,0.2176,0.2605,-0.2121,-0.1245,-0.6378,-0.8174
-0.8343,0.1622,0.3553,0.2057,0.1402,0.4348,-0.3221,-0.2371,-1.0233,-1.4749
-0.9188,0.4694,0.4129,0.6288,-0.0591,-0.4007,-1.1093,0.2872,-0.9914,-0.8431
0.0460,0.3472,0.6778,0.3578,0.5851,0.4724,-0.7384,0.7814,-0.8163,-0.7957
0.4760,0.1983,0.3975,0.4071,0.3350,0.5619,-0.1225,1.3419,-0.3568,-0.5306
0.6474,0.5144,0.8679,0.7006,0.8849,0.7636,0.1917,0.8939,-0.2804,-0.4705
0.8054,0.1219,0.2144,0.7574,0.1703,0.8898,0.8283,2.1129,-0.3670,-0.5755
0.6794,0.4330,0.2319,0.6460,0.0972,0.4865,-0.4107,1.6180,-0.0970,-0.4628
-0.1877,-0.1516,0.1881,0.2487,-0.1184,-0.4541,0.4210,1.1331,-0.1618,-0.1426
0.0470,0.0929,0.6191,0.5239,-0.2798,0.4696,0.2937,1.8665,0.0348,-0.0794
-0.3136,-0.9517,-0.0421,-0.0842,-0.4988,-0.0237,-0.0299,1.2959,-0.2479,-0.3846
-0.6718,-0.8760,-0.0728,-0.0951,-0.9054,-0.5652,-0.0338,-0.4116,-0.7699,-0.6592
-0.7263,-0.9556,-0.8982,-0.8518,-0.6903,-0.5356,-0.8094,0.5635,-0.7845,-0.6651
-1.0346,-0.3129,-1.1488,-0.7769,-0.7595,-0.6452,-1.5722,-0.5431,-0.3726,-0.4525
-0.8364,-0.4019,-0.8630,-0.9083,0.2801,-0.7094,-1.7311,0.1430,-0.2481,-0.1894
0.2746,0.4074,-0.5394,-0.1118,0.0321,0.0797,-0.5520,0.1695,0.2600,0.4057
0.0614,-0.2961,-0.5341,-0.2516,-0.2441,0.2554,-0.5550,0.8346,0.0483,0.3341
0.4791,0.0336,0.3609,0.8780,-0.3445,0.0886,0.7949,-0.1098,0.1349,0.2674
-0.3195,-0.4720,-0.1545,-0.3283,-0.5680,0.2559,0.6824,0.3531,0.0985,0.1606
-0.2466,-0.6268,-0.0542,0.0699,-0.9740,-0.4855,-0.4714,-0.1253,-0.0731,-0.0576
0.5003,-0.4496,0.3803,0.1234,-0.1800,0.1787,0.1405,0.4612,0.0249,0.1097
0.9977,0.2498,0.4222,0.4164,-0.3811,0.5738,-0.0940,0.9204,0.5070,0.4788
0.8555,-0.0843,-0.7367,-0.5462,-0.0496,0.4610,-0.0412,0.7562,0.3217,0.1243
1.0929,0.4696,-0.0625,0.3804,-0.0762,0.3687,-0.7482,0.7586,0.4876,0.4120
0.4802,-0.3540,-0.2449,-0.0407,-0.0570,0.4594,1.3016,0.0940,0.0824,-0.1564
0.2483,-0.1813,0.0006,0.2622,-0.6609,0.1076,-0.5847,-0.1995,-0.4410,-0.4504
0.0346,-0.4030,-0.0078,-0.1477,-0.4203,0.3098,0.3132,-0.1621,-0.3229,-0.4626
0.0179,-0.1680,0.1453,0.2352,-0.4988,0.3421,0.0445,0.2624,-0.2799,-0.2539
-0.2414,0.1621,0.0544,-0.0276,-0.2070,0.3144,-0.3891,-0.1533,-0.1267,-0.1485
0.3593,0.4518,-0.1605,0.1460,-1.2524,0.2031,-0.6241,0.8836,0.0720,0.5004
0.1209,0.0720,-0.1462,-0.5521,-0.2582,0.7690,-0.4454,-0.8927,0.1796,0.4266
0.3111,0.1387,0.0389,-0.1237,-1.0458,0.2149,-0.0898,-0.7768,-0.0404,0.2604
-0.1037,0.0201,-0.5647,-0.3842,-1.4504,-0.2924,-0.3930,0.1745,-0.0663,-0.0633
-1.1916,-1.2187,-1.6323,-1.4958,-1.5006,-0.5363,-0.7013,-0.8558,-0.8617,-0.7842
-1.0984,-0.2721,-1.0728,-0.6639,-1.0962,-0.4747,-0.1351,-0.0368,-0.7726,-0.7298
