IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.5708,0.6314,1.1765,0.5921,0.5211,0.6053,1.1499,0.1868,0.6493,0.5841
0.5285,0.6621,1.1893,0.9148,0.5073,0.3566,0.9564,0.5320,0.6988,0.5780
0.2506,0.0489,0.7470,0.7209,0.3694,0.2349,-0.3760,0.5132,0.3663,0.4513
0.0500,-0.2053,0.9589,0.8367,0.1466,0.0276,0.1240,0.1805,0.0591,-0.1540
0.2923,-0.3386,0.6500,0.5617,-0.0084,0.1284,0.8657,0.1027,-0.2895,-0.5030
0.3672,-0.3130,0.8614,1.1979,0.1515,0.0391,1.2500,0.7451,-0.5021,-0.7649
0.4986,0.2628,1.0067,1.1052,0.3127,0.6287,1.2315,0.3782,-0.0895,-0.4951
0.3343,0.0964,0.5779,0.3177,0.5397,0.5800,1.5081,0.0725,-0.1071,-0.4332
0.1301,0.1671,0.0650,0.0347,0.7151,0.2950,0.6807,0.0612,-0.0854,-0.2084
-0.0299,0.1029,-0.5675,-0.5735,0.1987,-0.1319,-0.4482,-0.4077,0.0552,0.1840
0.2978,0.9394,-0.7242,-0.7365,0.4239,0.1484,0.0652,0.0722,0.9248,0.9472
0.2849,0.7089,-0.7518,-0.5222,0.6890,0.3939,0.0840,0.4267,0.7238,0.8445
0.2119,1.1260,-0.2037,-0.0836,0.5237,-0.0880,0.1669,0.5324,0.8434,0.6970
0.0189,0.9762,0.1434,-0.2785,0.4192,-0.1834,0.0808,-0.2513,0.4906,0.1317
-0.8000,-0.1130,-0.0715,-0.5426,-0.2522,-0.9504,-0.4355,-1.2864,-0.3788,-0.5762
-1.3200,-0.9809,-0.6210,-0.7549,-0.9514,-1.0248,-1.2324,-1.0500,-1.1912,-1.0960
-0.9901,-1.1401,-0.8250,-0.5715,-1.0661,-0.7168,-1.1990,-0.4400,-1.0419,-0.8153
-0.4629,-0.7333,-0.7805,-0.4973,-0.9971,-0.3435,-0.2978,-0.0500,-0.5165,-0.4372
-0.0469,-0.5021,-0.5029,-0.0926,-0.8918,0.0148,-0.3049,-0.6956,-0.0241,0.2518
0.1348,-0.5684,-0.6738,-0.2622,-0.6819,0.1752,-0.4176,-0.4061,-0.1760,0.3694
-0.2523,-0.9525,-0.7365,-0.4622,-0.5882,-0.0446,0.2540,-0.3416,-0.5057,-0.2129
-0.0032,-0.2647,-0.5130,-0.0670,-0.5071,-0.0982,-0.2422,0.4265,-0.0552,-0.1427
-0.3461,0.0749,-0.4537,-0.3933,0.0159,-0.1705,-0.2749,-0.0899,0.1084,0.0583
