IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.5303,1.0871,0.6072,0.2938,0.6232,0.4903,-0.3385,-0.3615,0.6547,0.2076
-0.4229,0.1354,0.4962,0.3522,0.4259,-0.4231,-1.1136,-0.4841,0.0366,-0.1751
-0.4617,-0.5332,0.4216,0.0561,-0.2171,-0.3370,-0.9174,-0.6730,-0.3476,-0.5196
-0.5828,-0.3340,-0.2032,-0.0949,-0.4117,-0.7937,-1.2172,-0.7680,-0.0188,-0.1290
-0.0912,-0.1362,-0.2851,-0.3404,-0.3357,-0.3871,-0.7117,-0.8061,0.0700,0.2416
0.0495,-0.2008,-0.5038,-0.3269,-0.1881,-0.0332,-0.9451,-0.3276,0.0229,0.2398
0.2439,-0.0587,0.0405,-0.2169,-0.6129,0.5700,-0.2698,-0.0850,0.1865,0.4446
0.2039,-0.0412,0.1938,-0.4272,-0.6498,0.4376,-0.7185,-0.9409,0.2048,0.3792
-0.1613,-0.1123,-0.0793,0.4441,-0.1607,-0.1098,-0.1782,-0.6009,-0.1361,0.3313
-0.1243,-0.2815,-0.1748,0.2682,0.3871,-0.2285,0.0427,-0.3275,0.0661,0.1723
0.2801,0.2938,0.0362,0.1016,0.5624,-0.0249,-0.1722,0.2803,0.3463,0.1755
0.3489,0.3901,0.5371,0.3411,0.1465,0.1921,0.2896,0.4104,0.0738,-0.0672
-0.4141,-0.0771,0.3015,0.4376,-0.1169,-0.6108,-0.6264,0.3132,-0.2827,-0.3033
-0.7481,-0.6690,-0.2271,-0.1823,-0.6372,-1.2147,-0.6864,-0.4374,-0.6962,-0.6902
-0.6437,-0.4261,-0.5137,-0.0106,-0.2168,-0.9315,-0.3808,-0.1980,-0.3888,-0.4203
-0.7506,-0.6313,-0.5159,-0.0945,-0.5584,-0.6721,-0.4156,0.5103,-0.5534,-0.3687
-0.5333,-0.6676,-0.1553,0.1682,-0.3300,-0.3231,0.2793,0.8049,-0.5128,-0.5387
-0.2642,-0.5891,0.1450,0.3981,-0.1594,-0.4144,0.8241,0.5509,-0.5550,-0.5469
-0.1865,-0.0457,0.2441,0.2608,-0.1651,-0.0580,0.1074,-0.0415,-0.2989,-0.3501
0.1191,0.2450,0.5377,0.4017,0.4821,0.1733,0.8135,-0.6755,0.1100,0.0117
0.1264,0.0543,0.0040,0.2408,0.2988,0.1709,0.9225,-0.0852,0.3835,0.4330
-0.2927,-0.2085,-0.2578,-0.6218,-0.3409,0.2232,-0.6438,-0.4216,0.3766,0.3926
-0.3327,-0.1627,-0.6191,0.0995,-0.0242,0.4259,-0.5873,-0.3431,-0.0187,-0.0737
0.0311,-0.2251,0.0591,0.3686,-0.1372,0.3391,0.7250,-0.7840,-0.3524,-0.2911
0.2360,-0.3211,0.4937,0.0523,-0.5027,0.5343,-0.0925,-0.7881,-0.4610,-0.2085
-0.0659,-0.2787,-0.4527,-0.6657,0.3173,0.4019,0.2566,-0.4445,-0.4679,-0.0333
-0.2702,-0.3698,-0.3748,-0.9927,-0.4167,0.1309,1.2288,0.2246,-0.4589,-0.2104
-0.0389,-0.1349,-0.3576,-0.4442,-0.2840,-0.2222,0.8786,0.8027,0.1680,0.3085
0.1543,0.0337,-0.0408,-0.1013,0.1366,0.6357,0.6025,0.5910,0.7939,0.9758
0.3001,-0.1677,-0.1869,0.0045,-0.1089,0.6269,0.2724,-0.0290,0.7446,0.6194
0.0596,-0.1906,-0.0491,0.1587,-0.2473,0.4135,0.4268,0.2221,0.5741,0.2125
-0.2259,-0.0339,0.0299,0.3598,0.0591,0.3484,-0.2287,0.1786,0.1389,0.4059
0.1179,-0.3075,-0.0929,0.2922,0.2319,-0.3111,-0.0264,0.2657,-0.0509,-0.0528
