IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
1.2895,1.6131,0.1753,0.3921,1.3923,0.8649,-0.5817,-0.6838,1.0966,0.8201
-0.2497,0.4143,-0.2937,-0.2478,0.2521,-0.1774,-1.4033,-0.9755,0.4534,0.4305
0.1040,-0.2329,-0.4790,-0.0311,-0.2784,-0.4234,-0.8888,-0.4303,0.9504,1.2959
0.2326,-0.8188,0.3507,1.0106,-0.6825,-0.4221,-0.1833,-0.5770,0.5397,0.8688
0.0502,-0.1889,-0.2453,-0.1187,-0.7554,-0.5457,-0.2499,-0.9670,0.0090,0.1170
-0.1273,0.0512,-0.4789,-0.2768,-0.2899,-0.7790,-0.6609,-0.4776,-0.4861,-0.5047
-0.5981,-0.1818,-0.3756,-0.0518,-0.4541,-0.3113,-0.2896,0.3054,-0.4523,-0.3127
-0.1766,-0.0028,-0.1144,0.2024,-0.4293,-0.0792,-0.7201,0.4828,0.0168,0.0404
-0.3851,-0.1199,0.5799,0.8341,0.2749,-0.0024,0.1773,0.5345,-0.1160,-0.2712
-0.2767,-0.2312,-0.3485,0.1572,-0.5282,-0.0954,-0.1916,0.5070,-0.4369,-0.1287
-0.4410,-0.5768,-0.1484,0.5330,-0.3945,0.0136,-0.1038,0.3866,-0.5007,-0.0683
0.0503,0.3231,0.2024,-0.2096,0.1011,-0.2867,-0.0280,-0.1076,0.1333,0.1973
-0.0616,0.5632,0.1371,-0.3994,0.7972,-0.1776,0.1086,-0.2786,0.0264,-0.3278
-0.1650,0.7735,-0.3706,-0.2260,0.9512,-0.1409,-0.9789,-0.5319,0.1307,-0.3506
-0.2660,0.2076,-0.2298,0.0505,0.3580,-0.2109,-0.2864,-0.2642,-0.0682,-0.1628
-0.3854,-0.3351,0.2163,0.6196,0.0662,-0.0635,1.3682,0.0943,-0.4414,-0.3161
-0.1443,-0.4635,0.3350,0.6726,-0.0040,0.3583,0.7892,0.4627,-0.1617,-0.1358
