A1_L,A1_R,A2_L,A2_R,PCG_L
0.3526,-0.4682,-1.4537,-1.3975,-0.5353
-0.2953,-1.0715,-1.6246,-1.8026,-0.5692
-0.9177,-0.9787,-1.6367,-1.3326,0.3510
-0.3663,-0.6448,-1.0334,-1.0206,0.5209
0.4279,0.0955,-0.4184,-0.2168,1.0793
0.5683,-0.1559,-0.2467,0.1611,1.2947
0.1468,0.0556,-0.3103,-0.1025,1.0414
0.3764,-0.1442,-0.4692,0.4203,0.5585
-0.7659,-0.6758,-1.0389,-0.4170,0.0909
-0.1334,-0.0715,-0.8637,0.1544,-2.3221
-0.7418,-0.1076,-0.5393,-0.3165,-1.1712
-0.2129,0.2504,0.0817,0.3343,0.8189
0.4948,0.7554,0.4706,1.0063,0.3777
0.1541,0.7465,0.3886,0.5271,0.2925
-0.1198,0.3879,0.5673,0.9900,-0.3747
-0.4408,0.5080,0.3641,0.8363,-0.2083
-0.5207,0.3568,0.6069,1.1158,-0.5943
-0.9302,-0.2006,0.4033,0.3314,-0.4920
-0.4475,-0.4162,0.3741,0.5371,-0.1338
-0.6662,0.1347,-0.0274,0.3893,-0.7767
-0.1278,0.3559,0.7570,0.7802,-0.2468
0.4099,0.6070,1.0616,0.9166,0.1311
-0.0088,-0.0896,0.8978,0.6179,0.2178
-0.2325,0.1185,0.9106,0.6720,0.2765
-0.8125,-0.2994,0.4885,0.3879,-0.5255
-0.2117,0.1145,0.5143,0.4383,-0.4559
0.0261,0.5409,0.4511,0.4760,-0.6625
0.1283,0.9666,0.6901,1.1403,-0.4243
0.5603,0.8952,0.9685,1.1760,-0.1803
0.3338,0.8546,0.5259,0.7019,-0.0008
-0.3835,0.4793,0.3918,0.8064,-0.0371
-0.7254,-0.3758,0.3387,0.7963,-0.4607
-0.0958,-0.6882,0.9636,0.4364,0.8538
-0.7062,-0.8015,0.7137,0.1580,0.5066
1.1786,0.6983,1.2722,0.6193,0.6191
1.4362,1.1001,0.9043,0.4404,1.5965
1.2005,0.4224,0.6417,-0.3188,0.7536
0.5866,-0.2666,0.0176,-1.4199,0.9434
-0.0215,-0.3764,-0.9972,-1.4105,-0.7039
-0.0718,-0.6669,-1.0570,-1.4186,-2.0467
-0.0293,-0.5989,-1.2781,-1.6984,-1.9172
0.0281,-0.4616,-1.4817,-1.8793,-1.8632
0.1558,-0.6343,-0.8777,-2.0175,-0.7901
0.6030,0.3235,-0.2356,-1.2200,0.0508
-0.0304,-0.1303,-0.0951,-1.1757,-0.1615
-0.6401,-0.4326,-0.5561,-0.9985,-0.7887
-1.4591,-1.3259,-1.2200,-1.5440,-0.5883
-1.3144,-1.2406,-1.4183,-1.1925,-0.4702
-0.2689,-0.3706,-0.5700,-1.0663,0.1205
0.0161,-0.2669,-0.0500,-0.8353,0.2458
0.5823,-0.0394,0.0695,-0.3552,0.9391
0.1615,-0.2258,-0.1289,-0.8698,0.5983
-0.3276,-0.8845,-0.7498,-0.8060,-0.4018
-0.6584,-0.7817,-0.7284,-1.2321,-1.0183
-0.2856,-0.5171,-0.4619,-0.6178,-0.1917
-0.2820,-0.3730,-0.5016,-0.7318,0.0641
-0.4280,0.0953,0.0907,-0.0583,-0.4842
-0.6720,-0.0075,-0.6520,-0.3725,-0.3519
-0.5674,-0.5711,-0.6441,-0.2724,-0.5487
-0.8115,-0.4576,-0.9921,-0.5196,-0.6542
-0.1781,-0.0051,-0.5864,-0.2489,-0.1282
0.2819,0.1592,0.2058,0.0983,-0.4301
-0.1573,0.3115,0.1668,0.1374,0.5413
0.2075,0.7674,0.4343,0.3596,0.9815
0.1252,0.1561,0.1618,0.7011,1.2259
-0.1137,-0.4857,0.3551,0.7207,0.8836
-0.6197,-0.0787,0.0947,0.4508,0.3617
