A1_L,A1_R,A2_L,A2_R,PCG_L
-0.1513,-0.1944,-1.8181,-2.3206,0.5996
-0.2780,-0.2075,-1.1225,-2.2924,0.4617
0.9396,1.0252,-0.7272,-1.3039,0.6871
0.3107,0.5012,-0.6569,-1.1098,0.4009
1.0560,0.8767,-0.6435,-0.6165,-0.6198
1.6746,1.4663,-0.3901,-0.1199,0.5732
1.4017,1.5735,-0.5415,-0.1011,0.9434
0.4745,0.7008,-0.2870,-0.4702,0.2211
0.7307,0.4793,0.0801,-0.0375,0.3038
-0.6877,-0.4319,-0.6408,-0.6392,-0.6451
0.1244,-0.1300,-0.4858,-0.2581,-0.5598
0.6215,0.5201,0.0105,0.3234,0.0728
0.1505,0.3745,0.2513,0.4551,0.0930
0.6575,0.6083,0.8544,0.9357,0.0070
1.1156,1.1725,0.9399,1.4053,0.3733
0.1517,0.4419,0.9396,1.2996,0.0046
-0.0715,-0.3603,0.4154,0.8447,-0.4455
-0.1648,-0.3023,-0.0003,0.4671,0.0281
-0.4327,-0.5915,-0.1080,-0.1390,0.5380
0.2347,0.0504,0.8295,0.8116,-0.2537
-0.1668,-0.0102,1.0958,0.8680,0.2774
-0.8828,-0.7232,0.6415,0.3227,-0.2880
-0.6180,-0.6678,0.2120,0.4334,-0.4981
-1.0090,-0.9538,-0.2786,-0.3171,-0.3679
-1.1812,-1.1801,-0.4205,-0.6018,-0.9226
-0.6399,-0.3934,-0.1275,-0.3028,-0.4455
-0.7757,-0.7716,0.0193,-0.3990,-0.5253
-0.6033,-0.8767,0.1483,-0.3011,-0.0520
0.1667,0.0086,0.3753,0.5542,0.0728
0.1184,0.2162,0.8187,0.5281,0.7371
-0.0207,-0.1517,0.6995,0.3889,0.6745
0.4114,0.3116,0.4733,0.6194,0.6081
0.0009,-0.1634,0.1660,0.3106,0.6381
-0.5742,-0.6743,-0.1869,-0.2841,0.3664
-0.0325,-0.3922,0.1836,0.2608,-0.0852
-0.0388,-0.2716,-0.2199,-0.1436,-0.4753
-0.5793,-1.0110,-0.4338,-0.6833,-0.9017
-0.6400,-0.6931,-0.1395,-0.2798,-0.8992
-0.5202,-0.4080,-0.3271,-0.4036,-0.7623
-0.2289,-0.3929,0.0750,-0.6596,-0.5451
0.1202,0.2263,0.6537,0.3599,-0.4913
-0.7912,-0.2599,0.1789,0.0404,-0.3854
-0.8523,-0.7787,-0.3187,0.1509,-0.1531
0.0008,-0.2110,0.0678,0.3782,0.0035
-0.7581,-0.5708,-0.6075,-0.2973,-0.7526
-0.6016,-1.0288,-0.8257,-0.5955,-0.4039
-0.4985,-0.7190,-1.4536,-0.9198,-0.3750
-1.3111,-1.2145,-1.5666,-1.2481,0.2942
-0.6092,-0.8714,-0.9295,-1.2352,-0.6146
0.1207,-0.0988,-0.1266,-0.5157,-0.2540
-0.1026,-0.6414,-0.2038,-0.8965,-0.5685
0.1169,-0.2572,0.4139,0.0232,0.0266
0.2979,0.0688,0.1355,-0.1421,-0.3212
-0.6100,-0.6576,-0.3362,-0.5106,-0.1047
-0.1321,-0.5754,0.0134,-0.1150,-0.1688
0.4423,0.2601,0.2719,0.3806,0.0543
-0.2542,0.1269,0.1706,0.6472,0.4840
-0.6177,-0.3243,-0.5024,-0.0662,0.1037
0.2501,0.1403,0.3087,0.4103,-0.3853
-0.2646,-0.1483,0.1161,0.0304,0.1688
0.0588,-0.4920,0.5818,0.0507,0.1465
0.2928,0.3814,0.4564,0.3178,0.2235
-0.7503,-0.2211,-0.5018,-0.4640,-0.5207
-0.2638,-0.1515,-0.6637,-0.7327,-0.5939
0.0309,0.1514,-0.2045,-0.2776,-0.0976
-0.5871,-0.2472,-0.2869,-0.1320,-0.1218
-0.1871,-0.5413,-0.1715,-0.2325,-0.2958
-0.0872,-0.0748,-0.1279,-0.4939,-0.4705
-0.6273,-0.4581,-0.4661,-0.7249,-0.6894
-0.3158,-0.1069,0.2623,-0.1074,-0.4238
0.3284,0.0951,0.0859,-0.0744,0.3700
-0.3037,-0.1826,-0.1060,-0.6614,-0.7987
-0.0157,-0.0143,0.4076,-0.2063,-0.1964
0.5468,0.2056,0.2348,-0.0653,0.0745
-0.3209,-0.2784,0.2263,0.1777,-0.1695
-0.0138,-0.3797,0.1118,0.4086,-0.3664
0.5608,0.3517,0.6697,1.0871,0.2981
-0.0556,-0.0325,0.2203,0.5448,0.0921
-0.2402,-0.4110,-0.2006,0.2200,0.2169
-0.1817,-0.1136,-0.1780,0.2177,0.0215
-0.4367,-0.1366,-0.1521,0.3776,0.6424
-0.3065,-0.3440,0.0068,0.0097,0.6415
0.1202,0.0190,0.8327,0.7635,-0.0487
0.0178,0.1704,0.0705,0.5512,0.1159
-0.3992,-0.2107,-0.4483,0.0039,-0.3824
0.0059,-0.0380,-0.5175,-0.0272,-0.8791
-0.8459,-0.4382,-1.1001,-0.8773,-1.2577
-0.6472,-0.6541,-1.1884,-1.0290,-0.6155
-0.5806,-0.4503,-1.2192,-1.4842,-0.9303
0.4255,0.3526,-1.2390,-0.9798,-0.0574
-0.3335,-0.0166,-1.5440,-1.5688,-0.1396
-0.7745,-0.4076,-0.9001,-1.3183,-0.1406
-0.2024,0.0626,-0.6581,-0.5222,-0.0586
-0.2673,0.1163,-0.3491,-0.0614,-0.1468
-0.3365,-0.1828,-0.2529,-0.2607,0.0422
0.3032,0.5378,0.0040,0.2945,0.2284
-0.0113,0.1442,-0.1739,-0.0189,0.4223
-0.6471,-0.6818,-0.0413,-0.4772,0.4611
-0.7112,-0.8112,-0.1448,-0.3310,0.3074
-0.3017,-0.3178,0.3006,-0.1061,1.2389
-1.0071,-0.4918,-0.1282,-0.5930,-0.3700
-0.4300,-0.1632,-0.0432,-0.1660,-0.2398
0.0036,0.2369,-0.0504,-0.2486,0.3584
0.3764,0.3458,0.0925,-0.0827,0.5203
0.1019,0.0874,-0.0075,-0.6304,0.2179
-0.0413,-0.1683,0.1366,-0.1956,-0.6774
0.1810,-0.2687,0.0861,-0.3232,-0.3523
-0.5924,-0.6270,0.1098,-0.1109,-0.2496
0.1071,-0.2568,0.6246,0.3027,-0.6615
-0.0986,-0.0457,0.2831,0.1241,0.0555
0.0190,0.1031,-0.1672,0.1126,-0.2029
-0.4042,-0.5354,-0.4301,-0.4913,-0.8593
