A1_L,A1_R,A2_L,A2_R,PCG_L
-1.3032,-1.4829,-2.1881,-2.6754,-1.7590
-0.9898,-1.1070,-1.7600,-2.2753,-1.5053
0.0657,-0.1633,-0.9856,-0.8319,-1.0549
0.3893,0.5797,-0.5014,0.3049,-0.0710
0.5169,0.8508,-0.3294,0.3024,-0.0793
0.9462,0.7837,-0.2854,0.3813,0.1185
0.2557,0.7902,-0.7675,0.3417,0.4286
-0.3764,-0.0743,-1.1215,-0.8524,-0.3544
-0.4917,-0.3522,-1.0050,-0.9508,-0.6353
-0.5595,-0.5454,-0.6350,-1.4656,-0.9514
-0.1264,-0.4737,0.5232,-0.5793,-0.5593
0.6678,0.2392,0.2385,0.5168,0.1234
0.9227,0.0187,1.3989,0.4925,0.6884
0.7924,0.1399,1.5153,0.6394,1.1635
0.9867,0.2883,0.8910,0.8489,0.8551
0.9093,0.2559,1.0048,1.2570,0.9111
0.2200,0.1863,0.1620,0.8313,0.5020
0.1956,-0.3415,0.7713,0.0453,0.2503
0.3781,0.2780,0.9673,1.0569,0.5610
0.0159,-0.1270,0.7439,0.0162,-0.2658
0.6446,-0.0490,0.7772,0.5994,-0.3165
1.0045,0.2134,1.0711,0.9606,0.4781
0.1384,-0.2947,0.4074,0.0929,0.1838
-0.5918,-0.3305,-0.1700,0.3827,-0.0862
-0.7441,-0.2749,-0.5392,-0.0159,-0.0423
-0.6690,-0.3320,-0.7896,-0.2453,-0.3307
-0.7568,-0.4966,-0.1295,0.2958,-0.1918
-0.2849,-0.1084,0.6338,0.5757,0.2613
-0.2716,0.1538,0.0038,-0.1076,0.4680
-0.1523,0.5190,-0.3572,0.3459,1.3706
0.4159,0.7776,-0.1311,0.6138,1.0757
0.6459,1.1732,0.3833,0.5151,1.0977
-0.3553,0.9724,0.0138,0.5017,0.4336
-0.4428,0.8306,-1.1309,0.2733,0.3902
-0.4055,0.4021,-0.0916,-0.1690,1.2887
-0.0946,0.5947,0.2094,0.0901,0.6051
-0.0910,-0.2780,0.2943,-0.4464,0.1636
-0.3341,-0.0085,0.3673,0.1639,-0.3520
-0.1315,-0.0571,0.4751,0.0825,-1.4584
-0.2499,-0.2205,0.1423,0.2685,-1.1450
0.0977,-0.2730,0.1486,0.1428,-0.4007
0.4999,-0.0010,0.2362,-1.1316,-1.2463
0.1235,-0.3663,-0.4522,-1.0494,-1.1137
-0.0217,-0.4622,0.1635,-0.5259,-0.9464
-0.7312,-0.9105,0.1601,-0.3765,-0.3425
-0.9333,-1.0128,-0.4538,-0.2666,-0.0234
-1.2946,-1.1414,-0.6240,-0.6993,-0.2040
-1.4957,-1.1674,-0.5969,-0.6940,-0.1210
-0.7474,-0.9404,-0.4806,-0.4130,-0.1765
-0.4544,-0.1952,0.2358,0.3059,0.5836
0.0795,0.1685,0.3233,0.5325,0.7150
0.4391,0.0388,0.2500,0.7952,0.0806
0.2686,-0.4870,0.8064,-0.0393,-0.8428
-0.2928,-0.4491,-0.1857,-0.3677,-0.4060
-0.9073,-0.8959,-0.9777,-0.1137,-0.1026
-0.4490,-0.6547,-0.3188,-0.2767,0.1695
-1.1080,-0.9873,-0.7962,-1.2171,-0.2618
-0.6850,-0.5927,-0.0404,-0.3030,-0.4590
0.0045,-0.3530,-0.0460,0.0475,-0.0530
0.0684,-0.0852,-0.0151,0.4927,-0.0651
-0.1102,0.1711,0.3667,0.9571,0.1647
-0.2934,-0.1651,-0.5776,0.4673,-0.2151
-0.5913,-0.7950,-0.0344,-0.8397,-0.8828
-0.4546,-0.3384,0.2098,0.1131,-1.1125
-0.0299,-0.0361,-0.3544,0.1959,-1.0655
-0.2876,0.0246,-0.5031,-0.1767,-0.4071
-0.2148,-0.2977,-0.9046,-1.0515,-0.7145
0.5002,0.1997,-0.1482,-0.4187,-1.2261
0.6897,0.9297,0.0851,-0.7657,0.1635
1.3180,1.3831,0.5130,-0.0988,0.7330
0.8824,1.3044,-0.5304,0.2088,-0.2981
0.4408,0.9020,-0.0763,-0.9229,-0.3307
0.1660,0.5402,-0.3857,-0.8688,-0.8026
0.3075,0.5279,-0.6619,-0.3487,-0.1266
0.6291,0.5879,-0.0402,0.0560,0.8148
0.4538,0.1275,0.2440,0.1040,0.4856
0.5935,0.5536,0.0737,0.6924,0.7945
0.6316,0.8177,0.2303,0.4225,0.5242
0.4421,0.4916,0.1563,-0.1553,0.6569
0.5731,0.5799,-0.0596,0.5252,0.4831
0.3848,0.6862,0.4515,0.4548,0.5153
0.3959,0.4532,0.5366,0.8129,0.5800
0.2933,0.4749,0.3852,0.9138,-0.3596
-0.2938,-0.0040,0.1254,0.5828,0.2831
-0.2350,-0.1386,0.1474,0.0488,-0.5117
-0.6696,-0.2738,-0.5817,-0.2290,-1.0204
-1.6177,-0.9121,-0.8049,-0.6917,-1.5708
-1.7597,-1.0693,-1.2748,-0.7480,-2.4493
-1.1484,-0.7300,-0.9075,-0.1709,-2.0524
-1.0117,-0.9527,-0.6601,-0.0183,-2.1480
-1.0206,-0.7586,-0.9265,-0.1167,-2.5083
-0.2372,-0.0749,-1.1789,0.1453,-1.1858
0.2212,0.4023,0.2422,0.2289,-1.7491
0.1692,-0.0092,0.3627,0.1077,-2.0918
0.3871,0.1157,0.5727,0.1622,-1.6325
-0.3397,-0.1336,-0.2516,0.3791,-0.6899
-0.7226,-0.1207,-1.5950,0.2561,-1.3314
-0.7033,-0.6094,-1.3815,0.1006,-0.9920
-0.7042,0.2007,-1.2335,-0.1755,-0.3699
-0.7707,-0.4399,-0.7505,-0.1979,-0.9020
-1.0022,-0.7884,-0.2013,-0.7277,-0.9581
-0.9240,-0.9708,-0.4000,-1.4645,-1.5419
-0.7615,-0.6044,-1.0496,-0.4340,-1.1237
-0.3258,-0.2921,-0.5323,-0.5355,-0.9665
-0.4405,-0.4788,-0.5467,-0.6450,-1.8024
-0.2285,-0.6837,-0.4851,-0.8564,-1.2911
-0.0594,-0.1014,-0.7190,-0.4460,-1.1847
0.4040,-0.1087,0.1232,-0.6083,-0.1162
0.1791,0.1885,-0.0555,0.0101,0.3011
0.4274,0.2344,0.1905,0.0488,0.0452
0.2994,0.0151,-0.2035,-0.8373,-0.0468
0.0199,0.0280,-1.0522,-1.3782,0.4149
0.5400,0.2761,-0.9154,-0.6507,0.7441
0.5289,0.3214,-0.3663,0.0223,1.0100
0.4573,0.6070,-0.0946,0.3010,1.2719
1.1533,0.8843,0.6440,0.5265,1.2303
0.7928,0.5482,0.5583,0.3498,0.4429
0.0807,0.6380,0.3150,0.2181,0.0979
0.0240,0.2995,-0.3801,0.0584,0.4551
-0.4372,-0.0681,-0.1817,-0.2948,0.6733
-0.1538,0.4397,-0.2808,0.1238,1.6288
0.3518,0.6806,0.2336,0.5574,1.5349
-0.1485,-0.0157,0.8751,-0.0833,1.5298
-0.9094,-0.3205,-0.5426,-0.0596,0.3488
-0.4736,-0.3250,-0.4869,-0.3719,0.4425
-0.0221,0.0188,-0.2729,-0.2877,1.4066
-0.3089,0.0889,-0.9255,-0.1560,1.6351
-0.4697,-0.2657,-0.8866,-0.1755,0.7420
-0.6439,-0.0946,-0.7601,-0.4401,0.6789
-0.3891,0.1522,-0.0964,0.0867,1.0556
0.4611,0.5461,0.9347,1.0079,1.7287
0.4506,0.3187,0.4794,1.2613,2.1443
0.0576,0.0481,0.7358,0.8888,1.3264
0.1383,0.0667,0.3559,0.7516,1.6563
