A1_L,A1_R,A2_L,A2_R,PCG_L
-1.8963,-1.2660,-1.9747,-2.1745,-0.6813
-1.6803,-1.7674,-1.9830,-2.3002,-1.3322
-0.5424,-0.2027,-0.9732,-1.4807,-1.4339
-0.5623,-0.8939,-0.5179,-1.0982,-0.8195
0.0749,-0.0792,-0.7231,-0.2727,-0.8182
0.2092,-0.2050,-0.6897,-0.6102,-0.3507
-0.2500,-0.2933,-0.7452,-0.2529,-0.0068
0.0076,0.6652,-1.4482,-0.6958,0.3398
-0.4087,-0.9155,-1.3894,-1.2429,0.2814
-0.4850,-0.1003,-1.2713,-0.9866,-0.6622
0.0556,0.0347,-0.6503,-0.3297,-0.5937
-0.4137,-0.7833,-0.4431,-0.3760,-0.0186
0.2603,0.2499,-0.1394,0.0604,-0.8822
0.0649,-0.4084,0.2635,0.0173,0.2208
0.2995,-0.2543,0.3154,0.6557,0.3276
0.8190,1.3066,1.0192,1.0630,-0.1225
0.0276,-0.3621,0.5019,0.2171,1.3576
0.4678,0.8328,0.9764,0.4647,-0.4913
0.5568,0.8040,0.7526,0.4245,1.1041
0.0914,-0.0051,0.6732,-0.0343,0.7884
0.5685,1.2853,0.9525,0.9638,-0.0772
0.6274,0.4016,1.0041,0.8183,0.9743
0.1055,0.1578,0.2017,0.6588,0.2036
0.1500,0.4449,0.8590,0.5399,0.0317
-0.1397,-0.5216,0.1488,0.2080,0.8923
0.0162,0.4904,-0.1098,0.4109,-0.2706
-0.2748,-0.1774,0.0192,0.1964,0.7207
0.1431,0.8966,0.3355,0.3704,-0.2921
0.2432,0.4264,0.6427,0.6708,0.7626
-0.0862,-0.2859,0.2816,0.6872,1.3291
0.4495,0.9461,0.8460,0.5281,0.2341
0.2183,-0.3224,0.8873,0.3936,1.4232
0.7770,0.4064,1.0215,0.3933,-0.2520
0.8363,0.6624,0.9610,0.7995,-0.3055
-0.2640,-0.2296,0.2686,0.1486,0.6958
0.1239,0.1842,-0.1360,0.1836,-0.5759
0.0846,-0.2086,0.8489,0.5692,0.5457
-0.1682,0.3633,0.0860,0.0966,0.7118
-0.3965,0.0194,-0.0049,0.1213,0.4560
-0.3923,-0.0450,-0.2881,0.6064,-0.1086
0.2141,0.3413,0.0282,0.3067,-0.5699
0.1537,-0.3260,0.2869,0.1303,-0.2854
0.8683,1.2535,0.6156,0.6993,0.0590
0.1976,0.2118,0.7366,0.7345,0.8369
0.0911,0.4847,0.4935,0.5576,0.9672
-0.3791,-0.8364,-0.0128,-0.5884,0.0206
-0.2504,-0.6969,-0.8557,-0.5804,-1.3038
-0.2841,-0.9077,-1.5523,-0.9017,-0.8725
-0.2768,-0.7585,-0.8057,-0.4803,-0.9092
-0.0390,0.2551,0.0874,-0.1732,-0.0582
0.1380,0.3416,0.1184,0.4393,0.2357
