A1_L,A1_R,A2_L,A2_R,PCG_L
1.0331,0.6666,-0.0632,-0.3161,0.1565
-1.0432,-0.7114,-0.4795,-1.2431,-0.1908
-0.6456,-0.2540,-0.4278,-1.0482,-0.6517
-0.2294,0.0541,-0.4137,-0.7458,-0.6068
0.6434,0.9351,-0.1156,-0.0931,-0.4861
0.4186,1.3101,-0.3888,-0.0107,-0.4884
0.1135,0.9317,-0.2052,-0.4021,-0.8273
-0.4107,0.2940,-0.4405,-0.7369,-0.2262
-0.3563,-0.4277,-0.8754,-0.9865,-0.4386
-0.8734,-0.8769,-1.0181,-1.1237,-0.5491
-0.2533,0.0123,-0.8949,-0.6743,-1.0069
-0.4216,-0.0519,-0.6589,-0.0881,-0.4691
0.3960,0.4019,0.2176,0.6393,-0.2635
0.4529,0.4253,0.5663,0.5282,0.3209
0.7706,0.9047,0.6668,0.7406,-0.2560
0.3012,0.4825,0.5427,0.5866,0.5055
0.1026,-0.3566,0.5536,0.3840,0.1372
-0.6130,-0.8194,-0.0043,-0.0547,0.6992
-0.0787,-0.2497,0.2986,0.2682,0.5619
-0.3518,-0.3237,0.0451,0.4390,0.5239
-0.3025,0.1860,-0.2665,-0.0197,0.5602
-0.6002,-0.3877,-0.3713,-0.4257,0.2618
-0.4744,-0.4876,-0.0468,-0.1341,0.6385
-0.4958,-0.7393,0.5103,0.5261,0.6504
-0.5328,-0.4939,0.6685,0.5828,1.2343
-0.8785,-0.7209,-0.1739,0.1718,0.4479
-0.1202,-0.0603,-0.1541,0.4126,0.5893
0.6020,0.3068,0.2589,0.4944,0.8011
0.8555,0.2465,0.6704,0.9623,0.8785
1.0466,0.5871,0.9806,0.9022,0.0887
0.4405,-0.0036,0.8037,0.7059,-0.3231
0.5169,0.1988,0.5807,0.7982,-0.8516
0.0996,0.0737,-0.0045,0.0894,0.1020
0.5260,0.3533,0.2022,0.2225,-0.0513
0.4957,0.2784,0.1187,0.4054,-0.2608
0.7800,0.2471,0.5164,0.4697,-0.4621
-0.0061,-0.2109,0.3025,0.2267,-0.1887
-0.3324,-0.2072,0.3475,0.1284,-0.9003
0.1847,0.0609,0.0175,0.3397,-0.9385
0.7480,0.3390,-0.5629,0.1848,-1.1565
0.3755,-0.0939,-0.3339,-0.3159,-1.2206
-0.5067,-0.6661,-0.0206,-0.1169,-0.5653
-0.6263,-0.8202,0.4831,0.3099,0.1141
-0.0719,-0.2160,1.0090,1.0876,1.1253
-0.1351,-0.7860,0.6929,0.6368,0.3791
-0.6487,-0.9055,-0.5973,-0.2561,-0.0618
-1.0409,-1.0849,-1.3976,-1.3751,-0.8085
-1.1366,-0.9721,-0.7559,-0.7858,0.0565
0.1741,-0.1812,0.1068,0.2619,0.8720
0.9114,0.5561,0.5813,0.9471,1.2379
0.7522,0.3516,0.5117,0.3820,1.0345
0.1278,-0.1493,0.4155,0.3787,0.6550
-0.3278,-0.2416,-0.1203,-0.1627,-0.4954
-1.0956,-1.0322,-0.4687,-0.0586,0.5479
-0.3771,-0.9348,-0.3316,-0.0031,-0.1178
-0.4726,-1.0052,-0.3401,0.0602,-0.0095
-0.7757,-0.8145,-0.4216,-0.1404,-0.2974
-0.7412,-0.5211,-1.0020,-0.7241,-0.8384
-0.3077,-0.2126,-0.4739,-0.7446,-0.0236
-0.0961,-0.2566,-0.5436,-0.8803,1.1355
-0.7917,-0.9717,-0.9271,-0.9106,0.6323
-0.7219,-1.0299,-0.5267,-0.8825,-0.0933
-0.6202,-0.2923,-1.6574,-1.6724,-0.1371
0.0727,0.5843,-2.2763,-2.3228,-0.5780
0.7202,1.0266,-0.7946,-1.3444,0.2028
0.7698,0.8255,-0.3475,-0.7629,-0.8297
-1.0682,-0.3630,-0.0289,-0.2261,-0.8221
-0.8486,-0.1787,0.2590,0.3004,-0.3557
-0.4512,-0.1205,0.2704,0.3350,-0.0823
0.8066,0.4339,0.8006,0.4949,-0.1039
0.7188,0.4388,0.5042,-0.1124,-0.9635
-0.2061,-0.0911,0.2883,-0.7715,-0.7455
0.0803,-0.0356,-0.0272,-0.8422,-1.1186
0.7265,0.0848,0.0562,-0.8046,-1.2279
1.1630,0.3349,0.1456,-0.3869,-1.1260
0.4215,0.5760,0.5412,0.4920,0.3142
0.3304,0.7491,0.5688,0.6650,1.2131
0.5004,0.6365,0.9286,0.7912,0.1942
0.7201,-0.0091,0.8453,-0.3219,-0.3009
-0.6237,-1.0517,-0.2965,-0.8503,-0.4218
-0.8274,-0.9575,-0.5307,-0.8118,0.5806
-0.7168,-0.7895,-0.5087,-0.2839,1.2833
0.7298,0.3225,0.0464,0.1326,1.1252
0.4168,0.6687,0.0224,0.4694,1.4499
-0.3361,0.4368,-0.0045,0.2349,1.1534
-1.3122,-0.4493,-0.2676,-0.2632,0.0986
-1.4754,-1.4433,-0.2869,-0.2971,0.0277
-0.9030,-1.4444,-0.4738,-0.4588,-0.5478
-0.3807,-0.4558,0.0934,-0.2758,-0.7018
-0.1034,-0.0061,-0.0574,-0.1936,-0.9049
-0.3202,-0.1361,-0.3579,-0.0512,-0.4910
-0.1873,0.2489,-0.3876,0.3994,-0.2938
0.6177,0.5724,0.3249,0.7374,0.4302
1.3527,1.6388,1.2044,1.1280,0.9788
1.3218,1.6434,1.2392,1.2462,0.5460
1.4160,2.0774,0.8541,1.1450,0.1206
0.6885,1.2860,0.3004,0.5507,-0.2956
-0.0716,-0.1703,-0.9819,-0.7974,-0.9012
-0.5212,-0.5278,-1.6989,-1.5016,-1.0008
-0.5775,-0.7161,-0.6867,-1.0915,-0.0347
-0.4660,-0.4634,0.1462,-0.2309,0.4154
-0.4783,-0.4531,0.0236,0.0294,0.6219
0.1825,0.2132,-0.0194,-0.0003,-0.4232
0.2179,0.3460,0.1496,0.1136,-0.2744
0.6779,0.5314,-0.4458,-0.0745,-0.7600
0.1180,0.1380,-0.7969,-0.8532,-0.9549
-0.0472,0.2790,-0.9184,-0.8623,-0.7894
-0.3590,-0.0174,-0.5746,-0.6375,0.6622
0.0482,0.1578,0.3143,-0.1733,0.9809
0.4979,0.1212,0.5817,0.5498,-0.0961
0.7229,0.3726,0.3915,0.8961,-1.1594
0.2927,0.3222,-0.2950,0.4343,-0.9773
-0.0563,-0.1816,-0.7128,-0.2092,-0.6351
0.2256,0.0898,-0.1335,-0.2269,0.1666
0.3195,-0.0702,0.3821,0.0941,0.7527
0.6258,0.1824,0.4562,-0.1007,0.4328
-0.0247,-0.3391,0.3139,-0.3482,0.4397
-0.1521,-0.2745,0.2768,-0.3877,-0.4504
-0.4474,-0.2487,0.4301,0.0338,0.2263
-0.1994,-0.1537,0.4025,-0.2214,0.7795
0.0652,-0.5425,0.4954,-0.4902,-0.0625
0.0421,-0.0316,0.2635,-0.0791,-1.1952
-0.9520,-0.5441,-0.3107,-0.0973,-1.1542
-1.0162,-0.3859,-0.8810,0.0084,-0.7610
-0.4770,-0.0045,-1.0151,-0.4939,-0.2845
0.3368,0.0823,-0.6559,-0.6874,-0.4610
-0.5818,-0.4011,-0.4211,-0.8408,0.0128
-0.8919,-0.4913,-0.2583,-0.3793,0.5284
-0.8061,0.0763,-0.4077,0.0953,0.2170
0.0158,0.3980,0.1054,0.7066,0.7054
0.6619,0.7739,0.3707,0.7829,1.1067
0.7455,0.5918,0.2876,1.1524,1.6675
0.4647,0.5802,0.1386,0.9428,1.2694
0.4395,0.3129,0.6414,1.1719,1.1832
0.4594,0.2752,0.2909,0.7997,0.8653
0.0471,-0.1766,0.2518,0.3355,0.5768
0.2721,0.4364,0.1756,0.4426,0.5523
-0.4924,0.0574,-0.0857,0.4971,-0.0438
-0.7149,-0.5140,0.0926,0.8171,0.5163
-0.0114,0.3283,0.6007,1.1586,0.8087
0.1000,0.0275,0.1682,0.3980,-0.5654
-0.6584,-0.0857,-0.8886,-0.6280,-1.5319
-0.1436,-0.2332,-1.1407,-0.9999,-1.3342
-0.2313,-0.2261,-1.2632,-1.2830,-1.5725
0.2201,-0.1331,-0.3444,-0.5999,-0.5952
