A1_L,A1_R,A2_L,A2_R,PCG_L
-0.4692,-0.7502,-0.5214,-0.9371,-0.8691
-0.7033,-0.6877,-0.7865,-0.7349,-1.3088
-0.9634,-0.9369,-0.8334,-1.2481,-0.6315
-1.0901,-0.9294,-1.1443,-0.9878,-0.9112
-1.2335,-1.6020,-1.1078,-1.0618,-0.5587
-1.5781,-1.5203,-0.9821,-1.1539,-1.1270
-1.0760,-0.9569,-0.4610,-1.4156,0.3665
-0.6298,-0.4288,-0.4988,-0.8940,0.2603
0.3309,-0.0181,-0.0294,-0.0626,-0.0082
0.9673,0.7794,0.0213,0.5093,-0.2976
0.7910,0.7507,-0.0879,0.0820,0.3490
1.0209,0.8675,0.2499,0.4325,0.0483
1.1697,1.1441,0.2614,0.3759,-0.4148
0.8560,1.1926,-0.1050,-0.1581,-0.0777
0.8337,0.7308,-0.2227,-0.4411,0.3991
0.5052,0.3502,-0.2209,-0.5391,1.0474
0.5313,0.2291,0.1573,0.1507,0.3575
0.2953,0.1913,0.4532,0.7962,0.3458
0.7218,0.1842,0.6705,1.1421,0.2185
0.5474,0.2546,0.6779,0.8454,0.9968
0.3322,0.0253,0.5123,0.6796,-0.1380
-0.0442,0.3828,0.3377,1.1139,-0.0198
0.0706,0.1367,0.1938,0.3557,-0.3868
0.3933,0.2991,0.7357,0.6145,0.0168
0.3172,0.1457,0.6408,0.5417,-0.1105
-0.0271,0.2397,0.2983,0.6774,-0.0942
-0.3344,-0.0570,-0.2197,-0.2053,-0.4770
-0.7951,-0.8191,-0.9004,-0.8650,-0.3645
-0.9991,-0.6234,-0.5905,-0.6941,-0.2398
-0.7866,-0.4344,0.1482,0.0923,-0.6433
-0.1755,0.2904,0.5658,0.7768,-0.0266
-0.1682,0.2235,0.2790,0.5404,0.3739
-0.0423,0.0253,-0.2110,-0.0812,0.1182
-0.0146,-0.3295,-0.5128,-0.7631,-0.0820
0.3878,0.2682,-0.0698,0.0321,-0.4414
0.4660,0.4666,0.4074,0.0641,-0.8687
0.3750,0.3284,0.8205,0.2476,-0.6229
0.1465,0.0880,1.1142,0.7671,-0.1963
0.1251,-0.1397,1.1865,1.0818,-0.3078
0.3996,0.4111,0.6834,1.4085,0.4765
0.0578,0.1778,0.6078,0.7027,0.2931
-0.2063,-0.0391,0.4645,0.0105,-0.0498
-0.2028,-0.3271,-0.3989,-1.0437,-0.2492
-0.0241,-0.0071,-0.4401,-0.8526,-0.9513
0.1084,0.4418,-0.0967,0.1660,-0.5917
0.0517,0.5466,-0.0223,0.4425,-1.2634
-0.1416,0.1151,-0.1718,0.1752,-0.7218
-0.2548,0.0167,-0.4450,-0.3016,-0.6638
-0.3685,-0.0252,-0.3263,-0.2457,-0.3392
-0.7225,-0.5638,-0.7974,-0.1721,-0.4121
-1.5183,-1.1608,-1.1864,-0.3417,-1.1848
-1.5568,-1.4705,-1.0049,-1.0250,-1.0188
-0.9373,-0.6864,-1.2181,-1.1428,-0.8460
-0.1500,-0.1887,-0.1547,-0.6284,-0.3786
0.0407,0.1123,-0.2217,-0.3953,-0.0411
0.2081,0.5180,-0.0632,-0.1042,-0.5486
0.1455,0.3772,0.0535,-0.0056,0.0176
0.2345,0.2201,-0.2553,-0.1555,0.1458
0.1426,0.4386,0.0641,0.1113,-0.0327
0.0195,0.2504,-0.4665,-0.5314,0.5455
-0.3708,0.1053,-0.0614,0.0742,-0.4102
-0.0211,0.3938,0.5219,0.4829,0.0160
0.1246,0.6106,0.5646,0.7219,-0.2712
0.1079,0.5131,-0.2378,0.8350,-0.6109
0.2957,0.0385,0.0088,0.6145,-0.0406
0.6247,0.3078,0.5856,0.8999,-0.3068
0.2077,-0.0028,1.0231,0.9915,-0.2126
0.4012,0.1730,1.3901,1.2487,0.3136
0.5641,0.4332,1.1294,1.3911,0.5108
-0.2149,-0.4624,0.2668,0.0814,-0.3700
-1.6311,-1.8577,-1.3929,-1.5190,-1.0018
-1.3329,-1.5980,-1.8324,-2.0686,-1.1908
-0.6562,-0.8173,-1.1151,-1.6015,-0.1451
-0.0500,-0.5131,-0.6707,-1.4863,-0.6749
0.0664,-0.3274,-0.4125,-1.1204,-0.0934
-0.3166,-0.3393,-0.9538,-1.2595,-0.6741
-0.4354,-0.8141,-0.7476,-1.3168,-0.4489
-0.6172,-0.7520,-0.3858,-0.4481,-0.3790
-0.3634,-0.5981,0.3060,0.0011,-0.2806
-0.0784,-0.4038,0.5868,0.1088,-0.5271
-0.0127,0.1574,0.1323,0.3626,-0.2211
-0.2101,0.0281,0.1227,0.1657,-0.5027
-0.1108,-0.1610,0.5830,-0.1574,-0.5517
-0.4819,-0.4899,0.3237,-0.1408,-0.4866
-0.1953,-0.1309,-0.0433,-0.0248,-0.5788
0.0989,0.2539,-0.1141,-0.0662,-0.2141
0.2451,0.4331,-0.1561,-0.0606,0.2906
0.3693,0.3353,-0.0749,0.1195,0.6082
0.2331,0.4280,0.6896,0.6321,-0.1321
0.1432,0.1034,0.6333,0.5832,0.3467
-0.7962,-0.7190,-0.0708,-0.0303,-0.5263
-1.0717,-0.9384,-0.7520,-0.6491,-0.4091
-0.6075,-0.6796,-0.8390,-0.3654,-0.9674
-0.5852,-0.5616,-0.5954,-0.7438,-0.3972
-0.6562,-0.6396,-0.9653,-0.7530,-0.8595
-0.3305,-0.4732,-0.4936,-0.7602,-0.8891
-0.1462,0.1372,-0.4026,-0.5754,-1.3540
0.1773,0.6712,-0.1198,-0.1599,-0.1330
0.2928,0.7517,0.2729,0.0965,-0.7240
0.2826,0.5146,0.6367,0.5135,0.0719
-0.0118,-0.1477,0.6896,0.5525,-0.6376
-0.4103,-0.0708,0.0614,0.4935,-0.4014
-0.1802,-0.2399,-0.4889,0.2382,-1.4038
-0.2173,0.0470,-0.1153,0.5044,-0.0965
-0.3899,-0.1347,0.0652,0.0920,-0.4285
-1.1386,-0.8050,-0.6258,-0.4015,-0.9361
-1.1401,-0.6681,-1.1607,-0.4766,-0.9272
-0.5176,-0.6139,-1.0046,-0.4220,-0.4703
-0.4272,-0.4158,-1.3478,-0.5103,-1.5828
-0.5370,-0.3880,-1.0947,-0.8796,-1.6878
-0.2553,-0.0091,-0.6482,-1.0755,-1.0048
-0.1954,0.5194,-0.6064,-0.7552,-0.8897
-0.4464,0.0989,-0.3657,-0.5394,-0.4073
-0.2397,0.4208,0.1925,0.2012,-0.6690
-0.2899,0.1421,0.2151,0.2995,0.0842
-0.3122,-0.1235,-0.0063,0.2450,0.0438
-0.0401,0.1813,-0.2719,-0.3809,0.2570
0.2345,0.5595,0.1236,0.1997,0.2458
0.6343,0.6069,0.7420,0.9008,0.0533
0.9168,0.8425,0.8249,0.9615,0.2876
0.9026,0.9808,1.3111,1.2681,-0.3868
0.1252,0.4295,1.2043,1.1400,-0.0808
-0.3586,-0.1678,1.0643,0.5021,-0.0164
-0.2713,-0.0886,1.1019,0.2650,-0.4590
0.0721,0.0084,0.0841,-0.2728,0.6659
0.0631,0.0563,-0.6973,-0.3935,0.3735
-0.0623,0.1685,-0.4601,-0.1208,0.3115
-0.6064,-0.1319,-0.2349,-0.0561,0.6099
-0.2604,-0.3889,-0.0090,-0.2044,-0.5457
-0.1232,-0.0353,0.3088,0.0520,0.0454
0.1971,0.5918,0.1245,0.2628,-0.2892
0.1586,0.9208,-0.0712,0.2925,-0.8790
-0.1989,0.3645,-0.4861,-0.5452,-0.4164
0.5497,0.4460,-0.1989,0.0088,-0.6952
0.6511,0.7970,0.1628,0.6004,1.1051
0.6866,0.4738,-0.0165,0.5534,0.3941
0.9116,0.6572,0.0837,1.1137,0.1497
0.4385,0.4381,-0.2552,0.7225,0.4990
0.5512,0.2926,-0.5738,0.5726,0.1152
0.4421,0.1630,-0.5421,0.1204,0.6974
0.3673,0.4366,0.1096,-0.0040,-0.8889
-0.5669,0.1259,0.4150,0.2209,-1.1474
-1.0339,-0.6578,0.6661,0.0962,0.0827
-0.3228,-0.2372,0.7402,0.3480,1.0593
-0.8200,-0.9097,-0.3248,-0.0028,0.6156
-1.3190,-1.4386,-0.8251,-0.3655,0.3633
-1.4364,-1.2753,-1.1495,-0.7254,0.8259
-0.7279,-1.2958,-1.2390,-1.0219,1.1725
0.2133,-0.3317,-0.3314,-0.0876,0.6972
0.6634,0.4372,0.3101,0.6043,0.1882
0.3590,-0.0846,0.1433,0.1126,0.9527
0.5285,-0.1496,-0.0509,-0.1035,1.1921
0.4897,0.0208,0.1840,-0.0634,1.5450
0.7004,0.3871,0.3406,0.4866,0.6813
0.1371,0.3922,0.5860,0.6170,0.6508
-0.4285,-0.7411,0.6170,-0.0404,1.7681
-0.2218,-0.8712,0.4492,-0.1492,2.0702
-0.2062,-0.9367,0.6197,-0.4724,1.9010
0.1423,-0.5927,0.4362,-0.0842,0.7411
0.2399,0.0504,-0.0183,0.1017,0.2165
0.3687,0.5803,-0.1459,0.1478,-0.8887
0.2004,0.5401,0.2713,0.1581,-0.1830
0.1399,0.3175,0.3988,0.1933,0.5012
0.4297,0.2945,0.3760,-0.1040,0.5597
0.6195,-0.0691,0.1636,-0.4728,0.7604
0.5227,-0.0020,-0.3683,-0.4118,0.3951
0.4703,0.2727,-0.6139,-0.0205,0.3367
0.8547,0.8275,0.2082,0.5823,0.2658
0.9416,0.7967,0.6534,0.7250,1.0507
0.2655,0.0907,0.2101,0.4788,0.5602
-0.3093,-0.0396,0.0293,-0.2650,0.6560
-0.3093,-0.2002,-0.4089,-0.6561,0.2166
-0.1251,-0.3708,-0.6219,-0.6817,0.6827
-0.2384,-0.1723,-0.6767,-0.6431,-0.1570
-0.3315,-0.1082,-0.2135,-0.1793,0.0218
-0.0700,0.2489,0.0790,-0.1876,-0.0721
0.5251,0.5706,0.1552,-0.1830,0.8891
0.5619,0.3328,-0.0939,-0.1241,0.7470
-0.3871,-0.4498,-0.1846,0.1036,0.4877
-0.8066,-0.5639,-0.2044,-0.1610,0.8705
-0.1876,-0.4245,-0.2586,-0.1930,0.8126
-0.2531,-0.3682,-0.2883,-0.0964,0.6272
-0.1489,-0.2641,-0.2395,-0.0288,0.8605
0.3777,0.2026,-0.0902,0.1016,-0.1499
0.4035,0.4328,0.2154,-0.3110,0.4544
0.6384,0.5961,0.0742,-0.3916,0.2515
0.5188,0.3445,-0.1485,-0.3543,0.3689
-0.2580,-0.3368,-0.2175,-0.8915,0.2443
-0.5013,-0.8021,0.2304,-0.4868,0.2296
-0.1005,-0.7178,0.6807,-0.0584,0.6763
-0.3691,-0.5689,0.3321,0.0417,0.3851
-0.3564,-0.3157,-0.0928,0.2686,0.5720
-0.5307,-0.6717,-0.6081,-0.1885,-0.1433
0.1309,-0.3481,0.2105,0.2617,-0.1205
-0.0871,-0.1269,-0.3253,-0.0952,0.2190
0.4152,-0.0585,-0.3100,-0.1902,-0.1772
0.1657,-0.2811,-0.0256,-0.2207,0.6366
-0.7934,-1.0420,-0.1197,-0.0476,-0.0361
-0.9329,-1.3743,0.4505,0.0409,0.1193
0.0034,-0.4044,1.0723,0.5886,-0.4965
0.8298,0.5473,1.2884,0.9142,0.6288
0.6923,0.8335,0.7513,1.0038,-0.0100
-0.8229,-0.4924,-0.5134,-0.2131,-0.0925
-1.0299,-1.0249,-0.7033,-0.4547,-0.4565
0.0394,-0.5072,-0.0513,-0.2303,0.6262
0.3938,0.6109,0.1533,0.2612,0.3177
0.1869,0.3861,-0.0197,0.1290,1.7962
0.0639,0.3413,-0.0228,0.1484,0.0885
0.4667,0.3353,-0.1349,-0.1220,0.8284
0.5792,0.7207,0.3459,0.4511,0.6522
1.1148,1.3775,0.4947,1.0716,0.5842
0.9102,0.7926,0.5082,0.5370,-0.1533
1.1242,1.2598,0.3921,1.2865,0.3380
0.8008,0.6147,0.3171,1.0189,0.6921
0.5048,0.2871,0.7193,1.2389,1.4389
0.1435,0.0103,0.3551,0.9056,0.2007
-0.8281,-0.7885,-0.4043,-0.4684,0.3863
-1.2569,-1.2678,-1.2164,-1.5399,-0.5701
-0.5168,-0.5498,-1.0431,-1.3044,0.3785
-0.7767,-1.0461,-0.6929,-1.5462,0.7320
-0.7182,-1.4231,-0.6020,-1.2465,0.3834
-0.5156,-0.8855,-0.7650,-0.9044,0.6147
0.4180,0.1896,-0.3871,-0.5138,-0.1284
0.1218,0.4884,0.2342,-0.1584,0.3560
-0.3894,-0.1300,0.5943,-0.1867,0.2795
0.0832,-0.2884,1.2646,0.6001,0.3118
0.6064,0.3869,1.7816,0.9790,1.6484
0.3406,0.0817,1.5877,0.8980,0.3905
0.4358,0.3232,1.2229,1.1653,0.8244
1.2680,1.0823,1.2082,1.3503,-0.2070
1.4532,1.1780,0.5315,0.9327,0.2809
1.0223,0.6753,-0.2999,-0.3848,-0.3756
0.6556,0.9639,-0.5523,-0.2988,0.1536
-0.1088,0.1091,-0.4994,-0.2180,0.4732
0.0423,-0.2204,0.0329,-0.0909,0.1348
0.3145,0.4686,-0.0907,0.1537,0.1932
0.0457,0.3521,-0.1403,0.2553,-0.3718
0.2352,0.8491,0.6131,1.0956,0.4377
0.3264,0.6719,0.7909,0.9580,-0.1500
0.3796,0.8466,1.4412,1.4114,0.6559
0.0317,0.1573,0.7503,0.8322,-0.2919
0.3273,0.5488,0.5966,1.1547,0.1395
0.4036,0.2224,0.3677,0.4567,0.4486
0.5278,0.3421,0.1607,0.4218,0.4243
0.4087,0.3987,0.0779,0.5073,0.2011
0.6856,0.5005,0.6893,0.6119,0.4256
0.5304,0.7106,0.4698,0.1747,0.5687
0.7769,0.6076,0.1858,-0.1324,0.2526
0.9903,1.0004,0.1534,-0.1388,0.8216
0.8466,0.9920,-0.3041,-0.2563,1.0939
1.0033,1.0655,0.3715,0.5244,1.5301
1.4500,1.2235,0.5693,0.7153,1.3162
1.9498,1.9832,1.3048,1.6360,0.8298
1.7355,2.1700,1.7281,1.5672,0.5440
0.5058,0.9354,1.2186,0.6433,0.5667
0.3020,-0.0739,1.0506,0.0309,1.3387
-0.6139,-0.9559,0.2329,-0.4659,1.0936
-0.2752,-0.7383,0.1052,-0.4868,1.1186
0.7114,0.2864,0.9138,0.3094,2.0971
0.9717,0.7188,0.9479,0.2362,1.2762
0.8027,0.6623,0.8577,0.8666,1.0113
1.1178,1.1177,0.6685,0.7555,1.6806
1.4314,1.2169,0.2252,0.5435,0.5459
1.3981,1.3935,0.3944,0.5569,1.0624
1.0939,0.9716,0.1777,0.5428,0.7625
0.8101,1.1874,1.1709,2.2406,3.0801
-0.0687,-0.0220,-0.7485,-0.2103,-1.2421
-1.1706,-0.8677,-1.8879,-0.9286,-2.0542
-0.7695,-0.7404,-1.7448,-1.4160,-2.1386
-0.2165,-0.0979,-1.2310,-1.6006,-2.5375
-0.2654,-0.1258,-0.7788,-1.4196,-1.8480
-0.7230,-0.5976,-0.4212,-0.7738,-1.5910
-0.7166,-0.9007,-0.6784,-0.4531,-1.0459
-0.7287,-0.7913,-0.8609,-0.7414,-1.4451
-0.1877,-0.0906,-0.6483,-0.7476,-0.8897
0.1793,0.0040,-0.4090,-0.9072,-0.9870
0.1666,0.0345,0.1522,-0.4023,-1.1098
0.3687,0.3093,0.4191,0.4106,-0.7459
0.3847,0.3963,0.1966,0.2263,-0.5122
0.9018,0.7010,0.2625,0.1664,0.0695
0.9220,0.7400,0.1571,-0.1768,0.3420
0.8255,0.2912,0.5496,-0.3955,0.7167
0.6491,0.2293,0.9664,-0.0787,0.6131
0.5922,0.1328,0.8344,0.1506,0.5315
0.5964,0.7084,1.0364,0.3102,-0.8873
0.0873,0.7208,0.7603,0.2704,-0.0801
0.1367,0.7201,-0.0026,0.6188,-0.3222
-0.5506,-0.3345,-0.0684,0.1517,-0.3164
-0.7738,-0.6369,-0.5325,0.0703,-0.2010
-0.7239,-0.5912,-1.3756,-0.6359,-2.1295
-0.4014,-0.3873,-1.4667,-0.4043,-1.2727
