A1_L,A1_R,A2_L,A2_R,PCG_L
-0.7429,-0.8138,-1.0915,-1.5722,-1.4552
-1.2108,-0.8848,-0.8262,-2.0076,-0.2600
-0.3807,-0.6965,-1.0161,-1.0664,-1.2821
-0.1669,-0.1471,-0.5224,-0.4691,0.6681
0.4374,0.1873,0.5552,0.0164,0.7764
0.3919,0.5691,0.1553,0.7750,0.0233
0.7840,0.4870,-0.3386,0.1504,0.2307
0.3268,0.2062,-0.6764,-0.3951,0.1843
-0.1703,-0.1429,-0.8666,-1.0895,0.2691
-0.2876,0.0084,-0.8700,-1.0319,0.6484
0.2725,0.5639,-0.5253,0.1648,0.3418
0.3594,0.2568,0.6826,0.4250,1.0649
0.4534,0.2434,1.1682,0.6928,0.6768
-0.3427,-0.3118,0.5706,0.8785,0.3287
0.5131,0.4881,1.0678,1.1440,-0.0191
0.4330,0.4987,0.7841,0.5910,-0.0082
-0.1353,0.0318,0.1088,-0.2242,-0.1746
-0.5592,-0.4922,-0.2162,-0.2341,0.1143
-0.6508,-0.5944,0.2439,-0.0938,0.3857
-0.2986,-0.2821,0.2849,0.2828,0.0213
0.0775,0.0426,0.5232,0.4967,0.4524
0.0697,-0.0202,0.0565,0.6626,0.0369
-0.4662,-0.1795,0.0403,0.1710,0.7552
-0.3544,-0.5611,-0.0225,0.1153,0.3092
-0.5587,-0.7329,-0.3160,-0.7634,0.0305
-1.2955,-1.1306,-0.9945,-0.4621,-0.4303
-0.4763,-0.5053,-0.2274,0.0731,-0.1006
0.2138,0.4004,0.1758,0.0855,0.2341
0.8340,1.1463,-0.1218,0.0644,0.2279
0.6097,0.3075,0.1104,-0.4996,0.6510
-0.0667,-0.3465,0.1172,-0.3844,-1.2542
-0.3806,-0.3742,-0.0211,-0.1705,-0.7845
0.1220,0.2182,-0.1957,0.2148,-1.1162
0.2978,-0.0653,0.0947,-0.0816,-0.6641
0.4139,0.2227,0.4165,0.2330,-0.7219
0.2876,0.3145,0.2904,0.2320,-0.3419
0.5384,0.2986,0.3595,0.4041,-0.8619
-0.1371,-0.2696,-0.3866,-0.2112,-0.6756
0.2868,0.1096,0.5975,0.1642,-0.3099
0.2671,0.5087,0.1706,0.4845,-0.5699
0.0032,0.1042,0.5013,0.4527,-0.8163
