A1_L,A1_R,A2_L,A2_R,PCG_L
-0.0260,-0.7051,-0.8702,-0.8536,-0.0824
-0.1100,-0.4201,-0.9631,-0.9198,-0.1187
-0.5080,-0.4531,-1.1488,-1.3175,0.3312
-0.1218,-0.1980,-1.0586,-1.3044,0.9602
0.5170,0.1605,-0.5183,-0.6356,1.4749
1.6459,1.2706,-0.3387,-0.4249,0.6165
1.0937,0.6514,-0.6256,-0.8577,0.3933
0.5716,0.3089,-1.0535,-1.2616,0.3171
0.3406,-0.1686,-1.2371,-1.2123,-0.4647
0.0215,-0.3536,-1.1734,-1.1634,0.3713
0.4483,0.2385,-0.6139,-0.4341,0.3043
0.6630,0.5898,0.0250,0.5836,0.6995
0.3591,0.2926,0.5255,1.0008,0.5333
0.4750,0.3413,0.8793,1.5076,1.0257
0.3397,0.4938,0.7529,1.1479,0.9701
0.6478,-0.0978,0.6803,0.9812,0.5734
-0.2235,-0.2492,-0.1024,0.5241,1.0166
-0.4634,-0.8949,0.0294,0.1981,0.8455
0.4477,-0.0001,0.3986,0.9684,0.5872
0.2360,-0.1893,0.5753,0.6431,0.7215
-0.1006,0.0349,0.7870,0.8153,-0.3064
-0.3162,0.5680,0.9114,0.7086,-0.6322
-0.3011,0.2079,0.5062,0.6911,-0.0338
-0.2826,0.0833,0.5944,0.6618,0.2568
-0.5036,-0.3091,0.3236,0.1537,-0.1537
-0.6345,-0.1621,0.0539,0.0762,-0.3818
-0.2098,-0.0963,-0.1151,0.4590,0.2099
-0.2307,0.1567,0.1546,0.5950,-0.2735
-0.0814,0.1008,0.5262,0.4159,0.1540
-0.1216,-0.0089,0.9245,0.6203,0.0340
0.2266,-0.0598,0.6534,0.4440,0.5287
-0.0460,0.2046,0.1463,0.3071,0.2829
-0.3282,-0.0847,0.3651,0.0061,-0.2775
-0.2410,0.0746,-0.1992,-0.1094,-0.2585
-0.1151,-0.0293,0.1252,-0.2765,-0.1954
-0.4489,0.1601,-0.1113,-0.0420,0.0234
-1.2811,-0.6028,-0.0360,-0.6361,-0.3489
-1.1235,-0.6263,-0.1738,-0.6616,-0.1605
-0.2993,0.0807,-0.1649,-0.3349,-0.7283
-0.4226,-0.2257,0.0588,-0.2309,-1.9089
-0.0538,0.2321,-0.1851,-0.2322,-0.6544
0.3738,-0.1365,-0.0718,-0.6958,-1.3379
0.3044,0.0175,-0.3869,-1.1412,-0.9898
0.4218,0.0301,-0.4898,-0.9419,-0.8163
-0.0878,-0.5153,-0.6286,-0.7346,-0.6379
-0.3142,-0.8047,-0.8235,-0.8968,-0.9988
-0.7864,-0.8504,-1.2136,-1.2362,-1.8342
-0.7338,-0.5189,-0.7580,-0.9323,-1.0844
0.0174,0.1215,0.1009,0.0207,-0.7813
0.2361,0.4634,0.4691,0.6482,-0.8177
0.0960,0.3562,0.7128,0.9712,-0.3249
-0.0411,-0.1733,0.8897,0.4875,-0.5459
-0.3584,-0.1409,0.6171,0.0391,-0.1579
-0.3216,0.5781,0.1152,0.6132,-0.1255
0.2074,0.8993,0.2493,0.8037,-0.1433
0.5315,1.0082,0.3121,0.3506,-0.8243
-0.0181,0.5647,-0.2061,-0.4692,-1.2816
-0.3040,0.4658,-0.0024,0.3175,-1.0316
0.2076,1.0638,0.1221,1.1222,-0.7686
0.1910,0.8427,1.0473,1.1455,-0.1961
0.5946,0.8808,1.5421,1.0515,-0.2217
-0.1685,0.1031,0.4423,0.3176,-0.0237
-0.2130,-0.0827,-0.5120,-0.9124,-1.2235
-0.4005,0.2237,-0.1214,-0.3797,-1.0304
-0.0402,-0.7927,0.3766,-0.4229,-0.1256
-0.6545,-1.1767,0.0612,-0.5764,-1.2297
-0.9947,-1.0133,-0.0382,-1.0454,-1.7225
-0.4050,-0.6775,0.2914,-0.4696,-1.4071
-0.2860,-0.4723,0.3647,0.1227,-0.3699
0.1281,0.0432,0.8458,0.4422,-0.5830
-0.5925,-0.5760,1.0767,0.2141,-0.5342
-0.5813,-0.7017,0.8614,0.2635,-0.5198
-1.0437,-1.1798,0.5600,0.1517,-0.0786
-0.4935,-0.8312,0.7362,0.9922,0.0420
-0.5895,-0.4494,0.8929,1.2458,0.3359
-0.2950,-0.3437,0.8904,1.5887,1.4659
-0.3510,-0.3047,0.6982,1.1760,0.5671
-0.1260,-0.5307,0.8788,1.0193,-0.1130
-0.4465,-0.8140,0.2800,0.3688,0.1262
