A1_L,A1_R,A2_L,A2_R,PCG_L
-0.2891,-0.4493,-0.8367,-1.4012,0.5213
-0.5703,-0.7228,-1.2447,-1.5243,0.4429
-1.3107,-1.7358,-1.6370,-1.4740,-0.9696
-1.0614,-1.7219,-1.6024,-1.4844,-0.1909
-0.9166,-1.5867,-1.4344,-1.2787,-0.0531
-0.4315,-0.9320,-0.9831,-0.5094,0.4106
-0.3214,-0.5306,-0.6951,-0.4682,0.2189
0.0173,0.0500,-0.2611,0.0590,1.0361
-0.0124,0.5232,0.0611,0.2911,1.0067
-0.2180,0.3002,0.1526,0.0797,0.9327
0.2344,0.1724,0.4449,0.2431,1.4549
0.1930,0.1654,0.3053,-0.4470,0.7273
-0.3537,-0.5870,-0.1565,-0.3541,0.1789
0.2914,0.0640,0.2811,0.1738,0.6485
0.7168,0.3120,0.5655,0.6244,-0.1012
0.4235,0.4164,0.6429,0.8810,-0.1107
0.0930,0.0618,0.4683,0.3282,-0.2685
-0.1179,-0.1507,0.6701,0.5118,-0.4086
-0.2052,0.2960,0.3623,0.3293,0.0987
-0.2910,-0.4779,-0.2118,-0.2678,-1.0119
-0.2554,-0.2424,-0.1278,-0.0383,-1.0049
-0.1196,-0.3305,-0.0972,0.0103,-1.8233
-0.2263,-0.1077,-0.3757,-0.2595,-1.7054
-0.1718,-0.1690,-0.0431,-0.0254,-1.0923
-0.4996,-0.4887,-0.3330,-0.6600,-1.2156
0.1481,0.2032,-0.4042,-0.4782,-0.7407
0.4863,0.8151,0.0465,-0.3718,-0.3304
0.7274,0.9807,0.4296,-0.1622,-0.4213
0.2367,0.4365,0.0214,0.2665,-0.4472
0.2138,0.1183,0.3673,0.1614,-0.2931
0.5023,0.4829,0.2606,0.3307,0.0060
0.0598,-0.3127,0.1508,0.1969,-0.4076
0.0100,-0.0588,0.3544,0.4526,0.5838
0.0259,-0.2522,0.3259,0.3972,0.8555
0.5427,0.0658,0.9001,0.8203,0.3655
0.5722,0.9405,0.7742,0.8097,0.4076
0.7005,1.0466,0.8800,0.5074,0.3850
0.9005,1.2146,0.6786,0.4254,-0.0259
1.1738,1.0792,0.9778,0.5456,-0.7094
0.8380,0.5806,1.1976,0.7675,-0.2999
-0.0825,0.3781,0.3207,0.6923,0.3272
0.2094,0.1765,0.5899,0.7254,0.8549
0.1288,-0.0117,-0.0214,-0.0726,0.6436
0.1367,-0.0888,-0.1350,0.0769,0.1819
0.2750,0.6493,-0.0231,0.3281,0.6727
0.1131,0.5022,-0.3623,-0.2010,-0.0741
0.4344,0.6903,0.2529,0.4015,-0.7980
0.3809,0.8069,0.4925,0.2971,-0.5464
-0.0194,0.5859,0.3655,0.7572,-0.1511
0.0657,0.2749,0.1758,0.5813,0.4898
-0.1550,-0.1462,0.5825,0.3631,0.7252
0.4432,0.4126,0.7074,0.5230,1.3206
0.0786,-0.0129,0.2915,0.3306,0.3426
0.5813,0.2191,0.4754,0.7933,0.2639
-0.0532,-0.2748,0.2339,0.2509,-0.1193
-0.0899,-0.3862,-0.1831,0.0855,0.9128
-0.1711,-0.3454,-0.0508,-0.1183,1.2543
-0.6628,-0.3244,0.2379,0.3187,0.9428
-0.5369,-0.0792,0.0782,-0.0333,0.5569
-0.8397,-0.4947,-0.4730,-0.6767,0.3701
-0.8464,-0.5143,-0.7341,-0.0282,0.1808
0.1689,0.1633,-0.2788,0.5373,-0.3090
0.1208,0.3116,0.3229,0.7417,0.0277
-0.0224,0.0812,0.3052,0.3922,-0.1597
-0.3289,-0.4565,0.1541,-0.0404,-0.6280
-0.0979,0.0783,-0.1246,0.2674,-0.0523
-0.1200,0.3129,-0.3771,0.4000,0.0841
0.0468,0.1853,-0.3203,0.3926,0.1530
0.0667,0.0255,0.0811,0.4025,-0.1348
-0.1674,-0.4301,-0.3598,0.2620,-0.6283
-0.1050,-0.2987,-0.4003,0.2161,-0.4865
-0.1175,-0.4306,-0.4990,-0.2370,-0.4025
-0.1697,0.0064,-0.0799,0.0342,0.2061
0.0982,0.4983,-0.2258,-0.0658,0.7391
0.0284,0.3595,-0.4431,-0.2472,0.5259
-0.3440,-0.1281,-0.1698,-0.0207,0.3744
0.1237,0.2245,0.3252,0.1156,0.4358
-0.0503,0.0964,0.2452,-0.0703,-0.6002
-0.0043,-0.1859,0.0317,-0.2481,-0.6205
-0.0433,-0.3891,-0.2577,-0.2861,-0.7942
-0.3606,-0.6062,-0.0701,0.1140,-0.5732
-0.0088,-0.0612,0.4422,0.7466,-0.3797
0.0138,-0.1157,0.3316,0.7182,-0.3981
0.1362,0.1830,0.5115,0.4972,0.0830
0.3357,0.5191,0.2848,0.1093,0.4001
0.2702,0.2503,0.3523,0.7490,-0.4240
0.0976,-0.1916,0.2650,0.1568,-0.1535
-0.6116,-0.5279,-0.2182,-0.3789,-0.6120
-0.3192,-0.1762,-0.4515,-0.1009,0.0425
-0.2977,0.0124,-0.6837,-0.3654,-0.5153
-0.1716,-0.0554,-0.6999,-0.5554,-0.6407
0.3223,0.5559,-0.1339,-0.0281,-0.5559
0.6628,0.4597,0.5697,0.3327,-0.3610
0.2997,0.1684,0.2343,0.1339,0.0745
-0.3360,-0.2767,-0.2221,-0.0712,-0.3198
-0.2034,-0.0544,-0.0028,0.1669,0.3407
-0.0781,0.0512,-0.1414,-0.3739,0.7833
0.4088,0.0658,0.2496,-0.0076,-0.0631
1.0152,0.6324,0.6313,-0.0188,0.9090
1.1205,0.5641,0.6375,-0.1671,0.4042
0.7709,0.2570,0.6411,0.1026,0.6831
0.8938,0.7365,0.6983,0.5668,1.0297
0.1134,0.3182,0.6488,0.6048,1.0871
0.1029,0.6188,0.6247,0.7103,1.2037
0.4484,0.4655,0.7960,0.5645,1.0001
0.6947,0.7136,0.9038,0.5334,0.7417
0.1029,0.6023,0.6858,0.6097,0.6706
-0.2252,0.2671,0.3211,0.8941,1.4495
-0.1952,0.5945,0.2741,0.2748,1.2729
-0.0393,0.5724,0.3676,0.0424,0.8735
0.8262,0.7892,0.7017,0.2832,0.3686
1.2251,0.4614,0.2971,-0.2231,0.3389
1.0436,0.2798,0.1816,-0.0898,0.1989
0.9774,0.2503,0.2350,0.0320,0.9298
0.0627,-0.3626,0.3229,0.0348,1.0822
-0.2056,-0.7657,-0.1707,-0.1544,1.1784
-0.1620,-1.0288,-0.1480,-0.7659,0.9516
-0.0245,-0.2516,-0.1221,-0.7537,1.4629
-0.4981,-0.4619,-0.2939,-0.9433,0.6455
-0.7362,-0.8063,-0.3246,-0.6780,-0.1824
0.3416,-0.1017,-0.3323,-0.2598,0.5462
-0.2219,0.0161,-0.3289,-0.3672,-0.2871
-0.5569,-0.0815,-0.2114,0.1950,0.5769
-0.6547,-0.1773,0.0685,0.1407,0.7452
-0.4842,0.0699,-0.0715,0.5848,0.8850
-0.0265,0.5207,0.2338,0.1818,1.2705
0.0166,0.7600,0.6405,1.1860,0.6861
0.2859,0.7048,0.9955,1.0914,1.1262
-0.1297,0.6377,1.1171,1.2421,1.3993
-0.4657,0.3476,0.6180,1.1239,1.1412
-0.4461,-0.2612,0.4237,0.6522,1.4331
-0.1048,0.0316,0.6982,0.5120,1.3719
-0.4490,-0.1482,0.2803,0.5005,0.8242
-1.0326,-0.2869,-0.0686,0.5137,0.4634
-0.8910,-0.3048,-0.2081,-0.2696,-0.0517
-0.7002,-0.5285,-0.2741,-0.2543,-0.0466
0.0265,0.3141,0.0039,0.5089,0.0433
0.1065,0.2014,0.3640,0.4232,-0.0656
-0.1686,-0.4953,0.5892,0.3929,0.2226
-0.5848,-0.7013,-0.5724,-0.8095,-0.5937
-0.2760,-0.1424,-1.4572,-0.7174,-0.2341
-0.1504,-0.3040,-1.2422,-1.2918,0.0855
-0.5904,-0.7286,-0.9901,-1.6893,-0.4871
-0.2732,-0.9580,-0.9028,-1.1716,0.0888
-0.7178,-1.1884,-1.4749,-1.7750,-0.2421
-1.3752,-1.7237,-2.0733,-2.2883,-1.4879
-1.1041,-1.7624,-1.4917,-1.5830,-2.4231
-0.9102,-2.0351,-1.2215,-0.9478,-1.5892
-0.5358,-0.6319,-1.3889,-1.0986,-0.8096
0.6853,0.2717,-0.9559,-0.2933,-0.5610
0.7878,0.4675,-0.1960,-0.0956,0.4241
0.9763,0.8864,-0.0140,-0.0741,0.3015
0.7832,1.0470,0.1826,-0.1727,0.2086
1.3217,0.9275,0.6647,-0.3362,0.9752
0.2045,0.2048,-0.4949,-0.4647,2.1134
-0.6978,-1.4198,0.4850,0.0651,0.3087
-0.3057,-0.6931,-0.0613,-1.1860,0.3749
-1.1878,-0.3095,-0.5966,-0.3313,2.6048
0.6050,0.2568,0.3066,-0.4911,-0.1979
0.3647,0.4541,-0.2603,-0.5951,0.5568
0.3896,1.1538,-0.1468,-0.4971,-0.7465
0.6375,-0.5276,0.0405,-1.7549,0.0079
0.2283,0.6919,0.0146,0.1644,-0.7775
0.9160,0.6153,-0.3339,-0.8413,-1.6613
1.3738,0.8206,0.4159,-0.1553,-1.3497
1.2656,0.6687,0.6942,0.4527,-0.7394
0.6806,0.3575,0.6446,0.2939,-0.7408
-0.1198,-0.1993,0.1478,-0.0320,-0.6280
-0.0413,-0.0303,0.3963,0.6144,-0.8966
-0.1428,0.0481,0.2275,0.5554,-0.8397
-0.6492,-0.7062,-0.1124,0.2959,-0.8169
-0.7515,-0.6578,0.0357,-0.0610,-0.1664
-0.1849,-0.2093,0.1293,0.0424,-0.0552
0.1190,0.0883,0.3814,0.5269,0.2109
0.3507,0.4011,0.3155,0.5407,-0.0014
-0.1181,0.5364,0.2248,0.8003,0.2656
0.1644,0.7576,0.5576,1.0107,0.0538
-0.0840,0.2741,0.5805,0.8184,-0.8706
-0.3150,0.0895,0.4395,0.7474,-0.8037
-0.1587,-0.0187,0.1793,0.5041,-0.4426
-0.1404,0.0489,0.2873,0.4400,-0.4999
-0.1295,0.3617,0.4001,0.3697,-0.1941
-0.5833,-0.1891,-0.1434,0.4560,-0.7473
-0.2704,0.3289,0.1220,1.2032,-0.2628
-0.1229,0.2002,0.0723,0.8478,-0.2528
-0.0280,0.3213,0.2288,0.7934,-0.2348
-0.0204,0.2869,0.4774,0.7036,-0.1663
-0.3608,-0.2452,0.1356,0.1851,-0.0336
-0.4066,-0.3843,-0.2109,0.1585,-0.3841
0.0541,0.1072,0.4139,0.3279,-0.1212
0.3637,0.0993,0.2725,-0.0893,-0.3576
0.3506,-0.0774,-0.0728,-1.0824,-0.7039
0.2360,-0.2521,-0.2778,-0.8997,-1.5094
0.1897,-0.3852,-0.3006,-0.2762,-1.3399
-0.2017,-0.6015,-0.5958,-0.6901,-1.0461
0.0852,-0.4639,-0.7096,-0.7906,-0.6573
0.1148,-0.2685,-0.5358,-0.5094,-0.4700
-0.4824,-0.3370,-0.5993,-0.6145,0.0513
-0.5047,-0.2666,-0.4847,-0.3012,-0.4253
-0.3537,-0.0523,-0.3621,-0.0499,-0.8447
0.3498,0.4618,-0.1628,0.1500,-0.8872
0.1362,0.4971,-0.1439,-0.1174,-0.9269
0.3596,0.4939,-0.0429,0.2684,-0.2584
0.2670,0.9736,0.0206,0.5587,-0.0818
0.5470,1.2217,0.1403,0.6588,0.4868
0.7252,0.9525,0.5608,0.7117,0.6511
0.3026,0.3911,0.2432,0.2335,0.6320
0.1651,0.3904,-0.1198,0.0671,0.6233
0.2774,0.4703,-0.0745,0.1799,0.5542
0.4461,0.2754,0.0684,-0.3596,-0.1250
0.2331,-0.2860,-0.3865,-0.5884,0.0423
1.0057,0.0269,-0.0594,-0.2525,0.0193
1.1352,0.2420,0.4882,-0.2582,0.0797
0.7006,-0.1751,0.3751,-0.1437,0.3585
0.0842,-0.9565,-0.3157,-0.6521,0.2841
-0.1085,-1.0867,-0.6801,-0.6893,-0.1822
-0.0981,-0.1000,-0.4082,-0.4027,-0.1247
-0.7830,-0.2926,-0.5908,-0.5290,-0.4403
-0.6468,-0.4672,-0.3912,-0.1442,-0.4988
-0.5062,-0.2363,-0.2134,-0.1575,-0.7550
-0.1155,0.0551,0.1901,0.4883,-0.3057
0.2585,0.5466,0.8140,0.3183,-0.2204
-0.2381,0.1544,0.1695,-0.0278,-0.3514
-0.1768,-0.4480,0.1047,-0.1529,-0.5472
0.1562,-0.0186,0.2111,-0.0753,-0.7408
0.7905,0.4766,0.9267,0.0374,-0.4556
0.3692,0.0390,0.7291,0.1218,-0.5601
-0.2534,-0.3600,-0.0163,-0.0381,-0.9611
-0.9016,-1.0343,-0.8584,-0.7836,-1.4021
-0.8260,-0.7988,-0.4414,-0.5848,-1.5726
-0.3476,-0.2746,-0.2864,-0.5047,-0.8340
-0.5317,-0.3169,-0.2965,0.1793,-0.6635
0.0249,-0.2421,0.3332,0.3512,-0.3871
-0.2409,-0.2172,0.0916,0.3136,-0.5579
-0.3697,-0.4375,-0.1978,0.3427,-0.0530
-0.3666,-0.4259,-0.0724,0.0987,-0.3255
-0.2122,-0.2322,0.1519,0.1267,-0.4169
-0.1178,0.5872,0.2139,0.2539,0.2817
-0.3784,0.0360,-0.1662,-0.2736,-0.0985
-0.7386,-0.9068,-0.5140,-0.8027,-0.0631
-0.4533,-0.8459,-0.6859,-0.7934,0.0557
-0.5818,-0.5124,-1.0197,-0.8307,-0.5541
-0.4542,-0.2699,-0.9178,-1.0448,-0.9525
-0.3267,-0.3626,-0.8715,-1.0431,-0.6105
-0.2110,-0.1982,-0.5919,-0.8974,-0.3618
-0.5252,-0.5797,-0.8521,-1.2355,-0.0983
-0.4513,-0.5033,-0.8877,-0.8287,-0.6587
-0.0704,-0.8005,-1.0949,-1.1171,0.2541
-0.5370,-1.1152,-1.5266,-1.6466,-0.6059
-0.9296,-0.9093,-1.4735,-1.4479,-0.7416
-0.2139,-0.2369,-0.7134,-0.6784,-0.3538
0.4124,0.2729,-0.0441,0.1051,-0.3082
0.0726,0.5627,-0.0024,0.1446,-0.1843
-0.3939,0.3114,0.1355,0.0784,0.0510
-0.2985,0.2764,0.3742,0.4804,0.3865
-0.7346,0.3525,0.1167,0.4693,0.2133
-0.3687,0.1630,0.1300,0.3440,0.0248
-0.2352,0.3088,0.3806,0.8395,0.1032
0.5650,0.4946,0.8633,0.8727,0.0985
0.8841,0.3169,0.9040,0.4563,0.8465
0.7296,0.2601,0.4412,0.6233,1.1271
0.6788,0.3836,0.6807,0.4321,1.9262
0.5690,0.5667,0.9028,0.8578,1.7008
0.1306,0.3531,0.7996,0.7644,0.6494
-0.4223,-0.0019,0.1791,-0.0251,0.0365
-0.7304,-0.0560,-0.6251,-0.1211,-1.1334
-0.1441,0.3118,-0.1405,0.5685,-0.4808
0.1372,0.4908,0.2052,0.6568,-0.4075
-0.1312,-0.1639,-0.0474,0.2654,-0.2574
0.1049,-0.0898,-0.0188,0.0793,-0.4752
0.1081,0.3314,0.3064,0.6396,-0.3671
1.0914,0.7644,0.7647,1.0418,0.2573
1.1024,0.7353,0.9514,0.8028,0.0901
0.7885,0.7295,1.0016,0.8947,0.5071
0.7125,0.4143,0.8173,0.7848,0.6969
0.7193,0.6003,0.6370,0.4699,0.4466
1.0654,1.0520,0.6797,0.5282,1.0801
0.9955,0.9349,0.7738,0.5718,1.5537
0.3265,0.7709,0.9118,1.0660,1.5035
0.4370,0.8662,0.7988,1.0680,1.3633
0.1475,0.7448,0.4235,0.7550,0.4049
-0.3494,0.1710,-0.0755,0.5147,0.5658
-0.4222,-0.3251,-0.1005,0.2016,0.9035
-0.5500,-0.4194,-0.1267,-0.0407,0.3915
-0.3677,0.0912,0.3679,0.6397,0.0111
-0.0314,0.2887,0.5020,0.5970,-0.8350
-0.1033,-0.0823,-0.1155,0.0752,-0.9058
-0.0962,-0.1050,-0.1750,-0.1478,-0.9278
0.4832,0.5473,0.1803,0.4314,-0.5595
0.3884,0.4746,0.5582,0.9097,-0.1466
0.4072,0.4113,0.6036,1.0967,-0.1645
0.4649,0.2005,0.6336,0.7376,-0.0428
0.1955,-0.4313,0.5083,-0.0377,0.2757
-0.0089,-0.6302,-0.0165,-0.7726,0.4822
-0.0193,-0.7243,-0.4692,-1.2172,-0.1282
-0.0139,-0.6366,-1.0271,-1.7471,0.1298
-0.8659,-1.4391,-1.4751,-2.1904,-0.3141
-1.0955,-1.4347,-1.7614,-1.8484,-1.0606
-1.3431,-1.8055,-1.9145,-2.3062,-1.5717
-1.1087,-1.5310,-2.0410,-1.9787,-0.4065
