A1_L,A1_R,A2_L,A2_R,PCG_L
1.5637,1.1811,1.1232,0.3937,1.2781
1.4865,1.1348,-0.1197,0.4431,0.8233
0.3212,0.1379,0.2042,-0.0640,0.7182
-0.9152,-1.2432,-0.4100,-0.5056,-0.1129
-1.2707,-1.1719,-0.3164,-0.0757,-0.8383
-1.0812,-1.1912,0.2998,0.3566,-0.9541
-1.6128,-1.4350,-0.2232,-0.4130,-1.6668
-1.3835,-1.0058,-0.5272,-0.9269,-1.3473
-0.8699,-1.1146,-0.5763,-0.7086,-0.0590
-1.6488,-1.3744,-1.6772,-1.6408,-1.0401
-1.0917,-1.0102,-1.1094,-1.1919,-1.4331
-0.6583,-0.2109,-1.0633,-0.4274,-0.6629
-0.1754,-0.4037,-0.7122,-0.4408,0.4456
-0.5522,-0.5275,-0.7733,-0.8472,0.7529
-0.8117,-0.8998,-0.9275,-1.5105,0.4039
-0.2497,-0.1428,-1.1610,-1.2533,0.4237
-0.1251,0.1294,-0.9922,0.0903,-0.5880
0.3954,0.4735,-0.6218,0.1600,-0.9473
0.6317,0.7604,0.4102,0.4370,-1.4055
0.0426,-0.1203,0.8350,0.5507,-0.9378
-0.5476,-0.8998,0.3212,-0.2043,-1.4477
-0.9718,-0.8946,0.0964,-0.1778,-1.6075
-0.5739,-0.9545,-0.2999,-0.6249,-0.8458
0.4868,-0.2439,-0.4268,-1.2396,-0.8258
0.5418,0.2727,-0.0457,-0.0049,-0.7911
1.2026,1.5453,0.3320,-0.0159,-0.7068
0.5312,0.8942,0.0477,0.1824,0.4600
0.4150,0.4605,-0.2646,0.1637,0.2571
-0.0915,0.4215,-0.1460,0.5749,0.5287
-0.0616,0.2088,-0.1965,0.3432,-0.3821
0.3912,0.0152,-0.0561,0.4392,0.0401
1.0495,-0.0605,0.1598,0.9873,0.0539
0.9863,0.2773,-0.1176,-0.1076,0.2611
0.7854,0.2319,0.4300,0.2917,0.6334
0.7911,0.6390,0.2109,-0.2206,0.6583
0.4606,0.4048,0.6990,0.1741,0.5181
0.9680,0.5111,0.6346,0.2054,-0.5111
1.1201,1.3508,0.6646,1.1828,0.3894
0.9311,1.2458,0.8347,0.9950,0.7220
0.9725,1.3680,0.6746,0.0647,0.7306
0.3669,0.8826,0.4522,0.4570,1.0591
-0.2473,0.2587,-0.3123,-0.3826,0.4491
-1.0131,-0.6631,-0.5152,-0.3800,0.0885
0.0862,0.0619,-0.0088,0.1330,0.8524
0.2239,0.8726,0.2430,0.5987,0.6611
0.5889,1.0172,-0.1476,-0.1699,0.4689
0.7638,0.6434,-0.2017,-0.1074,0.7816
0.7983,0.4445,-0.1197,-0.5682,-0.2727
1.1643,0.9250,0.2396,0.3753,0.4562
0.6568,0.4772,0.2642,1.0068,0.4688
0.3915,0.4723,0.1936,0.9939,1.8557
-0.0038,-0.1816,0.3956,0.7164,1.7264
-0.1040,-0.4921,0.4469,0.3596,0.3177
0.0417,0.0376,0.9343,1.1833,-0.3987
0.0810,0.1111,0.8810,0.6412,0.4741
-0.1995,0.4628,0.1234,0.1531,0.0973
0.4713,0.6703,0.4409,0.2876,-0.5216
0.4873,0.7567,0.2575,0.2073,0.5701
0.1860,0.8132,0.3571,0.3938,0.5134
0.0321,0.4290,0.2793,-0.0602,0.9212
0.3088,0.7233,0.8562,0.9770,-0.6020
0.1697,0.4365,0.7358,1.0240,-0.4711
-0.7308,-0.4218,1.0355,0.9367,-0.1752
-1.2055,-1.1404,0.8367,0.1651,-0.3476
-1.2969,-1.0531,0.5630,0.4859,-0.9539
-1.1346,-0.7525,0.1226,0.4155,-0.8514
-0.7260,-0.0115,-0.1065,0.6970,-0.0447
-0.9476,-0.6451,0.1903,0.5746,-0.3272
-1.1258,-1.0783,-0.1394,-0.5552,-0.6281
-0.6285,-1.2237,0.4023,-0.3862,-1.5234
-1.3648,-1.1403,-0.7440,-0.8101,-0.6701
-1.1743,-0.8824,-0.7718,-0.7160,0.3795
0.2466,0.0267,-0.1845,0.0831,0.4989
0.2483,0.0146,0.1472,0.6021,0.3211
-0.3116,-0.0610,0.1535,0.8899,0.7887
-0.3014,-0.0852,0.1210,0.6054,0.4982
0.1694,0.0806,0.9046,1.0808,0.2326
0.4908,0.4823,0.6689,0.7999,0.7891
0.2852,0.4055,0.7713,0.8674,0.3317
-0.0395,0.2502,0.0769,0.1002,0.0049
0.0914,0.3984,0.1999,0.7586,-0.0421
0.5419,0.6240,-0.0931,-0.0988,0.2515
0.4149,0.1261,-0.0594,0.0981,0.5200
0.0095,-0.1824,-0.0432,-0.2298,0.4967
0.2380,-0.2565,-0.0506,0.0638,-0.7727
0.6601,0.0168,0.3469,0.1681,-0.9561
0.0801,-0.0336,-0.0191,0.0799,-0.0557
-0.2254,-0.4524,0.4099,-0.0428,-0.9732
-0.7233,-0.5879,-0.0533,-0.4761,-0.7806
-0.3673,-0.3879,0.0206,0.8709,-0.6793
0.1953,-0.1203,-0.0811,0.5279,-0.8422
-0.2115,0.1976,0.1039,0.6566,0.5111
0.2111,0.6234,0.3817,0.7223,0.3245
0.5160,1.0979,0.4314,1.0890,0.7485
0.3158,0.5568,-0.2331,0.2772,-0.0522
-0.2482,0.0506,-0.9206,-0.2136,0.5055
-0.5323,-0.5557,-0.7537,-0.2252,0.8262
-0.5547,-0.5512,-0.4520,-0.4464,-0.0206
0.2942,-0.6488,0.1713,0.3836,-1.2527
0.8699,0.4266,0.2622,1.0177,-0.0780
0.2129,0.1043,0.3889,1.0355,0.0679
0.4448,0.6377,0.2426,0.4044,1.3904
-0.2574,0.0310,0.0394,0.1142,0.3040
-0.1021,-0.5792,-0.1720,-0.2889,-0.6816
-0.2372,0.0541,-0.1163,0.1023,-0.0927
-0.5761,-0.1481,-0.5089,-0.1889,0.0905
-0.9599,-0.5695,-0.4980,-0.2577,0.3029
-1.1826,-0.7128,-1.0435,-0.4553,0.6823
-0.7018,-0.4890,-0.9501,0.1534,0.4801
0.2741,0.2478,-0.0254,0.2226,-0.1320
0.7999,0.8843,-0.0370,-0.0097,0.5879
0.6966,0.4276,0.5335,-0.2917,-0.1206
0.4602,0.6258,0.4393,-0.1153,0.7581
0.3864,0.5702,-0.1141,0.2153,0.7964
0.2535,0.4753,-0.2954,0.0815,0.7722
0.5963,0.4702,-0.1050,0.3123,0.6997
0.6224,0.1994,0.0026,-0.0220,0.4898
0.4217,0.3526,0.1261,0.3117,0.4878
0.2040,0.4041,0.4443,0.0189,-0.2375
0.3614,0.3407,0.4545,0.2634,-0.6212
0.0595,-0.5775,0.5696,-0.2147,0.2008
-0.1143,-0.9833,0.1065,-0.0288,-1.0272
-0.1422,-0.3273,-0.2715,-0.1218,-0.3683
-0.0461,-0.6412,-0.8533,-0.1749,0.3297
-0.3301,-0.4189,-0.7609,-0.2358,0.2345
-0.1917,-0.3443,-0.7931,-0.7059,-1.1531
0.3695,-0.4790,0.1259,0.0201,-1.3593
0.2083,0.3959,-0.0661,0.0745,-1.2457
0.4158,0.6323,0.0850,0.0557,-0.3844
-0.0274,-0.1986,-0.3533,-1.0285,0.9566
-0.5591,-0.3727,0.0151,-0.9498,0.5959
0.3080,0.3656,0.8567,0.1295,0.4990
0.6575,0.6977,0.8543,0.4197,0.6885
0.6602,0.8575,0.9155,0.4503,1.4357
0.7747,0.8105,0.6105,-0.0330,1.2459
0.6697,0.8183,0.9186,0.1214,0.9253
0.6447,1.2724,0.5738,0.3018,-0.1149
-0.1386,0.3883,0.5116,-0.4689,0.4568
-0.1497,0.3399,0.4627,-0.6825,0.1160
-0.4225,-0.2513,0.7686,0.1483,-0.1309
-0.1180,0.1563,1.2195,0.6425,-0.7465
-0.2353,0.0857,0.9249,0.5200,-0.2981
-0.5892,0.2943,0.0751,0.5576,-0.1711
-0.0617,-0.0192,-0.2926,-0.1781,-0.6040
-0.0262,0.3427,0.4933,-0.4435,-0.5557
0.6549,0.8578,0.4730,-1.1676,0.8055
1.2230,1.0239,0.6992,-0.0143,1.2303
0.8500,0.7484,0.5200,0.0344,0.9077
-0.0250,-0.1569,0.3132,0.1842,0.4577
0.0128,-0.4587,0.5538,0.3352,0.0609
0.5233,-0.2144,0.7666,0.5640,-0.4427
0.3030,0.0515,0.5181,0.8662,-0.1119
-0.1039,-0.4227,0.4649,0.7204,0.1745
-0.5370,-0.7296,0.4616,0.0115,-0.3301
-0.1252,-0.4767,0.6979,-0.1462,-0.1936
-0.0639,-0.2945,0.4698,-0.2736,-0.4423
0.1020,-0.4590,-0.0570,-0.5479,-0.6017
0.0617,-0.0922,-0.2711,-0.3008,-0.2410
0.0916,-0.5347,-1.1139,-0.8095,-0.2608
0.3089,0.0564,-0.5314,0.1251,0.4272
0.1951,-0.2332,-0.0789,0.4162,-0.3048
0.3533,0.0224,0.1078,0.6632,-0.4205
0.2858,-0.4953,0.5581,0.2002,0.4437
-0.0021,-0.2720,0.2716,0.5552,-0.1703
0.4388,0.2186,1.1984,1.0606,-0.5382
-0.0634,-0.4163,0.7001,0.5861,-0.1761
-0.5629,-0.8995,-0.1787,0.1648,0.4006
-1.0146,-1.0187,-1.3312,-0.4707,0.0033
-0.0184,-0.3911,-1.5237,-0.6936,-0.9099
-0.0963,-0.2666,-1.5409,-0.8227,0.4216
-0.2252,0.0551,-1.3489,-0.3724,0.4132
-0.6972,-0.0267,-0.7760,-0.6204,0.7709
-0.5816,-0.5750,-0.5831,-0.5785,1.1602
-0.6585,-0.9036,0.2152,0.3286,0.5183
-0.2749,-0.3045,0.3394,0.2766,-0.7306
-0.2733,0.2710,0.5396,0.7198,-0.5032
-0.4201,-0.0019,0.1893,-0.2333,0.6216
0.2737,0.2298,0.3979,-0.3388,0.6994
0.4086,0.1278,0.6268,-0.3955,0.6381
0.1531,0.2049,0.3318,-0.5013,1.9657
-0.0889,-0.3895,0.4216,-0.4357,1.0794
0.5128,0.0687,0.4447,-0.1055,0.2707
0.4154,0.6032,0.6491,0.4598,-0.3046
-0.0433,-0.0868,0.4275,-0.0071,0.6712
-0.1337,-0.3470,-0.0835,0.4398,-0.6774
0.0142,0.0708,0.8682,0.7321,-0.5806
0.4412,0.2246,0.6693,0.7839,-0.0019
0.1569,0.2106,1.0138,0.6913,-0.2019
0.4817,0.6362,1.4255,0.8241,-0.2037
-0.1257,0.3726,1.3307,1.0609,-0.2346
-0.3594,0.5213,0.7122,0.5374,0.0038
0.1804,1.1105,0.5476,0.8863,0.1466
0.4995,0.6661,0.2376,1.1131,-0.5495
-0.1354,0.2540,-0.5958,0.1926,-0.4102
-0.5384,-0.1134,-0.8234,-1.0250,-0.2299
-0.2229,0.1106,-1.0912,-1.3969,-1.0640
-0.1125,0.0769,-1.0519,-1.2662,-1.2381
-0.0846,0.3088,-1.1490,-0.9866,-1.2818
-0.4386,0.2478,-1.1794,-0.5922,-1.1708
-0.3595,-0.6287,-0.8815,-0.5294,-0.5288
-1.0765,-1.0025,-0.9390,-0.5901,-0.1599
-1.2166,-1.5995,-0.6313,-0.5054,0.6457
-1.4012,-1.3128,-1.4932,-1.0613,1.3927
-1.1036,-1.3619,-1.5435,-1.0628,0.1386
-0.4664,0.1974,-1.7831,-1.1585,-0.6901
-0.5239,-0.1862,-1.7162,-1.0734,-0.4108
-0.1281,0.0761,-1.0810,-0.3254,0.2832
-0.0179,-0.5433,-0.5719,-0.4853,0.1839
-0.1881,-0.5372,-1.2534,-0.9503,0.1692
-0.3199,-0.1921,-1.5816,-1.3538,0.9634
0.0719,0.0891,-2.1753,-1.7832,-0.7876
0.2724,0.1754,-1.6784,-0.9690,-1.0229
-0.5730,-0.0712,-1.1595,-0.4135,-0.6521
-0.3804,-0.7029,-1.0313,-1.1923,-0.8085
0.6485,0.0224,-0.5498,-0.3918,-1.1580
0.4763,0.0255,0.2720,-0.0660,-0.7252
0.2201,0.1686,0.2684,-0.4302,-0.9587
0.3092,0.1824,1.0776,0.2331,-1.5889
