A1_L,A1_R,A2_L,A2_R,PCG_L
-0.1773,0.4360,0.2438,0.1507,0.3257
-0.9740,-0.3588,0.0303,-0.6747,0.0893
-0.9923,-1.0790,-0.4421,-0.6446,-0.9915
-1.8595,-1.4217,-1.3207,-1.6884,-1.0874
-1.4910,-1.3628,-1.2060,-1.5669,-0.8370
-0.9340,-0.6481,-0.8315,-1.3392,-0.3229
-0.0125,-0.0583,-0.5504,-0.7730,-0.7356
0.4725,0.2190,-0.1608,-0.5202,-0.2585
0.6801,0.3451,-0.8763,-0.1678,-0.0436
0.1840,-0.2467,-1.6308,-1.1612,-0.6598
-0.1650,-0.4386,-1.3089,-1.3476,0.0117
-0.0310,-0.3602,-1.7395,-1.5563,0.3917
-0.2237,-0.3214,-1.5685,-1.6543,0.7932
0.1091,-0.0980,-0.5850,-1.0045,0.8319
0.3360,0.3690,-0.1016,-0.2160,0.3827
0.4804,0.3081,0.8706,0.3170,-0.1094
0.7639,0.5322,0.8778,0.7164,-0.1346
0.1903,0.0985,1.0746,0.8517,-0.1274
0.4279,0.3270,0.9815,1.0295,-0.2720
0.1232,-0.1395,0.4208,0.4719,-0.1253
0.2751,-0.0218,0.3551,0.7362,-0.3812
0.1438,-0.2384,0.3943,0.2817,-0.1414
0.3848,0.1447,0.3988,0.4709,-0.3687
0.2266,0.1161,0.4045,0.3411,-0.4408
0.2565,0.4648,0.4925,0.4508,0.0199
0.5393,0.5315,0.6675,0.6637,0.3561
0.4728,0.5099,0.6695,0.7396,0.5866
0.6727,0.6781,0.4379,0.6532,0.3181
0.4973,0.1529,0.2013,0.5202,-0.1895
0.1874,0.2739,-0.0374,0.3586,-0.3465
-0.1025,-0.2405,0.1379,0.5446,0.0699
-0.2300,-0.4429,-0.4835,0.2329,-0.3460
-0.5961,-0.3593,-1.1137,-0.2862,-0.4055
0.3551,0.3974,-0.1777,0.5610,-0.0513
0.5643,0.5956,0.3025,0.5246,0.4490
0.7103,0.7755,0.8187,1.1147,0.4492
0.7873,0.7188,0.6466,0.5584,0.3353
0.7996,0.5386,0.3193,0.5665,0.2104
0.6423,0.7391,0.4702,0.6157,0.3020
0.4842,0.4084,0.4915,0.7794,0.4137
-0.2040,0.2197,0.2701,0.3137,0.6125
0.0042,-0.1854,0.8409,0.4252,0.5468
-0.2092,-0.2026,0.6474,0.0596,0.5696
-0.0689,0.0678,1.0359,0.3439,0.1602
0.1233,0.3465,0.6709,0.3369,0.4317
0.8043,0.8970,0.8120,0.8589,0.2773
0.5105,0.8317,1.0960,0.6630,0.8011
0.7884,0.6736,1.0673,0.8097,0.4224
-0.2331,0.0943,0.1702,0.1866,-0.0233
0.1161,-0.0686,0.8299,0.3081,-0.0242
-0.3555,-0.5236,0.4770,0.3973,0.2129
0.0048,-0.3218,0.4486,0.2153,0.0849
0.1348,-0.4047,0.7331,-0.1625,-0.0612
-0.5403,-0.3704,-0.0561,-0.3218,-0.3451
-1.2058,-1.2631,-0.3034,-0.7561,-0.4366
-1.0254,-1.0085,-0.4288,-0.8562,-0.0204
-0.5061,-0.5736,-0.4040,-0.2036,0.0547
-0.1739,-0.3533,0.0684,-0.3173,0.2305
0.0708,-0.1362,-0.2193,-0.2963,0.0820
-1.2371,-0.9554,-1.4524,-1.6304,-0.0452
-0.5910,-0.3324,-0.5758,-0.4701,-0.1018
-0.0407,0.3331,0.0157,-0.0818,0.7233
0.6700,0.8851,0.4716,0.6143,0.7055
0.8263,0.8168,0.7734,0.5372,0.5909
-0.1457,0.3765,0.0830,0.3807,-0.3338
-0.9828,-0.5974,-0.7241,-0.6309,-1.3823
-0.8686,-1.0987,-0.1267,-0.3478,-1.2332
0.0737,-0.1824,0.3775,0.0829,-0.0963
0.1150,-0.0748,0.3701,-0.3746,0.4755
0.0233,0.4075,-0.4965,-0.4044,0.5980
-0.2432,-0.1208,-0.7716,-0.5438,0.2158
-0.7441,-0.7775,-0.9565,-0.4285,-0.6657
-1.3246,-1.2436,-1.0496,-0.5384,-1.0808
-1.2186,-1.0434,-1.2501,-0.8807,-0.2127
-0.5393,-0.3059,-0.8462,-0.2292,0.0031
-0.9681,-0.4899,-0.9083,-0.3972,-0.5929
-0.4929,0.2573,-0.6791,-0.0760,-0.3801
-0.2442,0.3782,-0.5093,0.0433,-0.0678
-0.3112,0.0809,-0.3408,0.0479,0.0607
-0.4700,0.1870,-0.0666,0.1284,0.0939
0.0607,0.1692,0.5165,0.2109,0.2493
0.8427,0.8900,1.2887,0.8319,0.2632
1.0110,0.7047,1.4550,0.9766,0.5711
1.3028,0.9142,1.6226,1.2655,0.7698
0.5312,0.3286,0.9745,0.9052,0.6448
0.0036,-0.0320,0.3674,1.0234,0.5781
-0.0323,-0.2134,0.8892,1.1119,0.5726
-0.1808,0.0641,-0.2335,0.4327,0.4279
0.0570,0.3025,0.1065,0.5867,-0.0657
0.8374,0.5656,0.5852,0.7002,0.5802
0.3486,0.2460,-0.1565,0.2950,0.3147
0.3196,0.1713,0.1243,0.4589,0.1177
0.3477,-0.0658,0.9572,0.9280,-0.1803
-0.2582,-0.3322,0.1934,-0.0109,0.0716
0.3610,0.1988,0.2308,0.1746,-0.0845
-0.0601,0.0575,-0.3565,0.2521,0.0898
-0.1552,-0.4042,0.0007,0.3469,0.0627
-0.3341,-0.5904,-0.3551,0.3298,0.3568
0.2390,-0.3143,-0.5854,-0.0185,-0.0764
0.2627,0.1054,0.2687,0.1649,0.1791
-0.0127,-0.2622,-0.3095,-0.5172,-0.3647
0.5043,-0.3062,0.3804,-0.0383,-0.2965
0.1937,-0.0528,0.4890,0.1202,0.2548
0.0884,-0.0211,0.0359,-0.0039,0.2941
0.5458,0.2639,-0.0127,0.0025,0.3492
0.5753,0.1383,0.0665,-0.0663,0.2764
0.7701,0.1934,0.6067,0.1882,0.2808
0.3661,0.4065,0.6063,0.6487,-0.0293
0.2079,-0.0539,0.4350,-0.0278,0.2298
0.5180,0.0166,0.5122,-0.0179,0.1186
-0.2208,-0.0567,-0.2304,-0.1835,0.2797
0.3196,-0.2245,0.4444,0.4806,-0.2970
-0.3825,-0.1732,0.3922,0.6083,-0.1452
-0.0420,0.3497,0.2449,0.4922,-0.0015
0.4204,0.0982,0.7005,0.4129,0.2200
0.0062,-0.4764,0.2711,-0.4075,0.2841
-0.3387,-0.6562,-0.2633,-0.7520,0.0459
-0.0143,-0.3919,-0.5492,-0.7294,0.3361
0.4751,-0.0186,-0.0588,-0.7613,0.3245
0.0889,-0.1774,0.4066,-0.7256,0.0123
0.3603,0.6709,-0.0151,-0.7362,0.5262
1.3662,1.3073,0.3835,-0.3922,1.3969
1.4597,1.1832,0.8108,0.0112,1.9643
1.3231,1.1076,0.5769,0.0816,1.3763
1.0808,0.9702,0.9755,0.3407,0.6778
0.7381,0.8512,0.8839,-0.0351,0.5893
1.0681,1.0565,1.1576,0.2909,-0.0371
0.9314,0.6894,1.4276,0.5173,-0.4585
0.7765,0.9327,1.1462,1.1452,-0.9308
0.3921,0.4130,0.7527,0.3946,-0.5326
-0.2499,-0.3568,-0.6952,-0.6401,-0.4714
-0.6149,-0.4170,-1.2694,-0.9983,-0.4486
-0.5650,-0.8346,-1.2201,-0.6649,-1.3172
-1.1652,-0.9386,-0.9389,-0.5972,-1.2987
-0.2732,-0.2747,-0.7306,-0.3259,0.1531
0.1529,0.0952,-0.4365,-0.1866,0.4850
0.5564,0.5348,0.2936,0.1236,0.6329
0.1509,-0.1294,0.2253,0.0589,0.3036
-0.5057,-0.3552,-0.4112,-0.0403,-0.2343
-0.8457,-1.1872,-0.8585,-0.1948,-0.4921
-1.6602,-1.5648,-1.9311,-1.1121,-0.6267
-1.5783,-1.5085,-2.2818,-1.6077,-0.9045
-2.0855,-1.7991,-1.7237,-1.4737,-1.0624
-1.4151,-0.9656,-1.2721,-1.0685,-0.4708
-0.9508,-0.5268,-1.0299,-0.6403,-0.1879
-0.6870,-0.0121,-0.7119,-0.4747,-0.1988
-0.1485,-0.0090,0.1755,-0.1741,-0.2066
0.2373,0.3043,0.3871,0.3759,0.2457
0.0944,0.4698,0.6002,0.9764,-0.1000
0.0996,0.5235,0.5370,0.8378,0.0686
0.7568,0.6809,0.8343,0.7222,-0.1700
0.5199,0.9936,0.4334,0.7438,-0.5555
0.5731,0.6053,-0.0537,0.2922,0.6018
0.2960,-0.0209,0.5762,0.2081,1.0186
-0.1225,0.1182,0.2417,-0.0964,1.5002
-0.1875,-0.3125,0.6515,-0.1365,1.4837
-0.2284,-0.1369,-0.2394,-0.3703,1.1793
-0.1410,0.4050,0.0928,0.3033,1.5184
0.5688,0.8847,0.3435,0.7068,1.1973
-0.0334,0.1899,-0.0352,0.9120,0.6057
0.0322,0.1991,0.7103,1.0950,-0.8445
-0.3239,-0.0992,0.3994,0.9342,-0.8081
-0.5157,-0.3563,-0.1137,0.1768,-1.3330
-0.7941,-0.4204,-0.9939,-0.3394,-1.2300
-0.1466,0.0024,-1.1070,-0.0279,-0.8183
-0.2268,-0.3342,-0.9246,-0.3909,-1.0457
-0.4085,-0.6037,-1.0536,-0.4990,-0.5231
-0.1496,-0.3299,-0.5488,0.1383,0.0862
-0.1437,-0.2142,-0.5821,0.1660,-0.1155
-0.3673,-0.4151,-0.7267,0.0782,-0.0112
-0.4900,-0.5938,-0.9456,-0.5426,-0.0179
-0.8645,-0.6800,-0.7055,-0.5688,0.0119
0.0700,0.2842,-0.1039,-0.0110,-0.0085
0.2988,0.2648,0.0622,0.0025,-0.0095
0.3846,0.6552,0.3206,0.8482,0.1974
0.2299,0.5489,0.1405,0.7253,0.0781
0.3091,0.7192,-0.1430,0.6657,0.2959
0.0502,0.0602,0.3602,0.6231,0.6138
-0.6252,-0.2544,-0.3511,-0.3239,0.6748
-0.2009,0.1047,0.0687,0.2957,1.0386
-0.4861,0.1922,-0.1099,0.6194,0.8057
-0.2460,0.1019,0.4738,0.8750,-0.0917
-0.6136,-0.2798,0.3855,0.7493,-0.7049
-0.7901,-0.3640,-0.1085,0.4279,-0.8398
-0.5354,-0.1890,-0.6102,-0.3702,-0.3594
0.0289,-0.0321,-0.6715,-0.3251,0.1948
0.4159,0.6355,-0.6424,-0.1024,0.9641
0.6142,0.7424,-0.4159,0.1596,1.1879
0.7070,1.0241,0.2008,0.4363,1.2571
0.4974,1.0063,0.8773,1.5152,0.5629
-0.1937,-0.2352,1.0774,1.1257,0.1238
-0.2533,-0.2673,0.5843,0.8208,-0.2554
-0.0381,-0.0960,0.3460,0.1125,-0.1445
0.4959,-0.2679,0.6194,0.4989,0.1327
-0.8841,-1.0615,-1.0297,-1.0279,-0.5999
-0.8045,-0.4709,-1.9242,-1.5243,0.4260
0.3920,-0.7453,-0.6920,-1.2573,0.5432
-0.1621,-0.5021,-0.1912,-0.9268,1.1551
0.4351,0.0903,-0.4472,-0.8011,1.0539
1.4982,0.5281,0.0488,-0.6781,1.1387
0.7463,0.2549,-0.5542,-1.1177,1.2888
0.1684,-0.3626,-0.2021,-0.7260,-0.0926
-0.6119,-0.8098,0.3150,-0.4128,-0.9159
0.5210,-0.0064,0.7013,-0.2692,-0.5807
0.6237,0.0978,1.0399,0.0063,-0.0541
0.4585,0.0690,0.3245,-0.3088,-0.5813
0.0985,-0.4871,0.2085,-0.6697,-1.3735
-0.3628,-0.0853,0.2955,-0.2328,-1.5229
-0.3421,-0.3730,0.4407,0.2827,-1.6805
-0.3010,-0.3383,0.1410,0.2109,-1.5018
-0.4779,-0.3351,-0.1822,0.0376,-1.4145
0.0391,-0.2422,-0.0726,-0.2499,-1.2486
-0.1880,-0.0055,-0.1625,-0.3236,-1.1555
-0.0706,-0.2498,0.4531,-0.0198,-0.6126
-0.4773,-0.5574,0.2613,-0.0358,-0.3360
-0.6241,-0.4350,0.1853,-0.4491,0.1551
0.4363,0.0805,0.6508,0.1020,-0.2930
0.3113,-0.0955,0.4688,-0.0155,-0.4519
0.2809,0.3061,0.0357,0.1910,-0.8474
-0.1578,0.0005,0.0364,0.2278,-0.4374
