IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
-0.6218,0.1517,-0.3975,-0.6235,1.4102,0.7334,0.4995,-0.1892,-0.2273,-0.9451
0.2080,0.9795,-0.4944,-0.5703,1.3342,0.4604,-0.9776,-0.7679,0.2422,-0.2376
-0.2946,0.5950,-0.4172,-0.4445,0.3356,-0.1190,-0.3927,-0.0103,-0.0683,-0.2345
0.4943,0.6728,-0.2391,-0.1304,0.6247,0.2393,-0.7152,-0.3739,0.5025,0.2570
0.2996,0.3525,-0.1598,0.2335,0.4166,0.1200,-0.2860,-0.0506,0.1681,0.0163
-0.3199,-0.3497,-0.1563,0.3484,0.1755,-0.2809,-1.4620,-0.1351,-0.2672,-0.4216
-0.1603,-0.2360,-0.2141,0.2135,0.0948,0.1137,-0.5517,-0.4403,0.2247,0.2734
-0.1565,-0.4003,0.1655,0.1760,-0.2842,-0.1494,-0.0421,-0.0634,0.0208,0.0582
-0.1712,-0.6228,-0.0759,0.0051,-0.2499,-0.3372,0.4971,-0.4028,0.0663,0.0445
-0.1767,-0.3122,0.2374,0.1241,-0.2022,-0.0737,-0.2687,0.2457,-0.3534,-0.4322
0.1097,0.2058,-1.0647,-0.9994,-0.6146,0.1329,-0.4867,-0.7375,-0.6365,-0.3791
0.1562,-0.0637,0.1302,0.3086,0.1993,0.2273,0.4791,0.0287,0.2919,0.4541
0.6358,0.3678,0.3722,0.8425,-0.4489,-0.1504,0.2491,0.1082,0.4430,0.7877
0.4641,0.1720,0.0748,0.7654,-0.1488,0.0159,-0.6559,-0.5170,0.5629,0.9303
-0.4739,-0.7009,-0.6806,-0.4757,-0.3617,-0.8639,-0.7987,-1.8029,0.1395,0.2819
-0.8384,-0.6425,-0.7509,-0.4668,-0.2999,-0.4810,-0.8898,-0.9197,0.4237,0.2791
-0.7989,-0.4633,-0.6463,-0.7822,-0.1190,-0.3551,-1.3720,-0.8058,0.2801,0.1392
-0.1976,0.0249,-0.2882,-0.3518,0.2074,-0.1926,-1.6870,0.3119,0.5796,0.2484
-0.3003,0.2611,0.1496,0.1152,0.1854,-0.0389,-0.1800,0.3820,0.2973,0.1860
-0.1860,0.3697,-0.0424,-0.0511,-0.0252,-0.0512,0.2102,-0.3859,0.2389,-0.0288
-0.3494,-0.1959,0.0009,0.0064,-0.3524,-0.1542,-0.3962,-0.0421,-0.0270,-0.2046
-0.2299,-0.3083,-0.3362,-0.1118,-0.5779,0.1518,-0.6126,-0.2184,-0.3959,-0.3417
-0.1501,-0.8730,-0.0335,-0.0445,-0.7052,0.0914,-0.7878,0.0468,-0.7152,-0.3572
-0.0655,-0.9576,-0.2155,-0.3515,-0.8453,0.0865,-0.4788,0.8005,-0.9510,-0.5543
0.3213,-0.5951,-0.5503,-0.6556,-0.5475,0.2021,0.2584,0.0367,-0.5053,-0.2205
0.3984,-0.3845,-0.3251,-0.2907,-0.4897,0.2072,-0.0470,0.0361,-0.6335,-0.4255
0.2555,-0.0134,-0.2812,-0.3133,-0.4294,0.4336,-1.1939,-0.7149,-0.3346,-0.2516
0.0595,-0.1265,-0.4820,-0.5190,-0.3489,0.2887,-0.3018,-0.0245,-0.0899,-0.0590
-0.0240,0.0252,-0.1686,-0.5891,-0.1156,-0.2783,0.8615,-0.4308,-0.1314,-0.2030
-0.4822,-0.1872,0.0907,-0.2026,-0.3794,-0.5567,0.6511,-0.3932,-0.2953,-0.3890
-0.4332,-0.2108,0.0647,-0.2748,-0.3341,-0.7207,0.5734,0.1020,-0.4565,-0.5986
-0.0125,0.1039,-0.0907,-0.4712,0.0677,-0.2211,1.1099,0.3410,-0.4529,-0.4377
-0.0979,0.0611,0.1471,-0.0112,0.1364,-0.0300,1.2361,1.0422,-0.6935,-0.6901
-0.0045,-0.1310,-0.0886,-0.2427,0.0032,-0.5417,0.8991,0.2003,-0.2866,-0.2814
-0.1444,-0.1984,-0.1693,-0.2254,-0.3946,-0.7092,0.3817,0.7740,-0.2666,-0.3309
0.2795,0.3015,-0.3390,-0.4186,-0.2545,-0.1608,1.2070,0.4207,0.3577,0.3837
0.4042,0.4495,-0.0242,-0.1717,-0.2844,0.2946,1.0197,0.5182,0.0619,0.0231
0.5089,0.7402,0.1853,0.1094,0.2291,0.2926,1.2018,0.8641,0.0478,0.0763
0.7414,0.8299,-0.0477,-0.2167,0.4080,0.4979,1.9157,0.4508,-0.1349,-0.0038
0.9710,1.2151,0.1136,-0.1805,0.5774,0.5791,0.7235,1.0244,-0.4084,-0.0977
0.6105,1.0269,-0.1037,-0.4898,0.5549,0.6179,0.6154,0.1472,-0.0692,0.2830
0.5968,0.8400,0.2083,0.0899,0.4791,0.7091,1.1152,0.7149,-0.0526,0.1895
0.4163,0.2073,0.2891,0.2586,-0.1341,0.3615,0.2119,0.7405,0.2719,0.4168
0.1579,-0.1362,0.0110,-0.1867,-0.9097,-0.2857,1.5940,0.1964,0.1757,0.4233
-0.0185,-0.3569,0.4167,0.1641,-0.8510,-1.2188,0.5255,0.3068,0.5451,0.6496
-0.5670,-0.9354,0.2978,-0.1664,-0.5909,-1.2523,-0.1686,0.0549,-0.2858,-0.1426
-1.0118,-1.0593,0.5570,0.6000,-0.2049,-0.5382,-0.5635,-0.2628,-0.4614,-0.7534
-1.1471,-1.4679,0.4149,0.0749,-0.2460,-0.6218,-1.0390,-0.7769,-1.0230,-1.0749
-0.8878,-0.9777,0.3027,0.2816,-0.1339,-0.1751,-0.3633,-0.2313,-0.7551,-0.8904
-0.6722,-0.6858,0.2351,0.4025,0.0704,-0.2244,-0.5902,-0.1440,-0.1686,-0.4301
-0.9513,-0.4360,-0.2680,-0.2594,0.2373,-0.2071,-0.8689,-1.0150,-0.4247,-0.6217
-0.4489,-0.3407,0.2549,0.1991,0.1207,-0.0040,-1.2077,-0.3542,0.1422,-0.0371
-0.6880,-0.5070,0.1134,0.0557,-0.0903,-0.1132,-0.6093,-0.2732,-0.0424,-0.2934
-0.4398,-0.4675,0.3041,0.3703,-0.1369,-0.0875,0.4616,0.9861,-0.0990,-0.0847
0.0056,0.3116,0.5385,0.5392,0.1036,0.0098,0.6040,0.1253,0.4614,0.5031
0.1654,0.3255,0.3688,0.1457,-0.4967,0.2912,0.1978,0.2321,0.2021,0.5076
0.5337,0.2717,0.3786,0.7040,-0.7679,0.6113,0.6738,0.6588,0.4744,0.5288
0.2909,-0.2869,0.3099,0.3124,-0.6929,0.1258,-0.2149,0.7164,-0.0402,0.4086
0.1553,-0.4699,0.7824,0.4552,-0.6746,-0.4203,0.6056,-0.0614,-0.1668,0.0207
-0.2987,-0.4972,0.4943,0.2394,-0.1842,-0.2914,0.4428,-0.1876,0.0586,0.2340
-0.2759,-0.2520,0.4566,0.4389,-0.0202,-0.0623,-0.2050,0.1464,-0.2857,0.0837
-0.0983,-0.1963,0.3600,0.5478,0.2830,-0.1175,-0.8192,0.4120,-0.0345,0.1176
-0.3001,-0.2886,0.2949,0.3848,0.0810,-0.1520,0.8032,-0.7638,-0.2386,-0.0688
0.2259,0.1581,0.7797,1.1476,0.2754,0.2783,-0.5864,-0.3743,0.3097,0.2065
0.7204,0.6478,0.8197,0.9106,0.6809,0.6827,-0.3944,0.2719,0.8076,0.6628
0.6481,0.6343,1.0006,1.3242,0.4695,0.7169,-0.1187,0.5221,0.5767,0.4872
0.7926,0.6310,0.6093,0.8478,0.3989,0.5463,0.3330,0.7565,0.7375,0.8641
0.4752,0.6143,1.0876,1.0207,0.4166,0.4946,0.4737,1.1696,0.3452,0.3554
0.4475,0.2897,0.6877,0.4671,0.3574,0.3703,0.1947,-0.0969,0.2364,0.5536
0.1837,-0.1859,0.7568,0.9078,0.0222,0.1637,0.8145,0.0566,-0.2857,-0.0269
0.3184,0.0910,0.6320,0.8698,0.7833,0.7169,0.3868,0.0060,0.3925,0.6629
0.0641,-0.2078,0.9474,1.0102,0.3632,0.4859,0.7190,0.2780,0.1756,0.3280
0.4311,0.2105,0.4495,0.7537,0.7143,0.2737,0.4133,-0.1493,0.5175,0.5995
0.4990,0.2118,1.1267,0.8477,0.9084,0.6683,0.2435,0.4320,0.6020,0.6700
1.2827,0.3423,1.4854,1.3700,0.9505,0.5002,1.1412,1.0005,0.8607,0.8388
1.0034,0.4074,1.0206,0.8753,0.6411,0.4495,-0.4286,1.0424,0.3677,0.5477
0.8927,0.4147,0.6037,0.5510,-0.0337,0.0995,-0.9048,1.0719,0.3171,0.3855
0.4357,0.4373,0.1055,-0.1108,-0.2909,0.0806,0.6602,0.1886,0.5426,0.4333
0.6737,0.7798,0.1584,0.5222,0.1387,0.1379,0.4508,0.6796,0.4148,0.4313
0.5354,0.5886,0.2768,0.3434,0.1062,0.2962,1.0497,0.5961,0.7931,0.9250
0.2134,0.1569,0.7177,1.0529,-0.0850,-0.0307,1.3411,-0.0983,0.6199,0.6710
0.1077,-0.0081,0.9011,0.7770,-0.1093,-0.2954,0.1594,0.0852,0.8419,0.9004
-0.0570,-0.1026,0.5749,0.3421,-0.5388,-0.4349,1.1079,-0.1876,0.5288,0.5674
-0.1165,-0.2022,0.1745,0.1878,-0.6293,-0.4852,0.7543,-0.0498,0.4764,0.6238
-0.0197,-0.0783,0.4882,0.5115,-0.5517,-0.7015,0.8277,0.5910,0.1977,-0.0351
0.1382,-0.0310,0.0138,0.2898,-0.0210,-0.2135,0.4691,0.9489,0.1600,0.1719
0.3672,0.3553,0.5189,0.8502,0.0111,-0.0633,-0.6858,1.0586,-0.1283,-0.2367
-0.1054,-0.0268,0.0816,-0.1641,-0.0162,-0.0208,0.5275,0.6765,-0.5283,-0.6024
-0.3448,-0.0043,0.0810,-0.0036,0.2345,-0.1987,0.2342,0.3508,-0.5393,-0.6195
-0.5093,0.2319,-0.6342,-0.4925,0.2959,-0.2925,-0.5296,-0.5124,-0.7255,-0.9290
-0.7006,-0.1708,-0.4927,-0.3849,0.1459,-0.1796,0.2443,-0.1185,-0.5887,-0.7015
-0.8309,-0.3026,-0.3819,-0.4983,-0.1216,-0.4552,0.1683,-0.6469,-0.5693,-0.6542
-0.9020,-0.4802,-0.1274,-0.3296,-0.4737,-1.0704,0.6882,-0.7402,-0.1854,-0.5093
-0.9665,-0.5655,-0.2931,-0.3697,-0.5512,-0.9815,0.6440,-0.6740,-0.2858,-0.5174
-0.3308,-0.0416,0.1726,-0.0985,-0.1423,-0.4229,0.1665,-0.8562,0.0839,0.1029
0.2012,0.3302,-0.0916,-0.0475,0.0647,-0.1263,-0.0902,-0.8107,0.3540,0.0708
0.3751,0.6756,-0.2250,-0.1186,0.2917,-0.1757,0.8918,-0.2694,0.0646,0.0174
0.3085,0.7794,-0.2535,-0.2136,0.4574,-0.0864,0.3346,-0.1624,-0.1531,-0.0828
0.1031,0.6606,-0.3604,-0.3656,0.4172,-0.2155,1.5263,0.1862,-0.3507,-0.2251
0.1605,0.7508,0.2444,0.0979,0.3006,-0.3026,1.4221,0.5829,0.0723,-0.0912
-0.0223,0.6816,-0.0564,-0.4084,0.3123,-0.0305,0.9967,-0.0245,0.0864,-0.0457
0.2065,0.8446,0.2970,0.4130,0.5016,0.4551,1.3723,0.1808,0.4654,0.2551
0.2963,0.9905,0.1680,0.4090,0.5262,0.4252,0.4975,-0.2478,0.3410,0.6485
0.3951,0.5855,0.5606,0.5962,0.1462,-0.0184,0.4685,0.9152,0.5662,0.7569
-0.0495,0.2217,0.0559,0.2955,-0.3042,-0.5278,1.0437,-0.0031,0.0991,0.1693
-0.2105,0.1406,0.4996,0.3571,-0.0371,-0.3632,1.0870,0.3074,0.1408,0.2278
-0.4964,-0.0241,-0.0933,-0.1589,0.2025,-0.2819,0.8344,-0.3814,0.0642,0.1171
-0.0889,-0.1909,0.0126,0.1317,0.4930,0.2257,0.0248,-0.4053,-0.2207,-0.4007
-0.1692,-0.2515,-0.3607,-0.1009,0.4115,0.0049,-0.0371,-0.2872,-0.3746,-0.2923
-0.0709,-0.2921,-0.1853,-0.0320,0.3156,-0.3270,-0.6387,-0.4918,-0.5274,-0.5369
-0.3962,-0.4232,-0.1521,0.1028,0.4735,-0.1277,-0.5956,-0.1565,-0.1820,-0.4117
0.0545,-0.0801,-0.2081,-0.1503,0.5191,0.0074,0.0511,0.0626,-0.2032,-0.5337
