IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.6964,1.0128,0.4208,-0.3454,0.4487,1.4991,0.3089,-0.8594,0.2963,-0.1429
0.2119,-0.1117,0.4540,-0.3986,0.2235,0.9764,-0.8435,-0.9255,-0.2971,-0.5294
0.7424,0.0087,-1.6319,-1.1096,0.7806,1.3420,0.4508,-0.3146,-0.0115,-0.0968
0.2831,0.1444,-0.7935,-0.6765,-0.3050,-0.2235,0.7995,0.0179,0.4173,0.5205
-0.0094,-0.1993,-0.1000,0.2713,-0.6302,-0.4212,0.3406,0.3231,0.0801,0.3025
0.2726,-0.3658,-0.6535,0.6657,-0.2210,-0.4094,1.1962,0.6603,0.2858,0.1806
0.0599,0.0367,0.2279,0.7957,0.1315,0.0510,2.2409,0.7956,0.2575,0.2674
-0.1974,0.0757,1.2879,1.2942,0.0004,0.1873,1.0053,0.0397,-0.1048,0.3466
0.8700,0.6305,-0.2821,-0.2452,0.2249,-0.1746,0.3412,0.0848,0.0180,0.2639
-0.2912,-0.5422,-0.6740,-0.9987,-0.2804,-0.0490,-0.2168,-0.8079,-0.6474,-0.3553
-0.7711,-1.0148,-0.3257,-0.5201,-0.5303,-0.4246,-1.0487,-0.4736,-0.9150,-0.9899
0.0299,-0.3902,-0.7964,-0.6044,-0.2733,-0.6043,-0.0717,-0.4199,-0.8434,-1.1018
-0.0268,0.0058,0.2267,0.0301,0.0823,0.2422,-1.3027,-0.1428,-0.8074,-0.9874
0.8498,0.1604,-0.8883,-0.2160,0.1015,0.1717,-0.2419,0.3562,-0.4240,-0.6527
0.2045,0.1072,-0.6843,-1.2253,0.1344,0.0299,0.1493,-0.9103,-0.6893,-0.8916
-0.1988,0.0853,-0.6795,-1.1570,0.0713,0.0042,-0.9852,-1.0706,-0.9995,-0.9499
0.3969,0.4846,-1.2763,-0.9589,0.3475,-0.3480,-0.8279,-0.5844,-0.3173,-0.2467
0.5700,-0.1281,-0.7903,-0.7447,0.1798,0.2582,-0.8651,-0.2332,-0.0691,-0.1100
0.3463,0.0676,-0.3716,-0.3064,0.4515,0.3227,-1.0597,-0.1546,0.5471,0.7896
1.0985,0.6180,-0.5794,-0.0327,0.4540,0.0207,-0.1316,-0.7582,1.3308,1.3202
-0.2168,0.1386,-0.0381,0.2974,-0.4294,-0.1132,0.3414,-0.0871,0.8797,0.7313
-0.3116,0.2151,0.0962,0.6012,-0.4959,0.0371,-0.8190,-0.4209,0.4299,0.7750
0.4505,0.7000,0.3384,1.1557,-0.3040,0.3004,0.2815,0.4292,0.9248,1.1138
0.0728,0.3167,1.5201,1.4393,-0.2707,0.5645,0.6391,0.1938,0.5647,0.9541
0.0808,0.2306,0.5094,1.2596,-0.4527,-0.2244,-0.0170,0.6341,0.3546,0.4367
-0.3810,-0.6363,0.3594,0.4919,-0.6085,0.5543,-0.7586,-0.1560,-0.2113,-0.0686
-0.3260,-0.9455,-0.5818,-0.5402,-0.2726,0.5136,-0.8420,-0.1679,-0.2595,-0.3947
-0.7433,-1.0524,-0.6654,-0.3421,-0.1904,0.1715,0.1854,-0.4835,-0.0557,-0.2134
-0.4979,-0.8002,-0.8098,-0.4300,-0.2072,0.4790,-2.5993,-0.8874,0.0578,-0.0017
-0.5852,-0.9064,-1.2660,-0.7755,-0.6736,0.1928,-2.4877,-0.2078,-0.1684,-0.1980
