IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
1.1740,1.1311,0.0000,0.0751,0.9894,0.6576,0.2106,-0.0802,0.2971,0.3645
0.4999,0.6586,-0.3184,-0.2849,0.8746,0.6083,0.2965,-0.1908,0.4206,0.4458
0.0011,0.0515,-0.2862,-0.0100,0.0819,0.5536,-0.2273,-0.1331,0.1562,0.1271
0.1492,0.0140,0.0862,0.4062,0.0517,0.5032,-0.6432,-0.3089,-0.3391,-0.3407
0.2101,0.2591,0.3928,0.3565,-0.1729,0.1197,-0.0478,-0.0407,-0.1076,-0.1543
-0.1810,-0.2819,0.3029,0.6438,-0.6521,-0.1409,0.1570,0.4782,-0.5539,-0.4897
-0.0954,-0.0848,0.3382,0.3893,-0.5593,-0.1897,-0.0416,-0.1296,-0.2449,-0.0497
-0.3217,-0.3090,-0.0701,-0.1822,-0.6718,-0.5533,-0.1352,-0.4885,-0.1960,-0.0445
-0.7350,-0.5794,-0.2988,-0.5416,-0.6929,-0.7324,0.2881,-0.5051,-0.5180,-0.4596
-0.5683,-0.5660,-0.5159,-0.7384,-0.2467,-0.4090,-0.1454,-1.0168,-0.2165,-0.0172
-0.3645,-0.1287,-0.5393,-0.3999,0.1230,0.3062,0.1313,-0.6961,0.0675,0.2416
0.4476,0.5244,-0.4213,-0.4371,0.7247,0.8186,0.1533,-0.8182,0.7031,0.9590
0.6671,0.7236,-0.2104,-0.1704,0.9204,1.0614,0.5437,0.4289,0.7724,0.7037
0.8571,0.4109,0.0030,0.2356,0.7465,0.9479,1.2064,-0.1358,0.6493,0.6801
0.4330,0.0066,-0.0667,0.3884,0.1179,0.4664,-0.2562,-0.2960,0.2877,0.6129
0.3078,0.1224,0.2848,0.5311,-0.0097,0.0824,-0.3687,0.0216,0.0674,0.1074
0.4390,0.1523,0.5512,0.5597,-0.0385,0.1683,-0.4140,0.4709,0.4019,0.4345
0.2155,-0.1246,0.3738,0.2398,0.1565,0.0281,0.2176,-0.0393,-0.0200,0.1635
