IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
1.4643,0.4893,1.1004,1.5992,1.1959,1.1469,-0.5092,-0.2909,-0.5609,-0.7921
0.2137,-0.2740,0.5883,1.4375,0.6044,0.2975,-0.5062,-0.2767,-0.7814,-0.5294
0.3246,-0.0659,0.2948,0.8272,-0.1092,0.4785,0.7649,0.1897,-0.9808,-0.9115
0.2942,0.0604,-0.6890,-1.1414,-0.0687,-0.3826,0.6374,-0.4714,0.1254,-0.1675
0.0198,-0.4046,-0.8896,-1.3608,-0.0443,-0.5698,-0.4787,-1.1021,0.3983,0.1321
0.3002,0.2405,-1.4909,-1.2153,-0.2587,-0.5226,-0.6090,-0.3349,0.2011,0.0806
0.1695,0.3390,-1.2238,-0.5152,-0.2367,-0.1144,0.5203,0.5250,0.1681,0.2955
-0.2259,-0.1659,-0.4576,-0.0181,-0.0333,-0.1231,-0.9380,-0.6348,0.5779,0.7801
-0.9301,-0.5084,-0.2050,0.1987,0.0502,-0.6800,-0.2204,-0.9591,-0.3879,-0.0100
-0.7983,-0.1324,-0.2282,-0.0916,0.4346,-0.7640,1.0377,-1.2267,-0.2589,-0.7176
-0.7590,-0.2440,0.2848,-0.3703,0.3656,-0.6966,0.7109,-0.4134,-0.0960,-0.4659
-1.0402,-0.5704,0.6937,0.3229,-0.2586,-0.8953,-0.0582,0.2865,-0.0029,-0.2052
-0.4843,-0.5141,0.5132,0.5226,-0.0700,0.3425,0.4413,-0.6238,-0.5350,-0.4135
-0.3552,-0.8128,-0.4506,-0.1751,-0.7837,-0.0026,-1.2396,0.2794,-0.5623,-0.0732
-0.6183,-0.7817,-0.9504,-0.2938,-0.5122,0.1114,-0.5582,-0.2866,-0.6489,-0.0957
-0.8248,-0.9424,0.3061,0.5919,-0.7974,-0.2575,0.0810,-0.0530,-0.3925,-0.1027
-0.6353,-0.4533,0.8821,0.7025,-0.4663,-0.5157,-0.1320,0.3313,-0.4457,-0.4521
-0.7025,0.0102,0.5323,0.3644,0.1376,-0.0573,-0.3998,0.5311,-0.4684,-0.5746
-0.4103,0.6298,-0.6678,-0.5717,0.4006,0.0963,0.0552,0.8553,-0.1979,-0.2406
-0.0062,1.0144,-0.4546,-0.5152,0.6441,-0.0324,0.6386,0.7876,0.4802,0.6254
-0.0608,0.9951,0.6833,0.1587,0.5320,-0.0768,0.7745,0.3441,1.3382,1.4382
-0.4748,0.2384,1.3879,0.5454,-0.0440,-0.1298,1.3168,0.1303,1.1660,0.8217
-1.3342,-0.6430,0.5534,0.1137,-0.3963,-0.5695,0.7871,-0.9160,-0.0440,-0.0570
-0.9849,-0.9404,-0.2241,-0.1512,-0.2564,-0.5881,-0.1183,-1.4374,-1.1357,-1.1751
0.2622,0.0445,-0.7248,-1.3816,0.0317,-1.1330,-0.0708,0.3025,-0.5322,-0.4681
0.4831,0.7804,-0.9222,-1.3134,0.3113,-0.9544,0.0768,0.1223,-0.0196,-0.2233
0.5064,0.9538,-0.6430,-0.4253,0.0377,-0.4040,-0.0689,-0.0113,0.3443,0.0649
0.0502,0.7560,-0.5391,-0.2930,0.1859,-0.2178,0.8065,-0.0038,0.5613,0.4832
0.0552,0.9277,-0.0373,-0.0322,-0.2325,0.1031,1.1330,0.1106,0.7354,1.0651
0.1377,0.8093,0.5387,0.6144,-0.0301,0.1503,1.7138,0.8446,0.6117,0.8910
-0.0482,0.0749,0.8005,1.0821,0.5580,0.7661,0.3764,0.0770,0.1452,0.3758
0.0249,0.3541,0.6291,0.9813,0.2585,0.9616,0.7009,0.4021,-0.4045,-0.1351
0.0476,0.5629,-0.2538,-0.0404,-0.5152,0.0029,0.4299,0.3551,-0.4038,-0.4548
-0.2120,0.8725,-0.7896,-0.8472,-0.1300,-0.4979,0.3572,1.0057,0.0879,-0.2584
-0.0692,0.6277,-1.1223,-1.1031,-0.0818,-0.6222,0.0250,0.4422,0.3019,-0.0467
-0.0946,0.2487,-0.3927,-0.2945,0.3920,-0.4499,0.0746,0.4998,0.3722,0.3696
0.2716,0.0503,0.3952,0.0279,0.2534,0.2609,-0.1252,-1.0406,0.5627,0.4191
-0.4560,-0.9870,0.4122,-0.1652,-0.2693,0.2006,-0.3831,-1.0097,0.0246,-0.1890
-0.6899,-1.1973,-0.4376,-0.2442,-0.2712,-0.1796,-1.1583,-1.5294,-0.8538,-0.9190
-0.4590,-0.5613,-0.9230,-0.6389,0.2521,0.4339,-0.6055,-1.3072,-1.3158,-1.0610
-0.1725,-0.2730,-0.2504,0.0175,0.1398,0.7070,-0.1986,-0.1479,-0.7392,-0.4608
0.7014,0.2739,-0.2731,0.0235,0.5088,1.0865,-0.6789,1.1673,-0.0201,0.2963
1.0215,0.3048,0.6739,0.3649,0.3232,0.6042,-0.1781,0.4840,0.2847,0.4485
