IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
1.0238,1.3644,-0.1593,-0.8200,0.4809,-0.1208,-1.2468,-0.0780,1.3367,1.2961
0.2552,0.5639,0.4826,0.4685,0.0305,-0.0787,-0.2107,0.0581,0.3089,0.4128
0.1258,-0.0060,0.8232,2.0902,-0.4496,0.4490,-0.4104,-0.2963,-0.0793,-0.4317
0.2485,-0.2065,0.8328,1.9381,-0.5123,0.8546,-0.2005,0.1827,-0.3194,-0.5007
1.1098,-0.1471,-0.2112,-0.0554,0.2235,0.3862,-0.7382,0.6581,-0.3516,-0.1887
0.5971,0.9607,-0.5129,-0.1374,0.7990,0.9023,-0.6107,0.1011,0.2718,0.5017
0.7675,0.8672,-0.8655,-0.4243,0.7655,0.6711,-0.8525,-0.1194,0.6006,0.5735
0.5211,0.6057,-0.7063,-0.2447,1.0065,0.8370,-1.7783,-0.7815,0.8977,0.6527
0.2573,0.8649,0.0564,0.0054,0.6726,0.6294,-0.0643,-0.3916,0.4914,0.2972
0.0738,0.7060,0.2462,0.0163,0.8015,0.6587,-0.7266,-0.1598,0.0620,-0.1041
0.0254,0.0755,0.1653,0.1588,0.9562,0.7649,-0.3043,0.2261,-0.3982,-0.3101
-0.1468,-0.2211,0.8430,0.3338,-0.0408,0.3121,0.2540,0.4731,-0.5703,-0.8295
-0.3746,-0.4073,0.9588,-0.1014,-0.1966,0.0708,0.1758,-0.6293,-0.8132,-1.1416
-1.1585,-1.2123,0.5398,-0.1136,0.0883,0.0382,0.2247,-0.3874,-1.2642,-1.1621
-0.8920,-0.9424,-0.3342,-0.9649,-0.4459,-0.5919,-0.0401,-0.7302,-0.9694,-0.5156
-0.5797,-0.3539,-0.5260,-0.6074,-0.4589,-0.5847,0.0849,-0.5842,-0.3837,-0.1954
-0.3064,0.0073,-0.0114,-0.1830,-0.4196,-0.5813,0.8955,0.3128,-0.1072,0.1063
0.0401,0.4412,-0.0869,-0.2311,-0.0088,-0.2321,0.1564,0.7939,0.4282,0.6351
0.3155,0.3390,0.3630,0.0318,0.2287,0.2370,0.2614,0.8730,0.3825,0.6514
-0.0546,0.2257,0.5811,0.5299,0.0944,-0.0721,1.3341,0.7778,0.5461,0.6273
-0.7263,-0.2761,0.8230,1.1329,-0.6242,-0.1077,0.4784,-0.1319,0.0834,-0.1919
-0.0842,-0.8784,-0.4008,0.2597,-0.5508,0.0680,0.1485,-0.0637,-0.2395,-0.2472
-0.1494,-0.6314,-1.2240,-0.4464,0.0325,0.1780,-0.6174,-0.5048,0.0693,0.3810
0.4608,-0.0713,-1.5726,-1.2313,0.1552,0.0943,0.0258,0.1221,0.2634,0.6402
-0.0932,-0.4895,-0.0631,0.1206,-0.2413,-0.1943,-0.4881,-0.9606,-0.1123,-0.2077
-0.9616,-1.2074,-0.4944,0.2859,-0.9319,-0.4804,-0.6746,-0.8718,-0.9289,-0.9849
-0.5553,-0.7024,-1.8070,-1.0614,-0.3770,-0.7013,-1.1775,-1.0555,-0.6146,-0.5479
-0.5256,-0.3372,-0.7669,-0.1488,-0.5916,-0.6354,-0.6692,-0.8172,-0.3690,-0.2519
