IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.5428,1.1757,0.5779,0.3831,0.8218,0.6085,-1.2920,-0.4175,0.7364,0.4812
0.1185,0.9373,-0.1579,0.0223,0.1827,0.0966,-0.7440,-0.7277,0.6040,0.0859
-0.1607,0.7389,-0.2334,-0.2646,0.1298,0.0972,0.2905,-0.1601,0.2959,-0.2161
-0.5201,0.4960,-0.1729,-0.1253,0.0298,0.1757,-0.6186,-0.1528,-0.0501,-0.3669
0.0868,0.3078,0.1112,0.6653,-0.0577,0.5839,-0.6629,0.1085,-0.0454,-0.4434
-0.0708,-0.1970,-0.4036,0.3221,0.1369,0.5973,-1.6381,-0.6401,-0.1834,-0.3550
-0.8697,-0.9501,0.0591,0.3941,-0.5241,-0.2013,0.0581,-1.0418,-0.5792,-0.5344
-0.9875,-1.3051,0.5368,0.6819,-1.1363,-0.6071,-0.4729,-0.8020,-0.8476,-0.6741
0.0546,-0.5292,0.7515,0.6406,-0.0765,-0.1356,-1.0792,-0.4870,-0.4998,-0.2053
0.1015,-0.4301,0.5373,0.6630,0.4097,0.5005,0.1889,-0.2012,-0.3179,0.1482
-0.1286,-1.2379,0.2403,0.2103,-0.1199,0.2203,-0.4787,-0.6130,-0.3108,0.1275
-0.5265,-1.4711,0.0217,0.0988,-0.5966,0.0151,0.1754,-1.2387,-0.1078,0.1930
-1.0674,-1.2008,-0.0252,-0.4961,-1.0379,-0.1609,1.0369,-0.7285,-0.2163,0.1540
-1.0462,-1.1808,0.3520,0.2184,-1.0275,-0.5049,-0.8315,-1.2198,-0.2979,-0.2679
-0.9923,-1.0550,0.2245,0.1596,-0.5539,0.2599,-1.2313,-1.6139,-0.1305,0.0096
-0.3735,-0.3054,0.2017,0.2974,0.1630,0.3547,0.7879,-0.3292,0.0506,0.4885
0.2403,0.2553,0.5440,0.5138,0.7726,1.0532,0.7688,0.4394,0.6546,1.0986
0.7144,0.5600,1.1228,0.6155,0.7169,0.4813,1.1733,0.3131,0.5546,0.8137
0.8970,0.5731,0.5414,0.4478,0.8252,0.4321,0.8006,0.6915,0.4969,0.3381
0.4406,0.2116,-0.4295,-0.6351,0.5695,0.0358,-0.0098,-0.0927,0.3501,0.1332
-0.6320,-0.8286,-0.0924,-0.7586,-0.2693,-1.1520,0.4520,0.0126,-0.8460,-0.8394
-0.2946,-0.0636,-0.0791,-0.6720,-0.0839,-0.6436,-0.8227,-0.3902,-0.6047,-0.7911
0.4298,0.9396,0.4738,0.3713,1.3137,0.4145,-0.2716,0.0480,-0.0148,-0.1707
0.3182,1.2469,0.7463,0.5394,1.8472,0.9986,-0.1779,-0.1640,0.7239,0.5968
-0.0725,0.7610,0.9641,0.0881,0.8372,0.2562,0.7825,0.2988,0.7227,0.5896
-0.5696,-0.2676,0.7239,0.1726,0.0202,-0.2119,1.4409,0.4338,0.1243,0.1106
0.1883,-0.1829,0.8802,0.6061,0.0694,-0.4284,1.7051,0.5599,-0.0080,-0.3055
0.1988,-0.0525,0.6607,0.1244,0.1117,-0.4406,1.2386,0.8347,-0.0344,-0.4999
-0.4922,0.0337,0.0928,-0.5648,-0.3739,-0.6687,0.9686,0.8936,-0.3179,-0.6576
-0.5299,-0.2615,-0.6070,-0.8035,-1.0665,-0.6788,0.6500,0.4810,-0.8749,-0.9759
-0.2877,-0.6364,-0.8852,-0.5700,-0.4540,-0.0633,-0.6695,-0.7915,-0.8285,-0.6476
-0.6420,-0.4571,-0.7510,-0.2854,0.3853,0.3722,0.3647,-0.5277,-0.1931,-0.0478
-0.5983,0.0333,-0.5880,-0.3098,0.6098,0.5434,-1.9308,-1.3232,0.3685,0.3871
0.0122,0.2554,-0.1952,0.2995,0.4319,-0.1182,0.1236,-0.0815,0.7211,0.8238
0.6185,0.5245,0.6879,1.1172,0.0339,-0.6289,0.2927,0.7485,0.5811,0.5350
1.2203,0.8989,0.6799,0.5516,0.4252,0.3251,0.3743,1.1297,0.8318,0.4197
0.8395,0.9786,0.1642,0.2722,0.1358,0.1708,0.6228,1.0671,0.4203,0.3341
0.1737,0.4573,0.0629,-0.0653,-1.0503,-0.7909,0.6513,1.0044,-0.2258,-0.3493
0.0314,0.3429,-0.4100,-0.3867,-1.2907,-1.2952,0.6207,0.6843,-0.4208,-0.8108
-0.3213,0.3183,-0.4639,-0.2671,-0.7408,-0.9089,0.9578,0.3626,-0.5309,-0.8172
-0.0787,-0.1149,-0.8771,-0.6265,-0.8345,-0.7627,-0.2441,-0.1493,-0.5563,-0.4409
-0.1551,-0.5932,-1.7148,-1.2128,-1.8324,-1.2900,-0.7733,-0.3450,-1.1915,-1.2819
0.3380,-0.1236,-1.3732,-1.0573,-0.7220,-0.5446,-0.4168,-0.1611,-0.5580,-0.4901
0.3310,0.1674,-0.6207,-0.3105,-0.1250,0.0875,-0.2622,0.1316,-0.0479,0.0740
