IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.0363,0.3653,0.1205,-0.6335,0.4018,-0.1899,-0.5048,-0.7380,0.6493,0.5645
-0.6907,0.1544,-0.4031,-0.4386,0.0982,-0.4308,0.0585,-1.0436,-0.0363,-0.1651
-0.9900,-0.1032,0.0279,-0.1741,0.1845,-0.2888,-0.3401,-0.7709,-0.2314,-0.4572
-0.6253,0.1195,0.1921,0.2630,0.4227,-0.2809,-0.0815,-0.8777,-0.2431,-0.5095
-0.4657,0.4956,0.4452,0.5183,0.4862,0.1183,0.7266,-0.6718,-0.2723,-0.3878
-0.0008,0.3110,0.6434,0.3297,1.1193,0.3722,0.9956,-0.4509,0.0567,-0.0915
0.3337,0.9675,0.4630,0.1048,0.8793,0.5796,1.2770,-0.5529,0.6194,0.4664
0.0608,0.5507,0.2467,-0.4179,0.9858,0.3718,0.0446,-1.0843,0.7190,0.5239
-0.0429,0.5977,0.1678,-0.6273,1.1012,0.4934,0.1794,-1.2293,0.7448,0.3540
-0.0828,0.5314,0.3413,-0.2109,1.1512,-0.1354,-0.3911,-1.3659,0.6064,0.0758
-0.5124,0.5588,0.3716,0.0882,1.1376,-0.1805,-0.0766,-1.1457,0.2172,-0.2154
-0.5685,0.2039,0.2842,0.0941,1.0602,-0.0500,-0.6442,-1.9459,0.0313,-0.1963
-0.3567,0.1281,-0.1172,-0.0511,0.9615,0.4236,-0.9885,-1.2913,-0.0285,-0.2077
-0.2546,0.0115,-0.5199,-0.4938,0.6453,0.4525,-1.3695,-1.2464,-0.0907,-0.0361
-0.0182,-0.0978,-0.4315,-0.1160,0.8035,0.5683,-0.5625,-1.3008,-0.1067,-0.2144
0.0056,0.1982,-0.3283,-0.3075,0.7703,0.4954,-0.0101,-1.0017,0.3953,0.2590
-0.0053,0.1737,0.1005,-0.1710,0.6146,0.5294,0.3449,-0.8522,0.1788,0.1382
-0.2449,-0.2378,0.1964,0.3734,-0.1512,-0.0097,-0.2726,-0.4082,-0.1123,-0.2760
-0.4440,-0.3745,0.5613,0.5024,0.1320,-0.1359,-0.3293,-0.6074,-0.7837,-0.8308
-0.3699,0.1085,0.0370,-0.0259,-0.0244,-0.2700,-0.9194,-1.3869,-0.7601,-0.8435
-0.3056,-0.0940,0.0135,-0.2378,0.2924,-0.2400,-0.5713,-1.0379,-0.4647,-0.5232
-0.9126,-0.1400,-0.7244,-0.4750,0.0033,-0.5868,-1.0465,-0.7502,-0.3858,-0.4420
-0.7233,0.2079,-0.2751,-0.1673,0.1599,-0.3654,-0.3580,-0.5334,-0.4517,-0.4606
-0.2626,-0.0539,-0.1472,-0.2729,-0.1935,-0.2905,-0.0148,-0.1507,-0.0951,0.0884
0.2162,-0.1373,0.3780,0.1760,-0.0184,0.2600,0.2062,-0.4578,0.0400,0.1904
0.3491,-0.3793,-0.0797,0.0573,-0.2964,0.0940,0.8529,-0.3435,0.0993,0.2591
0.3637,-0.0333,0.4550,0.1020,-0.2440,0.3763,0.8040,-0.0835,0.5444,0.7603
