IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
-0.9633,0.4701,-0.3618,-0.4832,-0.1479,0.3798,0.8829,-0.2662,-0.7286,-1.0788
-1.2266,-0.2792,-0.5595,-0.6998,-0.0237,-0.1425,-0.2760,-0.2263,-0.3472,-0.8812
-0.5276,-0.7969,-0.1668,-0.1402,-0.1196,0.0063,-0.3133,-0.3097,-0.3218,-0.4744
0.4048,-0.2356,-0.4678,-0.0794,0.0082,0.3907,-1.1273,-0.3227,0.0578,0.2281
0.0761,-0.5835,-0.6438,-0.7872,-0.2623,-0.2986,-0.2951,-0.3893,-0.2775,0.0256
0.0927,-0.5534,-0.7942,-0.7782,-0.3727,-0.3680,-0.8674,-0.8225,-0.1825,-0.1096
-0.5715,-0.7866,-0.7421,-0.6310,-0.5582,-0.7237,-1.1669,-0.5241,-0.2711,-0.5883
-0.5224,-0.4545,-0.4239,-0.4496,-0.3672,-0.5618,-1.4720,-1.0964,-0.3197,-0.5560
-0.6439,0.0630,-0.2713,-0.4585,-0.0045,-0.1150,-1.6965,-0.3100,0.1592,-0.2476
-0.1888,0.4703,-0.0588,-0.3054,0.1566,0.0820,-0.9576,0.0944,0.0060,-0.2849
0.3262,0.7296,-0.3705,-0.6304,0.5626,0.3027,-0.4368,-0.0409,0.1418,0.0431
-0.1308,-0.1377,-0.2260,-0.2631,0.1511,0.0195,0.2035,-0.0900,-0.2989,-0.1037
-0.0685,-0.4704,-0.0127,0.1910,-0.1300,-0.2402,-0.3401,0.0477,-0.4582,-0.1804
0.0498,-0.3730,0.3786,0.4418,0.0918,0.2367,0.1940,0.0373,0.1589,0.3538
-0.0007,-0.3589,0.5179,0.7538,-0.2098,-0.4229,0.3920,0.4386,0.0495,0.0416
-0.0204,-0.3236,0.5544,0.9923,0.1701,0.1598,-0.4923,0.7225,-0.4516,-0.5878
-0.2977,-0.0567,-0.0531,0.4495,-0.2349,-0.2033,0.2626,-0.4590,0.0150,-0.0894
-0.0093,0.1454,0.4617,0.7787,-0.1626,0.0006,-0.1626,-0.1960,0.1863,0.1658
0.2338,0.0612,0.4208,0.6654,0.3091,0.2616,-0.3675,-0.3055,0.2162,0.3083
-0.1230,-0.3108,0.2029,0.6059,0.0159,-0.0099,0.4724,0.1379,0.1704,0.2418
-0.1536,-0.3731,-0.0065,0.4526,0.1000,0.0506,0.3750,0.3369,-0.2875,-0.0863
0.6049,0.4316,-0.1437,0.4269,0.4324,0.2954,-0.6264,-0.1390,0.4511,0.4778
0.1281,0.3310,0.1282,0.5575,0.5750,0.3330,0.2250,-0.2909,0.4579,0.3894
0.2880,0.8146,0.5190,1.0697,0.4299,0.0964,-0.6319,0.0088,0.0675,-0.2510
0.2655,0.6024,1.1175,1.1586,1.1103,0.5827,-0.5074,0.6536,0.3111,-0.0096
-0.3502,0.0482,0.0945,0.1322,-0.1099,-0.3696,0.4449,-0.8303,0.0527,0.2192
-0.3856,-0.6886,0.2878,0.4855,-0.4221,-0.7430,-0.3191,-0.4602,-0.4775,-0.3258
-0.8707,-0.5133,0.6939,0.8980,0.4660,-0.4102,-0.5851,-0.6295,-0.1365,-0.2296
-0.3768,0.2001,0.5297,0.4298,0.1139,-0.2217,-0.2005,0.2056,0.4870,0.2080
-0.1636,0.0354,0.8579,0.8474,0.2055,0.3699,0.0917,0.0465,-0.2895,-0.2406
0.2687,-0.2786,0.0251,0.4720,0.3297,0.2218,-0.8124,-0.3449,-0.5101,-0.2575
-0.2110,-0.5732,-0.4030,0.3864,0.1954,0.2436,-0.9955,-0.1338,-0.7293,-0.2092
-0.1802,-0.5373,-0.5319,-0.1428,-0.4359,-0.0657,-0.1080,-0.2617,-0.6776,-0.3471
0.5184,-0.1923,0.3373,0.7844,0.3292,0.5969,-1.0000,0.6914,-0.7383,-0.4546
0.4583,0.3849,0.1831,0.5200,0.3426,0.4711,-0.4456,0.7340,-0.1613,0.3342
0.2398,-0.0340,0.2197,-0.0081,-0.5703,0.3016,0.3036,0.7276,0.0369,0.3459
0.3907,-0.7028,-0.3086,-0.2993,-0.7391,-0.1158,-0.5972,-0.2326,-0.4493,-0.0009
0.3245,-0.6542,-0.6726,-0.5167,-0.4362,0.1069,-1.2822,0.2855,-0.2014,0.3559
0.2200,-0.2831,-0.4224,-0.4151,-0.1631,-0.0867,-0.7913,-0.0578,-0.4391,-0.1849
0.1064,0.4681,0.0060,0.0506,0.4719,-0.2905,-1.3612,-0.0219,-0.3371,-0.5445
-0.5769,0.5854,0.0929,-0.0989,0.6586,0.0162,-0.8091,-0.6971,0.0782,-0.0566
0.0383,0.9795,-0.2124,-0.1157,0.4042,-0.0433,-0.8742,-0.0424,-0.0594,-0.4163
0.2069,0.9600,0.0747,0.1668,1.3270,0.7973,-0.6233,-0.3030,0.0078,-0.2923
0.5715,1.1023,-0.4535,-0.5874,0.8575,0.3251,-1.0769,0.0622,0.4175,0.2857
0.3538,0.5551,-0.1075,-0.4708,0.6529,0.4203,-0.2197,0.2425,0.1123,0.0356
0.2225,0.3869,-0.3358,-0.7365,-0.5029,-0.2101,1.3990,-0.1182,0.4306,0.4807
-0.0892,-0.5827,-0.3177,-0.8193,-0.9134,-0.6246,1.5834,0.4283,-0.2309,-0.3301
-0.2385,-0.4049,-0.3565,-0.9939,-0.2920,-0.5940,1.6624,-0.6507,-0.1061,-0.3524
-0.5395,-0.2246,0.1976,-0.2712,-0.6660,-0.6335,2.0306,0.2634,0.1789,-0.1851
-0.0295,-0.0894,0.7706,0.0606,-0.4972,-0.2202,1.6399,0.4035,0.2119,0.1389
-0.0562,-0.1582,0.2633,-0.5205,-1.0058,-0.3581,1.6145,0.4467,0.3273,0.2817
0.2165,0.0222,-0.1177,-0.6704,-0.1220,0.0930,1.1753,0.4262,0.3008,0.4115
0.2153,0.7220,-0.7343,-1.0034,-0.0513,0.4402,1.5719,-0.5439,0.5003,0.7109
0.2291,0.6012,-0.5454,-0.7880,0.1521,0.2360,1.6049,-0.2084,0.5526,0.8161
0.3031,0.1192,-0.6607,-0.7632,-0.4347,-0.5770,0.6246,-0.4329,0.5194,0.6108
0.2647,0.0270,0.2648,-0.2693,0.0919,-0.3221,1.0013,0.3483,0.2675,0.2486
-0.4219,0.1201,0.4392,-0.1908,0.2501,-0.2217,1.5759,-0.1570,0.2683,0.2381
-0.1176,0.5725,0.6692,-0.0127,0.6593,-0.3940,0.8649,0.1303,0.2011,-0.3473
-0.4827,0.1842,1.0266,0.4787,0.8421,-0.0992,0.7657,-0.0339,0.2326,0.0042
0.0560,0.6319,0.5481,0.1125,0.3915,-0.4710,0.7457,-0.1852,0.7107,0.6437
