IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
-0.2952,0.2366,-0.4087,-0.3680,0.3914,-1.0236,-0.7100,-0.7470,-0.7212,-0.4073
-0.1786,-0.3144,0.3067,-0.0818,-0.0381,0.3572,-0.1595,-0.5225,-0.6325,-0.5452
-0.4501,-0.9427,-0.1469,-0.0545,-0.6403,0.3742,-0.5058,-0.2027,-0.4746,-0.4336
-0.2254,-0.6465,-0.0454,0.0079,-0.5902,0.4217,-0.6856,-0.0656,-0.1649,-0.3654
-0.4066,-0.7599,-0.4667,-0.5236,-0.6322,-0.5430,-0.8765,-0.1484,-0.7651,-0.7931
0.3634,0.2529,-0.6763,-0.7802,-0.0925,-1.0894,-0.7875,-0.4063,-0.6647,-0.5630
0.7036,0.9634,-0.0992,-0.1301,0.7331,-0.4581,-0.1569,-0.1796,0.1148,0.3970
0.5790,0.8515,-0.2178,-0.3206,0.3534,-0.1933,0.0455,-0.0869,-0.2368,-0.1856
0.3349,1.2577,-0.4837,-0.3208,0.8214,-0.2260,-0.8053,-0.4506,0.0892,-0.0405
-0.0692,1.1478,0.1520,-0.0803,1.9045,0.0400,-0.1069,-1.3328,0.8209,0.8361
-0.6620,-0.1952,0.3419,0.0131,0.2727,0.0897,-0.2499,0.1151,-0.1123,-0.0407
-0.5729,-0.3552,0.5594,0.3274,-0.5350,-0.1976,-0.7347,-0.4035,-0.2812,-0.3568
-0.3634,-0.2659,-0.0777,0.0980,-0.3830,-0.0088,-0.1478,-0.2201,-0.4397,-0.2520
-0.0894,-0.1950,-0.5134,-0.2315,-0.6988,-0.0398,-0.6007,-0.7878,-0.2453,-0.0263
-0.0163,-0.6109,-0.4260,-0.3347,-1.1137,-0.0591,-0.5797,-0.4706,-0.1430,-0.2504
0.0475,-0.3718,-0.1437,-0.0887,-0.5548,-0.0517,-0.1351,0.0009,-0.2451,-0.3730
-0.0111,-0.0023,0.0241,0.0756,-0.3506,0.0167,-0.2939,0.3271,-0.0724,-0.2233
-0.1952,-0.1067,0.1049,0.2253,-0.2577,0.2342,-0.4366,0.0947,0.1749,0.2438
0.1421,-0.1277,0.2480,0.1792,-0.1506,0.3264,0.3648,-0.0031,0.1560,0.3197
0.3901,0.4336,0.4085,0.2043,0.3925,0.3385,0.4613,0.0634,0.0763,0.1526
-0.2930,0.0778,0.3525,-0.0821,-0.0821,-0.5593,-0.0965,-0.1418,-0.3420,-0.3168
-0.1460,0.0174,0.2205,-0.0281,-0.2277,-0.4144,0.1518,0.1790,0.1265,0.0451
0.2836,0.3228,0.2833,0.2753,0.3018,0.3567,0.8824,0.5308,0.6477,0.8148
0.8322,0.4297,0.4806,0.2758,0.2837,0.3914,1.0632,0.4856,0.8493,0.9830
0.8436,0.6140,0.6817,0.4487,0.2531,0.3387,1.6540,0.7411,1.0469,0.9518
