IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
-0.2763,0.2198,-0.4735,-0.8645,0.0165,-0.4582,-0.2036,-0.8234,-0.2840,-0.6822
-0.8335,-0.6327,-1.4416,-0.9845,-0.7356,-0.6965,-1.1027,-1.4546,-1.2926,-1.3831
-0.3376,-1.1101,-1.6369,-0.7031,-1.4416,-0.7976,-0.8727,-0.5849,-0.9739,-0.8419
-0.0270,0.2256,-0.7157,-0.2272,-0.6229,-0.2233,0.1601,0.9157,-0.3448,-0.2543
0.5646,0.4537,-0.3579,-0.0697,-0.3971,0.1465,0.0626,0.4519,0.3185,0.5278
0.5358,0.7647,-0.0991,0.3945,0.1885,0.5436,-0.0975,0.6618,-0.1469,0.1511
0.5728,0.0232,-0.3898,0.0852,-0.1024,0.7421,0.0522,0.3442,-0.0478,0.0577
0.3863,0.2844,0.1881,0.3609,0.2793,0.7385,0.3586,0.4066,0.4921,0.5139
0.0921,-0.0154,0.6816,0.5119,0.7505,0.9179,0.7637,0.3021,-0.0351,0.0513
-0.1364,0.2825,0.5261,0.0339,0.8985,1.0154,0.1734,0.4582,0.3163,0.3374
-0.5073,0.5922,0.7700,0.1349,0.8698,0.0547,1.2372,0.4653,0.1907,-0.1107
-0.2528,0.4539,0.8149,0.3263,0.9182,-0.2508,1.1456,0.1106,0.5319,-0.0824
-0.7333,0.4489,0.8130,0.1723,0.4834,-0.5148,0.7729,0.0598,0.3336,-0.3657
-0.9300,-0.5398,0.1715,-0.5717,-0.0049,-1.0448,-0.2711,-0.3924,-0.2240,-0.5241
-0.8320,-0.1582,-0.6628,-1.0045,-0.4952,-1.0761,-0.2120,-0.4441,-0.5159,-0.6187
-0.2483,0.2732,-0.1664,-0.3409,0.1145,0.0305,0.2646,0.0069,-0.7102,-0.5405
0.0771,0.8062,0.1334,0.2881,0.8604,0.6388,0.2847,0.1367,-0.1775,0.0167
-0.3803,-0.1115,0.4227,0.2726,0.1114,0.4865,0.3735,-0.0282,-0.8697,-0.6237
-0.1216,-0.7144,-0.5580,-0.3715,-0.3561,0.3529,-0.5928,0.0258,-0.7808,-0.7874
-0.7006,-0.3856,-0.9814,-0.6741,-0.2939,-0.2737,-0.5412,-0.4387,-0.9405,-1.2776
-0.9224,-0.5509,-1.7965,-1.5027,-0.5732,-0.9617,-1.0969,-0.7185,-0.8681,-1.2169
-0.8778,-0.8190,-1.2903,-1.0884,-1.1586,-1.1285,-0.5885,-0.5674,-1.1976,-1.0924
0.0976,-0.8606,0.2517,0.4918,-1.0418,-0.7679,0.2876,0.3432,-0.7158,0.0309
0.8095,0.3345,0.5602,0.7403,-0.6678,-0.1442,0.3304,1.0694,0.7067,1.1676
0.3977,-0.4533,1.0654,0.8940,-0.5486,-0.4614,0.5908,0.6566,0.4552,0.6726
-0.0482,-1.0988,0.4383,0.3973,-0.7271,-0.8388,-0.4841,-0.3281,0.2733,0.1841
-1.0622,-0.7609,-0.4207,-0.4442,-0.6133,-0.9372,-0.4444,-0.7248,-0.1634,-0.3842
-0.7858,-0.3382,-0.2942,-0.1489,-0.2551,-0.3342,-0.5136,-0.3687,-0.5815,-0.4266
0.4976,0.6808,-0.1227,-0.2286,0.3862,0.1821,-0.4220,-0.2394,0.9233,0.8744
0.2097,0.6051,-0.2762,-0.5704,0.4815,0.0368,-0.1321,-0.5006,0.9217,0.7396
0.4745,0.2137,-0.2638,-0.2940,0.4090,0.1762,-0.0877,-0.2446,1.1089,0.9902
0.3908,0.4704,0.6141,0.3942,0.3007,0.2418,0.0982,0.3099,0.9605,1.0334
0.9141,0.1808,0.7502,0.5917,0.8414,1.3045,0.1213,0.3428,0.9928,1.2562
0.8116,0.5540,0.8171,0.7284,0.9129,1.2440,0.3126,0.4957,0.8437,1.0625
1.1416,0.7602,1.1880,1.3940,1.0178,1.7067,-0.0604,0.0602,1.0223,1.3199
1.0805,0.8803,0.7252,0.5155,0.7671,1.6777,-0.3428,0.2119,0.9249,1.0954
1.0197,0.4975,0.8019,0.6204,0.6433,1.3460,0.3665,0.4682,0.0108,0.2207
0.6260,0.1633,0.2085,0.2802,0.4566,0.8119,-0.2524,0.0582,0.6332,0.5347
