IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.7941,0.6489,-0.3423,0.0807,0.0842,0.8612,-0.9501,0.1067,0.2904,0.4248
0.5698,-0.0364,-0.2260,0.1084,-0.1461,0.3960,-1.0559,-0.0986,0.0457,0.2620
-0.1950,-0.0597,-0.3921,0.1250,-0.1920,0.1778,-0.5450,-0.1819,-0.0445,-0.0252
0.2213,0.0792,-0.0463,0.2094,-0.3235,0.0584,0.5242,0.0244,0.1169,0.2016
0.1357,0.0918,0.1901,0.5072,-0.0165,0.1262,-0.4810,0.2879,0.0157,0.0160
-0.1961,-0.0108,0.0222,0.4382,-0.0542,-0.0460,-0.4799,-0.1066,0.0828,0.2427
-0.0769,0.1481,0.1485,0.4550,-0.0619,-0.2299,-0.5347,-0.1988,0.1425,0.0849
-0.2495,-0.0101,0.0095,0.0638,-0.1025,0.0121,-0.2101,-0.4107,0.4634,0.4653
-0.0589,0.6195,-0.6268,-0.8159,-0.0948,-0.0934,0.1056,-0.0691,0.2972,0.2174
0.1263,0.4882,-0.3721,-0.3422,-0.0353,-0.0872,0.8606,0.7710,0.0669,-0.2358
0.5027,0.4231,-0.0296,-0.1200,0.4034,0.2104,0.1977,0.2260,0.2559,0.0316
0.4377,0.3266,0.0606,-0.0179,0.3432,0.2463,-0.0636,0.1529,0.2739,0.0776
0.4983,0.3160,-0.2004,-0.2242,-0.0357,0.3235,0.2040,0.1497,0.2857,0.3590
0.4603,0.1554,-0.2360,-0.1713,0.3169,0.5750,-0.1411,0.0531,0.4695,0.5131
0.4085,0.0662,0.0065,0.0139,0.2454,0.3661,0.1911,0.3404,0.6442,0.7603
0.3580,0.2052,0.2938,-0.0262,0.4313,-0.0096,-0.0697,0.3544,0.4775,0.4199
-0.0823,-0.1927,0.0734,-0.3194,-0.1543,-0.2973,0.4381,-0.2407,0.0978,0.0284
-0.6927,-0.4399,-0.4899,-1.0052,-0.1647,-0.5843,-0.5018,-0.8979,-0.5739,-0.8970
-0.8999,-0.9871,-1.1053,-1.2632,-0.6413,-0.8523,-0.5964,-1.1365,-0.9681,-1.0297
