IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.8844,0.9411,0.3375,1.0976,1.3930,1.4477,-0.0445,-1.1891,0.6369,0.9719
0.1214,0.0232,-0.0882,0.3234,0.6096,0.8893,0.2018,-0.0350,-0.3478,-0.3143
-0.6453,-0.5539,0.6626,0.4114,-0.4641,0.0069,0.1610,0.8880,-0.8990,-0.9053
-0.3202,-0.0603,0.4306,-0.1176,-0.2683,-0.4616,0.4499,0.2736,0.1219,0.0880
0.0107,-0.4320,-0.5758,-0.6525,0.1089,-0.0506,0.0506,0.0525,0.6152,0.7828
0.3296,-0.0503,-0.7947,-0.5482,-0.1098,-0.2530,0.5191,0.6354,0.9686,0.8887
1.0157,0.4256,0.6363,0.5354,0.1280,-0.1504,0.5785,0.4569,0.9716,1.0373
0.4716,0.0941,0.0799,0.2003,0.3895,-0.2511,1.0196,1.0230,0.7850,0.9345
-0.0938,-0.1464,0.1861,0.1258,0.1153,-0.3260,0.1513,-0.0051,0.1733,0.1773
-0.1037,0.1091,0.0217,-0.0117,-0.0070,-0.3603,-0.3474,0.2049,-0.2863,-0.5204
0.7282,0.7591,0.4328,0.5056,0.2814,-0.1613,-0.5843,-0.2433,-0.1407,-0.0030
0.4740,0.3074,-0.3685,-0.0522,0.4919,0.0699,0.3907,-0.0152,-0.0356,0.1832
0.0882,-0.1570,-0.4107,-0.1056,0.2193,-0.1859,0.4063,0.2617,-0.0596,0.0958
0.2218,0.3479,0.9972,0.6326,0.0758,0.0873,1.4498,1.4970,-0.1186,-0.1383
0.1419,0.8654,1.2739,1.1472,0.3592,-0.2412,1.6872,0.6735,-0.1028,-0.3857
-0.8049,0.3451,0.8966,0.8637,0.1264,-0.4937,0.2227,-0.5797,-0.6798,-0.7222
-0.6594,0.3049,0.6961,0.6486,-0.1581,-0.5686,0.4211,0.3524,-0.1601,-0.2726
0.2523,0.3552,1.0827,0.7306,0.0391,-0.3034,1.0107,0.9213,0.0891,0.1094
0.4217,0.7421,0.7231,0.6181,-0.0232,-0.3277,-0.5633,0.3819,0.7049,0.6356
-0.2846,0.1303,0.6001,0.7328,-0.3146,-0.2336,-0.5034,0.0351,0.4024,0.0223
-0.4123,-0.3816,0.3458,0.6097,-0.5100,-0.2507,-0.0695,0.7057,-0.3612,-0.6028
0.3827,0.3516,0.6468,0.5448,-0.0951,0.1100,-0.7780,0.2525,-0.3898,-0.5044
0.6186,0.6719,-0.3390,-0.1935,0.1737,0.0566,-0.4571,1.2524,0.3713,0.6107
0.2396,-0.0373,-0.8906,-0.7897,-0.1674,0.0089,-0.0011,0.3945,0.7101,0.8455
-0.1589,-0.8221,-0.2323,0.0603,-0.7380,-0.2437,-0.8758,-0.6240,0.0085,0.1764
-0.2624,-0.7767,-0.2774,0.0768,-0.7590,-0.2056,-1.0507,-0.3523,0.0331,-0.0010
-0.3232,-1.0155,-0.5962,-0.3086,-0.3693,0.0513,-0.6077,-0.7589,-0.0585,-0.3961
-0.1449,-1.2309,-1.4760,-0.8597,-0.1730,0.4329,0.1202,-0.2018,-0.1350,-0.4701
-0.1171,-0.6780,-0.2607,-0.2586,-0.1040,0.3248,-0.6925,-0.3133,-0.2333,-0.5078
-0.2342,-0.1110,-0.1499,-0.3090,0.2568,0.4733,-0.0781,-0.3716,-0.3875,-0.6363
-0.1749,-0.1186,-0.7707,-0.7732,0.4561,0.3523,-0.0538,-0.6562,-0.4647,-0.4751
-0.4057,-0.4742,-1.0251,-0.6514,0.2047,0.4186,0.1354,-1.0503,-0.8372,-0.8919
-0.7364,-0.5683,-1.7729,-1.3953,-0.1485,0.2647,0.2689,-0.2929,-1.1055,-1.0967
-1.4703,-0.9970,-0.9194,-1.4058,-0.3249,0.0506,0.6066,-0.5389,-1.2932,-1.6490
-1.0675,-0.7734,-0.6157,-0.9921,-0.5249,-0.1605,0.6167,-0.9413,-1.0570,-1.2214
-0.3104,-0.7970,-0.6204,-0.6597,-0.1880,0.0664,0.2176,-1.0391,-0.9793,-0.7913
0.1424,-0.0759,-0.8262,-0.5306,0.1289,0.4635,-0.9597,-0.5125,-0.4707,-0.0954
0.1677,0.0930,-0.5940,-0.7485,0.4902,0.5011,-1.1724,-0.4871,-0.0146,0.0039
-0.0706,0.0859,-0.2492,-0.6660,0.3829,0.4121,-0.0936,0.6120,-0.1103,-0.2794
0.2604,0.3660,0.1042,-0.1981,-0.4323,-0.2460,-0.2499,-0.5770,0.4015,0.3041
0.4412,-0.0272,0.1449,0.3737,-0.5793,0.0077,-1.2600,0.0456,0.5586,0.5466
0.7594,0.3848,-0.0576,0.1293,-0.3247,0.4124,-0.4685,-0.2352,0.9490,1.2047
0.5394,0.3821,0.1954,0.0693,-0.0567,0.1928,-0.8985,-0.2876,0.6961,0.9890
-0.6358,0.0436,0.3668,-0.3430,-0.7299,-0.7360,0.2926,0.0974,-0.2686,-0.0335
-1.1422,-0.2509,1.0431,-0.0558,-1.0506,-1.2170,-0.5448,-0.4455,-0.8898,-0.8364
-0.9493,-0.4636,-0.5411,-0.6717,-0.5125,-0.6378,-1.1029,-0.9750,-0.4305,-0.4799
-0.6329,-0.4784,-0.9861,-0.9313,-0.3624,-0.2483,-0.2077,-1.2493,0.1238,-0.0042
-0.6104,-0.7111,-1.4613,-1.3535,-0.3094,0.0270,-0.7528,-0.7796,-0.0155,-0.0865
-0.4459,-0.7980,-1.2148,-0.9211,0.0063,0.0735,-0.4008,-1.1517,0.1792,-0.0245
-0.3074,-0.8097,-0.3359,-0.2868,0.3241,0.2629,-1.2467,-0.4827,-0.1861,-0.3092
-0.2508,-0.1875,-0.1719,-0.0693,-0.0476,0.0130,-1.0646,-0.7524,-0.7112,-0.8272
-0.3894,0.0750,-0.7577,-0.7500,0.2331,0.0567,-0.4629,-0.0160,-0.8115,-0.9741
0.0020,0.2464,-0.6049,-0.4849,0.2413,0.3165,-0.8704,-0.5178,-0.2800,-0.4218
0.2415,0.0919,-0.4029,-0.4278,0.2952,0.4172,-0.4298,-0.1970,0.2271,0.0771
-0.1155,-0.1955,-0.5241,-0.7195,0.0530,-0.0918,-0.2373,-0.3656,0.3021,0.1464
-0.3829,0.3179,-0.0272,-0.2910,-0.6364,-0.4471,-0.0895,-0.0829,0.3095,0.2186
-0.1502,0.7192,1.2780,1.0368,-0.4103,-0.2469,0.1493,0.2138,0.2738,0.4092
0.3137,0.5851,0.7068,1.0834,0.1783,-0.0077,0.2248,0.1832,0.4784,0.6785
