IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
-0.2807,0.2558,0.1041,0.3273,-0.4188,-0.0885,-0.8750,0.7167,-0.3329,-0.2501
0.0276,0.7558,1.0129,1.2905,0.3615,0.1977,0.4454,0.7804,-0.2235,-0.2972
0.2342,0.2723,0.2466,0.3526,0.1350,0.3909,0.7264,-0.0377,0.2197,0.1523
0.6379,-0.5038,0.4835,0.5627,-0.2228,0.6468,0.1785,0.2449,0.1356,0.4298
0.6575,-0.6834,-0.5511,-0.3155,-0.6788,0.1751,-0.5433,-0.5293,0.0015,0.3574
0.5369,-0.7611,-0.5625,-0.4532,-0.9013,-0.3001,-1.1491,-0.6307,-0.3758,-0.3423
-0.0030,-0.6314,-0.7425,-0.4433,-0.5106,-0.2953,-0.3969,-0.3070,-0.4171,-0.6573
0.7344,-1.0707,-1.4439,-1.0296,-0.1884,-0.0983,-0.3239,-0.1797,-0.2257,0.1301
0.5051,-0.1999,-1.0819,-0.7573,-0.5362,-0.2788,-0.6710,-0.9192,-0.1252,-0.0661
-0.1253,0.0044,-0.5903,-0.4540,-0.6207,-0.3753,-1.0350,-0.4881,-0.0871,-0.1694
-0.8190,-0.9144,-0.8711,-0.8504,-0.5932,-0.1531,-0.5205,-0.1651,-0.0963,0.0017
-0.5958,-0.8835,-1.1882,-1.0119,-0.7543,0.1670,-1.3648,-0.8676,-0.4900,-0.2775
-0.2774,-0.6217,-1.1074,-0.9160,-0.5560,0.2150,-0.8243,-1.0776,-0.6183,-0.5489
-0.7812,-0.5319,-0.7706,-0.5489,-0.5846,0.1888,-0.4594,-0.6292,-0.5176,-0.3519
-0.7555,-1.5658,-0.7242,-0.4176,-1.2739,-0.1198,-0.4420,-0.3468,-0.7218,-0.3429
-0.2783,-1.2908,-0.0645,0.3593,-0.7422,0.0030,0.5362,0.4518,-0.4929,-0.1616
0.0304,-0.2134,0.1559,0.4269,-0.0333,0.0756,0.4053,-0.2437,-0.0814,0.0187
-0.3991,0.2537,0.1854,-0.0175,0.2304,-0.0888,-0.2742,-0.5383,-0.0522,-0.1691
-0.7164,0.6184,0.1916,-0.1245,0.3237,-0.2712,-1.1031,-0.4167,-0.1435,-0.2555
0.1973,1.1315,0.7076,0.1115,0.9700,0.3242,-0.9674,0.4356,0.6931,0.3149
0.0548,1.2425,0.5958,0.3091,1.3541,0.1742,-0.5996,0.6267,0.7973,0.3174
-0.1768,0.7764,0.7971,0.6268,1.3707,0.5728,-0.1160,1.0198,0.4999,0.1551
0.0535,0.3485,-0.2361,-0.0993,0.7275,0.2231,0.0842,0.1062,0.7093,0.7120
-0.0174,0.2528,0.0635,-0.1808,0.4753,0.2565,-0.7128,-0.1867,0.8940,0.8991
0.0485,0.7229,0.3711,-0.1037,0.4138,-0.4819,-0.1489,-0.4921,0.7519,0.3607
0.1399,0.9544,0.2471,-0.0428,0.3487,-0.5843,0.1508,0.2373,0.6769,0.1104
-0.6435,0.1175,0.2593,0.0989,0.0787,-0.2611,0.0925,1.2491,0.0546,-0.4970
-0.4996,0.0911,0.4804,0.4559,0.2063,-0.1013,0.5930,1.2989,-0.0380,-0.2673
0.5368,0.3993,-0.4823,-0.4221,0.2617,0.3000,0.6117,0.3682,0.4040,0.3916
0.6912,0.9574,0.3263,0.2171,0.9715,0.6446,1.1259,0.7544,0.4589,0.4578
0.3857,0.6130,0.8781,0.4491,0.9583,-0.0890,1.1598,0.7654,0.5436,0.1642
-0.3822,0.1782,1.2963,0.5890,0.3823,-1.1861,-0.0948,0.5911,0.2865,-0.1862
-0.7470,-0.2543,0.8652,0.4186,-0.0500,-1.0578,-0.7367,-0.1942,0.1820,0.0723
-0.7833,-0.6456,0.0222,-0.3918,-0.5118,-0.9406,-0.4141,-0.2016,-0.2848,0.0348
-0.4971,-0.0076,0.7252,0.1434,-0.2643,-0.7073,0.3810,-0.1339,-0.4933,-0.2830
-0.0192,0.5556,1.0381,0.2782,0.1840,-0.4597,0.8654,-0.1498,-0.0535,-0.1574
-0.3900,0.0580,0.5247,-0.2350,0.3419,-0.7840,0.1943,-0.1177,-0.0761,-0.3485
-0.7129,0.0704,0.3711,-0.3179,0.1787,-0.9652,0.0377,0.2359,-0.1716,-0.4005
-0.1688,0.0902,0.4288,0.1327,0.0450,-0.3452,0.7008,0.8581,-0.2797,-0.2884
0.2790,0.1293,0.7891,0.7036,0.2417,0.5010,0.3570,0.6650,-0.0926,0.1202
0.2020,-0.0207,0.7253,1.0251,0.0886,0.7461,0.7311,1.1738,-0.1004,0.3676
0.5366,-0.0207,0.9822,1.1730,-0.1157,0.8127,0.4547,0.9566,-0.0677,0.2616
0.7574,0.1772,0.7628,0.8164,0.1806,0.4734,0.3633,0.9750,0.3490,0.3881
0.5929,0.4762,0.5867,0.5115,0.1316,0.2698,0.4208,0.9094,0.4006,0.6551
0.5795,0.2991,1.3631,1.2779,-0.1890,0.3111,0.9327,0.8687,0.1804,0.5941
0.5894,0.5533,1.7031,1.5715,0.1929,0.4474,1.3257,0.9773,0.5692,0.6137
0.2141,0.2734,0.6146,0.2669,-0.1048,-0.0791,0.3400,0.9776,0.7271,0.8896
-0.5064,-0.0574,0.1390,-0.6251,-0.5478,-0.7682,-0.2533,0.4245,-0.0514,0.0375
-0.5662,0.1579,0.1649,-0.2466,-0.1274,-0.9659,1.2074,-0.0600,-0.7728,-0.4007
-0.3285,0.5906,0.1143,-0.0315,0.2579,-0.7076,1.0232,-0.3354,-0.3294,-0.2776
-0.4449,0.2606,-0.0078,-0.0657,0.2307,-0.7292,0.5599,-0.1131,-0.2174,-0.2686
-0.7184,0.0091,0.0606,-0.3793,-0.3540,-0.9118,0.4553,0.1486,-0.5337,-0.2696
-0.1445,0.2612,-0.2233,-0.7467,-0.1000,-0.8422,0.2347,0.3847,-0.0084,0.0505
-0.2966,0.4947,-0.3013,-0.7251,0.3672,-0.6310,0.7520,-0.2160,0.2830,0.1789
-0.5688,0.4728,-0.1687,-0.3951,0.3511,-0.3659,0.6782,-1.4359,0.0718,-0.0216
0.4797,-0.1305,-1.1193,-0.8168,-0.0479,-0.2685,0.3579,-0.7645,0.3867,0.3838
1.0529,-0.4823,-1.4949,-0.9736,-0.4579,0.4619,-0.5403,-0.3515,0.0275,0.2789
0.6155,-0.6760,-0.6706,-0.0395,-0.6884,0.7128,-0.4828,-0.4179,-0.3763,-0.0520
0.5100,-0.5433,-1.2822,-0.6160,-0.7025,0.0469,-0.5347,-0.6768,-0.6242,-0.2596
0.1787,-0.5310,-1.3271,-0.9937,-0.1378,-0.1701,-0.1176,-0.5163,-0.4598,-0.3172
-0.1370,-0.3052,-0.7805,-0.5342,-0.1325,-0.5092,-0.6191,-0.8158,-0.2958,-0.3149
0.2884,0.5486,-0.5647,-0.1099,0.5054,0.0833,-0.0831,-0.9375,0.0886,0.0639
0.2576,0.5963,-0.6492,-0.2745,0.8492,0.3754,0.5974,-0.1834,0.3404,0.2990
0.2162,0.5312,-0.4215,-0.3027,0.5393,0.3008,0.4152,-0.1576,0.4406,0.2657
0.3518,0.9449,-0.3312,-0.0221,0.5323,0.1579,0.3077,-0.5180,0.5996,0.1018
-0.0998,0.4755,-1.1214,-0.9996,0.2420,0.2323,-0.2726,-1.0808,0.2496,-0.0924
-0.5865,-0.1283,-1.4479,-1.2959,-0.6340,-0.2942,-0.6670,-1.4244,-0.6897,-0.8628
-0.3722,-0.7403,-1.4523,-1.0609,-1.0325,-0.5354,-0.7279,-1.1618,-1.4770,-1.5399
-0.4495,-1.3840,-1.6305,-1.1813,-1.1277,-0.5069,-0.3639,0.0352,-1.6306,-1.3045
0.1754,-1.1251,-1.9004,-1.3270,-1.3036,-0.1441,-0.6400,-1.0921,-1.4478,-1.1321
0.4417,-0.4331,-1.6533,-0.8572,-0.5471,-0.1482,-0.6642,-1.3674,-1.0051,-0.6905
0.3133,0.2767,-0.9018,-0.2943,-0.3199,-0.2489,0.6012,-0.9437,-0.1216,-0.0807
0.1584,0.3909,0.2970,0.4998,0.4001,0.2985,0.9029,-0.2115,0.3175,0.2711
0.2206,0.3815,0.2354,0.5281,0.5437,0.3673,0.5696,-0.0199,0.5755,0.7065
0.5720,1.0328,1.3579,1.7313,1.1199,0.5589,0.4298,0.7925,0.7843,0.8084
0.4277,1.0550,1.1716,1.3213,1.4094,0.9213,-0.0768,0.3237,0.8636,0.8284
0.9366,0.1725,1.1672,0.8938,1.0469,0.7097,0.9374,0.3490,0.6563,0.8673
0.4239,0.2800,1.2331,1.0463,0.5138,0.1439,0.2784,0.1820,0.4596,0.5015
-0.1246,-0.6365,1.0845,0.6542,0.8477,0.5010,0.4686,-0.1147,0.5711,0.0447
0.2935,0.2479,0.8517,0.7538,0.9800,0.5473,0.4342,-0.0498,0.7422,0.3053
0.4157,0.5232,0.0335,0.1924,0.7329,0.3581,0.1221,0.1730,0.6218,0.1662
0.3055,0.3360,0.2469,0.4637,1.0091,0.7271,0.6864,-0.1809,0.7873,0.2899
0.4199,0.4263,0.8748,1.0986,1.3197,0.9113,0.6911,-0.2436,0.9046,0.8029
0.0819,-0.3426,0.5140,0.6996,0.7729,0.8768,0.4037,0.1175,0.9197,0.8698
0.3268,-0.5491,0.1092,0.2204,0.1535,0.6627,0.3217,-0.2053,0.2796,0.2134
0.6165,0.3142,0.8243,1.2259,0.4997,0.9762,0.9434,0.2134,0.3518,0.2569
0.6859,0.4082,1.3073,1.4107,0.7862,1.2342,1.5447,-0.2743,0.6424,0.5526
0.6372,0.1114,1.2016,1.0014,1.0724,1.3165,0.8189,0.2809,0.7551,0.5688
0.3734,0.0611,0.7053,0.3757,0.8194,0.8239,0.7338,-0.3776,0.6601,0.6578
-0.1207,-0.1518,0.8392,0.5254,0.0784,0.3929,-0.0152,-0.9928,-0.0368,-0.0003
0.0748,-0.1831,0.6901,0.5579,-0.2008,0.5516,0.0177,-0.4762,-0.3100,-0.4607
0.3387,0.3133,0.3733,0.5783,0.4772,0.5814,-0.0676,-0.0313,-0.2391,-0.1338
0.2250,0.4231,0.6129,0.8832,0.7087,0.8730,0.4362,0.3226,0.0923,0.2032
0.3375,0.1845,0.9131,1.0206,0.4985,0.9071,0.2190,0.2502,0.0931,0.1117
0.3162,0.3963,1.4937,1.5561,0.3223,0.6575,-0.0438,-0.0680,-0.0406,0.2112
0.1988,-0.1479,0.6901,0.9207,-0.5685,0.3626,-0.4399,-0.6281,-0.1064,0.0865
-0.3680,-0.9759,-0.5577,-0.1593,-0.8550,0.2062,-1.0487,-0.5780,-0.5345,-0.4452
-0.6391,-1.2140,-1.1251,-0.7727,-0.8671,-0.1545,-0.7438,-0.4758,-1.2713,-1.1372
-0.6322,-0.6350,-0.9504,-0.5884,-0.8844,-0.2580,-0.3917,-0.4059,-1.4304,-1.2061
-0.3372,-0.6397,-1.0229,-0.1999,-0.8454,0.1453,-0.4550,-0.7662,-1.0786,-1.0118
-0.2772,-0.5564,-0.8800,-0.3810,-0.2463,0.3457,-0.3475,-0.1714,-0.4929,-0.6038
-0.2716,-0.1399,-0.4536,-0.2564,0.3030,0.3002,0.5585,-0.7816,-0.0676,-0.2052
-0.4470,0.0380,-0.3998,-0.3281,0.5358,0.3455,0.0367,-0.0511,0.0695,-0.2972
-0.2277,0.1307,0.0443,-0.2191,0.4267,0.3057,0.2383,-0.0209,0.1164,-0.1770
