IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
0.0268,0.1338,0.0878,0.2620,1.0655,0.6296,-0.4182,-0.5779,-0.5054,-0.2949
0.0861,0.2961,0.1073,0.4448,0.9675,0.5346,-1.2959,-0.2292,-0.2549,-0.1429
0.1110,0.8882,0.7841,1.0933,0.8775,0.6813,0.4212,0.2688,0.4236,0.2961
0.2500,0.4869,0.5402,0.7842,0.3775,0.7164,0.1604,0.2605,0.7354,0.5509
0.5433,0.4452,0.2531,0.1230,-0.0248,0.3586,0.0030,-0.0433,0.5540,0.5974
0.3503,0.1079,0.5533,0.0490,0.4137,0.3515,0.7672,0.2484,0.1996,0.4561
0.2408,0.2931,0.2960,0.2275,0.5143,0.3692,0.6267,0.4490,-0.0411,0.0854
0.4607,0.0644,-0.1340,-0.0872,0.0560,0.4014,-0.1267,-0.1721,0.3777,0.3884
-0.1215,-0.0848,0.0379,-0.2600,-0.1223,0.3830,-0.4777,-0.1166,0.3665,0.3841
0.2895,0.1515,-0.1931,-0.3016,0.3724,0.4676,0.0553,-0.2039,0.1687,0.3613
-0.0321,0.0664,-0.3078,-0.1802,0.4017,0.5504,0.1686,-0.2542,0.0684,0.2230
0.4426,0.0659,-0.9024,-0.8611,-0.1462,0.2832,-0.8800,-0.8891,0.2137,0.3663
0.2046,0.0887,-0.0937,0.1008,-0.0226,0.2046,-0.2147,-0.3974,0.3772,0.7151
0.2343,0.1489,0.1018,0.0926,0.3738,-0.0590,0.4559,-0.3885,0.2037,0.4608
-0.5441,0.0740,-0.0273,-0.2484,-0.0412,-0.5304,-0.3145,-0.1890,0.5248,0.4871
-0.7374,-0.0426,-0.3006,-0.4598,-0.1470,-0.6305,0.4541,-0.3666,0.3529,0.1385
-0.0993,0.0103,0.1875,-0.0131,0.3851,-0.1776,-0.3588,-0.0663,0.1736,0.3339
0.2722,0.1079,0.0089,-0.0124,0.3853,0.1285,-1.5319,-0.3004,0.2623,0.4125
0.2826,0.0246,-0.6285,-0.2508,-0.1853,-0.0563,-0.1873,-0.2048,-0.0855,0.1554
0.0555,0.0567,-0.3610,-0.2581,-0.3594,-0.1364,0.5076,0.2305,-0.3941,-0.1236
0.1645,0.0396,0.1157,-0.1788,-0.4474,-0.5207,1.3306,0.3448,-0.4249,-0.2938
0.1211,-0.6461,-0.6574,-0.4040,-0.9249,-0.5321,0.6006,0.0130,-0.3792,-0.2727
0.0930,-0.2632,-0.5598,-0.1802,-0.5141,-0.2703,0.6823,0.1577,-0.2576,-0.0958
0.1373,0.5001,0.2236,0.3651,-0.2078,-0.3643,0.6292,0.9865,0.3724,0.3871
-0.0288,0.5727,0.0292,0.1800,-0.4786,-0.4709,1.4533,0.2555,0.4798,0.2259
-0.2557,0.3990,-0.3650,-0.6645,-0.2044,-0.4342,-0.0937,-0.6323,0.0238,-0.2151
0.1139,0.9201,-0.1524,-0.2795,0.3992,-0.2829,-0.0106,-0.0916,-0.1753,-0.4388
-0.4433,0.4529,-0.2313,-0.2417,-0.0202,-0.6149,1.1628,-0.4693,-0.3563,-0.8902
-0.4312,0.2640,-0.1315,-0.5415,-0.0906,-1.1482,0.3728,-0.4509,-0.3052,-0.8288
-0.1415,0.3367,0.7295,0.4043,0.0831,-0.5602,0.2368,0.4729,0.1684,-0.1243
0.4991,0.0202,0.0602,0.1016,-0.2407,-0.2203,0.2479,-0.0504,0.3200,0.1021
0.6277,-0.1298,0.3366,0.5710,0.0137,0.0989,0.0996,0.5334,0.1714,0.3754
0.6476,-0.2672,0.3164,0.6035,-0.1943,0.1816,0.3501,0.8643,0.3107,0.6715
0.2484,-0.3172,0.1326,0.4810,-0.5117,0.2619,0.5132,0.4509,0.2080,0.4019
0.2227,0.4045,1.1270,1.2995,0.3387,0.1247,-0.2809,1.0730,0.5915,0.6108
-0.7754,0.1228,1.5668,1.3898,0.0008,-0.3515,-0.5583,0.8840,0.3029,-0.1989
-0.9745,-0.8111,0.6156,0.4197,-0.6860,-0.8675,0.2283,-0.5374,-0.3622,-0.7614
-0.8062,-1.0546,0.3319,0.1658,-0.4635,-0.7124,-0.8210,-0.5018,-0.6177,-0.6913
-0.4238,-0.9420,-0.0399,-0.1347,-0.6597,-0.3455,-0.7594,0.0322,-0.6444,-0.5319
-0.1720,-0.7786,-0.5345,-0.8078,-0.7789,-0.1892,-0.4297,-0.3189,-0.4174,-0.4343
0.1892,-0.1799,0.0484,-0.1522,-0.1943,0.0173,0.4250,0.0649,-0.3627,-0.2735
