IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
-0.5895,-0.0246,-0.0145,-0.0261,-0.3160,-0.4209,-0.6268,-0.8054,0.5292,0.0479
-0.1799,0.1131,-0.1458,0.1848,0.4389,-0.0402,-0.4433,-0.3675,0.2164,-0.0705
-0.0079,0.0044,0.2176,0.3544,0.2525,-0.1821,0.0123,0.1353,0.3809,0.2921
0.0849,0.3208,0.4363,0.3273,0.1189,-0.0293,0.1956,-0.2569,0.5459,0.4182
0.5892,0.8072,0.4911,0.6999,0.3893,0.1833,0.6870,0.3623,0.6001,0.6078
0.1811,0.5776,0.1943,0.1948,0.1680,-0.0262,0.6031,0.8488,0.2964,0.2473
0.3568,0.7580,0.9560,0.6655,0.3646,-0.4699,0.6188,-0.1049,0.2332,-0.0687
-0.6235,0.4345,0.5911,0.1072,0.4641,-0.7813,0.3068,0.0088,-0.1592,-0.7394
-0.7960,0.0438,0.1413,-0.2521,0.3111,-0.4687,0.1366,-0.3789,-0.7085,-1.3177
-0.2745,0.3744,0.8989,0.8558,0.5306,-0.4070,0.6636,0.1184,-0.3464,-0.6999
-0.1152,0.1821,-0.0198,-0.2997,0.3213,-0.0685,-0.0207,0.4213,-0.0442,-0.0980
0.0796,-0.1200,-0.6037,-0.5898,-0.1019,-0.0502,0.1807,0.0189,-0.6052,-0.5612
-0.0658,0.0088,0.4086,0.6072,0.0074,-0.2799,0.0705,0.2025,-0.6945,-0.6192
-0.3713,-0.7083,-0.3763,-0.5236,-0.6004,-0.0633,-0.7025,-0.1347,-0.9984,-0.7726
0.2934,-0.9492,-0.2454,0.0339,-0.8655,-0.0200,-0.1823,0.1342,-1.2594,-0.8887
0.2265,-0.3403,0.4433,1.0321,-0.1525,0.0742,0.0950,0.4492,-0.4872,-0.0683
0.3363,0.0133,-0.3784,0.1309,-0.0556,0.5731,-0.4691,0.1042,-0.1596,0.1604
0.4217,0.1253,-0.0090,0.0520,0.2127,0.2595,0.2727,0.9515,0.0791,0.3745
0.0014,0.1167,0.2301,-0.2006,-0.2089,-0.1007,0.2197,0.5586,0.4622,0.6834
0.3066,-0.0160,0.2494,-0.0596,0.1556,0.5011,0.0054,0.1357,0.4401,0.6017
0.1337,-0.0064,-0.3257,0.0874,0.3382,0.3064,-0.4955,-0.2083,0.2122,0.6724
0.2024,0.0802,-0.9401,-0.5269,0.3067,0.6804,-0.5070,-0.0474,0.0664,0.4354
