IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
-1.5057,-0.8632,0.0204,-0.2762,-0.4126,-0.6975,0.0093,2.0119,-1.0284,-1.0291
-0.9203,-0.7409,0.2803,-0.0501,-0.1525,-0.2643,0.0995,0.6246,-0.4861,-0.3839
-0.8695,-0.4689,0.0661,0.0739,0.0875,0.2732,-0.2957,1.5019,-0.0172,0.1519
-0.4512,-0.1751,0.1890,-0.0131,0.3542,0.5210,0.1054,0.7683,0.1869,0.3208
-0.0296,-0.7872,-0.3975,-0.8949,0.2126,0.1788,0.2781,0.4794,-0.0581,0.0240
-0.4473,-0.9492,0.1775,0.3133,0.4149,0.7480,-0.3410,1.0193,-0.4720,-0.4326
-0.4246,-0.5548,-0.3647,0.5454,-0.0481,0.0469,-0.8471,0.3273,-0.6477,-0.4670
-0.1707,-0.1410,-0.4668,0.2848,-0.0627,0.2033,-0.4994,0.5817,-0.3554,-0.2295
-0.0926,-0.4890,-0.3199,-0.0781,0.1950,0.4605,0.0863,-0.4075,-0.4069,-0.4369
0.0926,-0.0272,-0.1916,0.1337,0.4745,0.6765,-0.5445,0.8069,-0.0867,0.0574
0.1598,-0.0325,-0.3400,-0.0616,-0.1484,0.1709,-0.7626,0.4827,-0.1559,-0.0033
0.1348,0.0182,-0.3292,0.0786,-0.5009,-0.0257,-0.4591,0.5508,0.0096,0.2152
0.2133,0.2248,-0.2009,0.1021,-0.4345,-0.2164,-0.3826,0.4201,0.2667,0.3849
0.0723,0.1624,0.1400,0.7107,-0.0936,0.0962,-0.7378,0.5582,0.4147,0.3924
0.2380,0.1134,0.1445,0.3598,0.2134,0.4341,0.1151,0.6410,0.4328,0.2939
0.1000,0.0190,0.4415,0.4997,0.1632,0.3136,0.0402,-0.6475,0.6897,0.3940
-0.4911,-0.3461,0.0002,0.1525,0.0187,0.0277,-0.3679,-0.1118,0.2290,-0.1120
-0.1024,-0.3487,-0.0274,-0.2329,0.0046,0.0014,0.5338,-0.4925,-0.1117,-0.2245
