IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
-0.1233,-0.0716,0.0071,-0.2103,-0.7775,-0.4885,-1.0461,-1.0959,0.1764,0.0666
0.1852,-0.2165,-0.2974,-0.3324,-0.3052,0.0301,-0.2071,-0.9228,-0.0025,0.1319
0.4005,0.2367,-0.2303,-0.1821,-0.2119,-0.0572,-0.3278,-0.3725,0.0692,0.3782
0.2905,-0.0876,-0.2728,-0.2839,0.0094,-0.0059,0.7134,0.4925,0.0300,0.1176
0.3752,0.2074,-0.4328,-0.5954,0.1276,-0.1920,1.6247,-0.2563,-0.0412,-0.1558
0.3989,0.8915,-0.2295,-0.6960,0.0889,-0.1455,-0.0168,-0.8256,0.1027,-0.1652
-0.0617,-0.2239,-0.3454,-0.3735,-0.1537,-0.3908,0.1816,0.0758,-0.1532,-0.3902
-0.1913,-0.3817,-0.2082,-0.0462,0.0729,0.1766,0.6791,0.2197,-0.2427,-0.2709
-0.2525,-0.1824,-0.4874,-0.6658,-0.2873,0.0228,0.0856,-0.3771,-0.1686,-0.2550
-0.5178,-0.2552,-1.1135,-1.2883,-0.7965,-0.6717,-0.3185,-0.7565,-0.3263,-0.5060
-0.8735,-0.5906,-0.8274,-0.9349,-0.7637,-0.8832,0.0848,-0.2815,-0.7048,-0.7268
-0.7859,-0.6804,-0.7454,-0.7156,-0.5965,-0.4984,0.3384,-0.2230,-0.7146,-0.4740
-0.4039,-0.1402,-0.6491,-0.5170,-0.5514,-0.4787,-0.8164,-0.3818,-0.2715,-0.2584
-0.1813,-0.1422,-0.2698,-0.1663,0.0166,-0.1646,-1.3566,0.1949,-0.0955,-0.1274
0.3458,0.2608,-0.2220,-0.2109,0.5082,0.1232,0.1918,-0.0933,0.0266,0.1122
0.5485,0.2455,-0.2954,-0.2168,0.4575,0.2550,0.1084,-0.0066,-0.1956,0.1270
-0.1896,-0.5248,-0.5964,-0.4660,-0.0359,-0.1532,-0.7945,-0.0568,-0.5983,-0.4395
-0.4634,-0.9399,-0.6800,-0.7077,-0.5788,-0.2800,-0.1286,-0.7724,-0.7288,-0.8313
-0.5757,-1.0458,-0.5319,-0.3271,-0.8175,-0.5451,-0.5855,-0.6225,-0.8922,-0.8632
-0.4586,-0.6207,-0.0918,0.1305,-0.5300,-0.2045,-0.5672,0.8120,-0.4927,-0.5194
0.0309,-0.0234,0.6101,0.6405,-0.1081,0.2921,0.5653,0.7055,0.3036,0.2118
-0.2474,-0.0222,0.9021,1.0277,-0.0952,0.2745,1.2903,0.7350,0.1989,0.3924
-0.0340,-0.0494,0.5580,0.7730,0.0420,0.5059,-0.2129,-0.1789,0.4050,0.5415
0.3096,0.3989,0.6808,0.6976,0.3265,0.3875,0.4843,0.5499,0.8435,0.8042
-0.0446,0.2910,0.5383,0.5260,0.0373,0.1424,1.3217,0.6544,0.3766,0.3740
-0.2585,-0.0401,0.2090,0.0249,-0.0404,0.1300,0.3362,0.1284,0.0903,-0.0013
0.4539,-0.1491,0.1937,0.0432,-0.2740,-0.0380,0.2543,0.1786,0.2154,0.0828
0.5786,-0.2719,0.2454,0.2689,-0.2751,-0.0060,-0.7522,0.8624,-0.0035,-0.0327
0.2883,-0.2229,0.0664,0.3866,-0.3548,-0.0131,-0.1784,0.1140,-0.4586,-0.1924
-0.1207,0.2190,0.1328,0.6105,-0.0316,0.0788,0.5264,0.8318,-0.2539,0.0205
-0.0833,0.4289,0.0860,0.2688,0.3436,0.3372,1.0087,0.5018,0.1338,0.4643
0.2986,0.4292,0.1073,0.4531,0.1184,0.2782,-1.0615,0.4247,0.5728,0.8303
0.3942,0.2144,0.0147,0.3705,-0.0438,0.4677,-0.7692,0.8930,-0.0072,0.3362
-0.0465,-0.1540,-0.3888,-0.3633,-0.4678,0.0549,-1.1402,0.1905,-0.3961,-0.2939
0.1933,0.1978,-0.2440,-0.1973,-0.2566,-0.0066,-0.0948,0.4346,-0.2755,-0.3091
0.2750,0.4939,0.2884,0.1439,0.0902,0.1152,0.2629,0.9047,-0.0003,0.0479
-0.1798,0.1524,0.3393,0.1923,0.1738,-0.0478,0.0294,0.1262,0.0800,-0.0190
-0.0634,0.3550,0.4913,0.7848,0.3392,0.1440,-0.3280,-0.6407,0.1113,0.1263
-0.2028,0.3214,0.6076,0.9805,0.5143,0.0559,0.1306,0.2943,0.0285,0.0860
-0.5703,-0.2425,0.2997,0.4470,0.3746,-0.1588,-0.5568,-0.3351,-0.0620,-0.1521
-0.5593,-0.1055,-0.2610,-0.1277,0.0701,-0.6257,-0.2509,-0.8310,0.0158,-0.3080
-0.2082,0.2489,0.2752,0.2472,0.2847,-0.2016,-0.3372,-0.1238,0.2429,-0.0485
-0.1363,0.2088,0.6139,0.4348,0.6544,0.1171,-0.6632,-0.6219,0.1175,-0.0388
0.3438,0.2888,0.2849,0.1787,0.7337,0.4014,-0.2961,-0.6497,0.3562,0.1103
0.8675,0.5425,0.5592,0.5053,0.8408,0.5811,-0.0486,-0.6232,0.7753,0.6299
0.7993,0.4518,0.7025,0.7032,0.7815,0.3500,0.3775,-0.2736,0.5103,0.6537
0.3399,0.1407,0.0821,-0.0327,0.1989,-0.0226,-0.0328,-0.3245,0.4027,0.3903
0.2774,0.1312,0.3184,-0.0894,-0.1244,-0.4215,0.0265,-0.3342,0.3428,0.1066
-0.1215,-0.0807,0.2175,-0.0978,-0.2133,-0.4981,-0.1110,-0.1243,-0.0816,-0.3421
-0.1604,0.0382,0.1022,-0.5662,-0.0521,-0.2600,0.0638,-0.7950,0.2929,-0.0412
-0.3439,0.2579,0.2132,-0.1190,-0.0264,-0.4749,0.1683,-0.4362,0.3619,0.0094
0.0470,0.4547,0.2801,0.2410,0.4969,-0.1294,0.1774,-0.4290,0.4284,0.2779
0.1069,0.4648,-0.1605,-0.0259,0.6721,0.0638,-0.7262,-0.6203,0.3607,0.2604
0.0297,0.1791,-0.0078,0.1664,0.2914,0.1657,-1.1712,-0.4593,0.1237,0.1255
-0.0231,-0.0988,-0.0049,0.1677,0.0839,0.1351,-1.3880,-0.9370,-0.1812,-0.1624
0.1630,-0.0135,0.2484,0.3245,0.0705,-0.0109,-0.0631,-0.2909,-0.1602,-0.2787
-0.0856,0.0693,0.3842,0.2628,0.5430,0.2666,-0.8694,-0.3031,0.2534,-0.0072
-0.0006,0.1895,0.4660,0.6378,0.7677,0.3029,-0.8437,0.0787,0.2595,0.2287
0.0323,0.1824,0.5551,0.7062,0.4594,0.6461,0.5573,0.2003,0.1007,0.1578
-0.1880,0.0893,0.2839,0.3288,0.5643,0.4285,0.0355,-0.0034,-0.2729,-0.2725
-0.1914,0.5540,-0.0765,-0.1863,0.7765,0.0004,-0.3129,-0.8947,0.1176,-0.1301
-0.4977,0.3488,-0.0624,0.0412,0.5076,-0.2342,-0.7131,-0.2632,-0.1849,-0.3577
-0.5202,0.3202,0.3781,0.3232,0.9886,0.2242,-0.0009,0.0565,0.1382,-0.0929
0.2208,0.4065,0.9328,0.8432,0.9883,0.4508,0.8948,0.1250,0.3893,0.3285
0.6602,0.3785,1.2845,1.1182,0.7797,0.8616,-0.0158,0.5865,0.4281,0.4365
1.1675,0.2343,1.1569,1.0171,0.8444,0.7876,-0.4442,0.6922,0.5332,0.7386
1.4059,0.1949,0.8714,1.0033,0.6159,0.7311,0.0913,0.2316,0.3625,0.6515
1.2693,0.1937,0.6707,0.9818,0.5386,0.8302,-0.1970,1.1261,0.4935,0.6637
0.6141,-0.1199,0.6797,0.7898,0.2050,0.5276,0.6722,0.3072,0.4235,0.5547
-0.4779,-0.5492,0.4735,0.2987,-0.5162,0.0380,0.1108,0.0709,0.2005,0.0857
-1.6118,-1.0766,0.2952,-0.2220,-0.7901,-0.3756,-0.1351,0.5704,-0.4335,-0.4172
-1.5759,-1.1005,-0.1633,-0.6091,-0.9796,-0.9554,0.7520,0.0031,-0.5035,-0.3890
