IPL_R,IPL_L,mPFC_L,mPFC_R,MFG_L,MFG_R,MTG_L,MTG_R,PCC_L,PCC_R
1.3547,0.3544,-0.5948,-0.2633,1.0396,1.2581,-0.4518,0.9338,0.5054,1.2981
0.9915,0.4648,0.0345,-0.0346,0.4589,0.8546,-0.5288,1.1180,0.2519,0.8009
0.6298,0.0688,-0.2696,-0.1518,-0.2698,0.8621,0.9398,0.8100,-0.2114,0.2045
0.4994,-0.4584,-0.9602,-0.4031,-0.3753,0.6143,0.2392,0.1840,-0.6406,-0.1623
0.5077,0.1149,-0.5699,-0.1863,-0.1226,0.0686,-1.1363,-0.1697,-0.1671,0.1148
-0.0781,0.7078,0.7062,1.0514,0.1860,0.1670,0.0945,0.7323,0.3741,0.2765
-1.1598,0.0467,0.2990,0.2491,-0.1343,-0.0598,0.0902,-0.3708,0.1334,-0.1415
-0.7594,-0.1255,0.5151,0.8098,-0.2809,-0.7635,0.9447,-0.0872,0.0793,-0.2884
-0.3223,0.4646,0.9513,0.6674,0.1712,-0.6806,0.5087,-0.1806,0.4910,0.0981
-0.6702,0.6244,0.9713,0.2048,0.4843,-0.3703,-1.1995,-0.3887,0.8083,0.3296
-0.6536,0.6787,0.3018,-0.4656,0.6643,-0.3809,0.5249,-0.6934,0.9257,0.2541
-0.5080,0.0037,-0.4529,-0.6540,0.1834,-0.6886,0.4169,-0.2546,-0.0756,-0.5070
0.1255,0.1680,-0.3932,-0.3351,0.0909,-0.0629,-0.4431,-0.8260,0.3216,0.0698
0.1023,0.3221,-0.5070,-0.3478,0.1214,0.0164,0.0615,-0.9727,0.3124,0.1505
-0.6410,0.4794,-0.7052,-1.0062,-0.2111,-0.2836,-0.3796,-0.3972,-0.0665,-0.1652
-0.4637,0.1484,-1.2851,-1.2070,-0.4377,-0.7345,-0.9331,-0.7820,-0.4161,-0.6419
0.1921,0.6655,-0.9704,-0.9167,-0.1708,-0.3766,-0.2643,0.1667,-0.1167,-0.4252
0.2016,0.6014,-0.9308,-1.0466,-0.1458,-0.2955,-0.5831,0.3840,-0.3924,-0.6101
0.5320,0.5459,-0.6764,-1.0202,-0.0926,-0.2939,-0.4459,-0.1709,-0.1923,-0.3713
0.7804,0.9321,-0.1780,-0.4176,0.3180,0.3195,0.3263,0.1451,0.1733,-0.0632
1.2102,1.1188,0.0026,-0.5876,0.4885,0.8122,0.1355,0.0048,0.3459,0.3202
1.0574,0.8619,-0.9339,-0.7233,0.6557,0.9608,0.0008,-0.0346,-0.3150,-0.0079
1.2973,0.8663,-1.0251,-0.5585,0.6563,0.7644,-1.3090,-0.7608,0.0477,0.1367
0.5906,0.5792,-0.2494,0.0078,0.8389,1.0977,-0.3311,0.1016,0.3501,0.1659
0.0217,0.0691,0.5055,0.7271,0.4330,0.3707,1.4761,0.3997,0.2828,0.3479
-0.6884,-0.1918,1.1311,0.9574,-0.1830,-0.3126,1.7327,-0.0745,0.8805,0.6484
-1.3296,-1.0108,1.1922,1.0943,-0.8626,-1.2129,0.2312,-0.3614,0.3278,0.1346
-1.2355,-1.3645,0.8722,0.6875,-1.5436,-1.8060,-1.6864,-0.6888,-0.0265,0.1970
-1.4454,-1.8900,0.1047,0.2720,-1.5191,-1.6526,0.4596,-0.6064,-0.9934,-0.8085
-0.7291,-1.1412,0.2723,0.3277,-1.1071,-1.4671,-0.7965,-0.6444,-0.8810,-0.8716
-1.1119,-1.0822,-0.2920,-0.4272,-1.2102,-1.0739,-0.2005,-0.9697,-1.0581,-0.9682
-1.1066,-1.4175,-1.0345,-0.8107,-1.1118,-1.0582,-0.3904,-0.8977,-1.3625,-1.2747
-0.2648,-1.1535,-0.7222,-0.3114,-0.5169,-0.4657,-1.2614,-0.8265,-1.0205,-0.8306
0.0481,-0.9979,-0.2119,0.2533,-0.3332,0.0579,-0.1236,-0.1544,-0.9390,-0.5065
-0.6813,-1.4198,-0.4806,-0.2028,-0.4289,0.1563,-0.4020,0.1515,-1.3167,-0.8170
-0.3643,-1.3170,-0.3233,0.3165,-0.8233,-0.4826,1.0135,-0.1345,-1.2361,-1.1065
