A1_L,A1_R,A2_L,A2_R,PCG_L
0.3142,0.4208,-0.1851,0.4390,0.1910
-0.2166,-0.2602,-0.1377,-0.3231,-0.0117
0.4956,0.2522,0.0152,0.1926,-0.1428
0.2358,0.3249,0.0594,0.5695,0.4474
0.3673,0.0667,0.3581,0.6046,-0.5766
0.2619,0.6966,0.2794,0.8781,-0.2509
0.2360,-0.1800,0.0867,-0.2264,-0.1953
-0.3548,0.0050,-0.1050,0.0459,-0.2800
0.3515,0.0640,0.0332,-0.3478,-0.7124
0.1933,0.2788,0.2267,-0.0245,0.2842
-0.2236,0.2373,0.0845,0.0935,0.1461
0.5902,0.5109,0.3482,0.0946,0.0910
-0.1495,-0.0287,-0.2355,-0.5542,-0.0872
0.6494,0.4978,-0.0224,-0.0395,-0.2433
0.4726,0.0835,-0.0925,-0.1415,0.8215
-0.1187,-0.2894,-0.0881,-0.2970,0.1741
0.1462,0.3471,-0.0846,-0.0812,-0.0464
0.0698,0.2548,-0.1181,-0.1345,-0.3334
0.0026,-0.0170,-0.1906,-0.3656,0.1491
0.6369,0.4128,0.3298,-0.0057,0.0688
-0.2957,-0.1591,-0.2100,0.0042,0.4173
0.1184,0.0759,0.1625,0.0819,-0.0640
-0.1545,0.0185,-0.0843,0.0680,0.0484
-0.0004,-0.3270,0.0071,-0.4140,-0.2377
0.7242,0.3296,0.2809,0.4338,0.0741
-0.0348,-0.0399,-0.0081,-0.2198,-0.1115
0.1443,0.1003,-0.0351,0.2415,-0.6401
0.1890,-0.0005,0.0423,0.0671,-0.3850
0.3094,-0.1572,0.1929,0.1031,-0.4900
0.0615,0.1638,0.2279,0.1133,-0.2193
0.4134,0.7014,0.4163,0.3107,0.1874
-0.4672,-0.2861,0.0011,-0.5117,0.4204
0.2768,-0.1901,0.4433,0.0242,-0.3857
-0.1123,-0.1805,0.2970,0.4108,0.0212
-0.3351,-0.2150,0.1122,-0.2008,-0.1547
-0.6877,-0.4669,-0.0243,0.1041,-0.4355
-0.5610,-1.0836,0.1751,-0.0846,-0.5587
-0.2029,-0.4452,0.0464,0.1504,-0.4322
-0.4764,-0.7910,-0.0420,-0.6164,-0.2122
-0.4431,-1.0411,-0.1120,-0.2155,-0.1171
-0.0395,-0.3819,0.1882,0.0945,-0.3496
-0.3175,-0.0996,-0.0733,-0.1214,-0.0516
0.0100,-0.1558,0.2028,-0.1439,0.0086
0.1032,-0.3627,-0.0794,-0.1289,-0.3383
-0.1239,0.0694,0.0700,0.3051,0.2002
0.2303,0.0848,0.4243,0.3224,-0.4607
-0.3477,-0.5029,-0.3123,-0.1925,0.1408
0.0427,-0.0821,-0.0236,-0.1821,-0.0643
-0.1047,0.0978,0.0722,-0.0119,1.1659
0.1827,-0.2638,0.0636,-0.0066,0.3605
0.2619,0.1814,-0.1618,0.4646,0.6697
-0.4545,-0.4075,-0.1106,-0.5217,0.4571
-0.5856,-0.0765,-0.3570,-0.1143,0.8637
-0.0689,0.2322,-0.0193,0.3133,0.3876
-0.2024,0.1300,-0.1288,-0.0052,0.0518
-0.1227,0.0250,0.3216,0.0854,0.1610
0.2095,0.3024,0.1207,0.1640,0.0284
-0.2655,-0.3228,-0.1200,-0.4943,-0.2435
-0.3793,0.0136,-0.2057,-0.0695,-0.4197
-0.5028,-0.2195,-0.3518,0.2442,0.3706
-0.2179,-0.3803,-0.3752,-0.1076,0.5484
0.0045,0.1952,-0.0393,0.2039,0.2728
-0.2365,0.0377,-0.2292,-0.2077,0.6721
-0.7529,-0.0221,-0.4736,-0.4978,0.5554
-0.3162,0.0473,-0.2302,0.1369,0.0319
-0.5379,-0.2797,-0.3839,-0.2744,0.7028
-0.4881,-0.7112,-0.6818,-0.7826,-0.0874
-0.3190,0.1507,-0.4490,0.3955,-0.2022
-0.7370,-0.4534,-0.3674,-0.6438,-0.2011
-0.4847,-0.2081,-0.6719,-0.2482,0.4906
-0.0093,-0.0280,-0.3308,-0.2890,0.7155
-0.3282,-0.3863,-0.3456,0.0926,0.5163
-0.7274,-0.6975,-0.5984,-0.4042,-0.1551
-0.1939,0.1981,-0.4940,-0.1278,-0.1504
-0.5531,-0.1951,-0.5670,-0.2028,-0.0809
-0.4570,-0.5749,-0.4649,-0.6070,-0.6925
0.3699,0.7073,-0.2198,0.7357,0.0608
-0.3924,-0.2345,-0.9337,-0.4530,0.2289
-0.1125,-0.4898,-0.7104,-0.3078,0.0917
0.2219,0.2295,-0.6156,0.1233,0.5589
-0.5293,-0.1553,-0.5644,-0.4812,0.1149
0.2475,0.5358,-0.2053,0.2049,0.7247
0.0276,-0.0430,-0.3540,-0.1006,-0.1336
-0.0485,0.1883,-0.6373,0.0780,0.4611
-0.3052,0.0342,-0.3896,-0.5123,0.1070
0.0139,0.1232,-0.3328,-0.1206,0.0278
-0.3199,-0.0748,-0.6256,-0.0047,0.5761
-0.0098,0.1633,-0.2821,0.2915,-0.1113
0.0466,0.3456,-0.2506,0.1780,0.1670
-0.3042,-0.5045,-0.6400,-0.8141,-0.1696
0.2126,0.4257,-0.2681,0.4165,-0.5167
-0.2206,0.1413,-0.6778,0.1101,0.0353
-0.3312,-0.1857,-0.3968,-0.2068,-0.0912
-0.1528,-0.1059,-0.3760,-0.0240,-0.3203
-0.9190,-0.2960,-0.6312,-0.3942,0.1626
0.0493,0.5559,-0.3951,0.3731,-0.0721
-0.4348,-0.2683,-0.6388,-0.2357,0.1835
-0.1510,-0.1953,-0.4026,-0.3675,-0.2208
-0.1346,0.5007,-0.6288,0.0637,-0.0574
-0.0021,0.2230,-0.2754,-0.1523,-0.1650
0.0553,0.3993,-0.3848,-0.0781,-0.3725
-0.1797,-0.1058,-0.4223,-0.3833,-0.2830
-0.1633,0.3238,-0.6532,0.2536,-0.1502
-0.0237,-0.0776,-0.4724,-0.3991,0.0763
-0.0599,-0.0494,-0.6935,0.0436,-0.4457
0.0578,0.0000,-0.4926,0.0258,-0.6211
-0.2493,-0.2745,-0.6176,-0.3068,-0.7169
-0.1783,0.0808,-0.6321,0.0914,-0.0150
0.2103,-0.0616,-0.5689,-0.1014,0.0449
-0.0048,0.3487,-0.5551,0.3014,0.3705
-0.0320,-0.2106,-0.2663,-0.6220,0.2526
-0.1029,-0.2899,-0.6016,-0.0443,-0.1859
-0.4729,-0.0179,-0.4999,0.1427,-0.5238
-0.1698,-0.6109,-0.6268,-0.1082,-1.0956
-0.6411,-0.1118,-1.0189,0.1466,-0.4986
-0.0177,-0.2596,-0.4179,-0.0304,-0.3826
-0.6033,-0.2599,-0.9815,-0.0004,-0.2013
-0.1591,-0.3380,-0.4613,0.0819,-0.8403
-0.0705,-0.0780,-0.6390,0.1073,-0.3441
-0.6163,-0.3570,-0.8846,-0.5083,0.2547
0.4107,0.7285,-0.4415,0.5084,-0.0395
0.0427,0.2877,-0.2445,0.1690,-0.2027
-0.1213,-0.2116,-0.7631,0.0586,-0.3293
-0.4089,0.0140,-0.9980,-0.3230,-0.5567
-0.3816,-0.1869,-0.8733,0.3056,-0.6819
-0.5662,-0.3100,-0.9069,-0.2179,-0.1993
0.0396,0.3012,-0.5997,0.3658,-0.0227
-0.2992,0.1178,-0.6759,0.1611,0.3601
0.0340,-0.2176,-0.5100,-0.2781,0.2018
0.0255,-0.0801,-0.6854,0.4318,0.1613
-0.3303,-0.6577,-0.7722,-0.5736,0.1157
